count_i, smass, sfr, m_age, l_age, AV 
2619 7.219 -3.852 0.464 0.421 0.211
262 5.198 -4.264 0.297 -0.127 4.004
2620 7.171 -3.913 0.380 0.297 0.200
2621 7.202 -3.770 0.373 0.281 0.215
2622 7.216 -3.233 0.448 0.313 0.380
2623 6.769 -2.364 0.369 -0.518 0.384
2624 6.859 -2.152 0.277 -0.553 0.679
2625 7.196 -3.284 0.296 0.150 0.210
2626 7.190 -3.658 0.194 0.096 0.176
2627 7.188 -3.480 0.043 -0.014 0.343
2628 7.201 -3.456 0.187 0.068 0.115
2629 7.208 -3.657 0.180 0.077 0.171
263 5.317 -3.980 0.251 -0.257 0.046
2630 7.236 -3.766 0.161 0.064 0.430
2631 6.576 -1.828 -0.302 -1.250 1.214
2632 7.225 -2.830 0.337 0.062 0.536
2633 7.195 -3.629 0.079 0.023 0.325
2634 7.252 -3.748 0.344 0.213 0.191
2635 7.145 -3.514 0.062 -0.264 0.917
2636 6.589 -1.860 -0.440 -1.212 1.066
2637 7.086 -1.974 0.359 -0.295 0.817
2638 7.221 -3.771 0.062 0.003 0.897
2639 7.348 -3.637 0.480 0.405 0.885
264 5.199 -4.265 0.292 -0.137 3.998
2640 7.286 -3.562 0.443 0.378 0.113
2641 7.131 -3.719 0.107 0.029 0.361
2642 6.519 -1.867 -0.249 -1.240 1.451
2643 6.508 -1.918 -0.304 -1.238 1.130
2644 7.094 -2.404 0.379 0.090 0.361
2645 6.255 -2.156 -0.301 -1.355 0.797
2646 7.406 -3.650 0.462 0.408 3.673
2647 7.079 -3.405 0.375 0.247 0.744
2648 7.139 -3.469 0.468 0.394 1.390
2649 6.855 -2.874 0.167 -0.177 0.967
265 5.198 -4.262 0.293 -0.133 4.002
2650 5.930 -2.782 -0.001 -1.331 0.492
2651 5.812 -2.920 0.074 -1.417 1.738
2652 6.162 -2.258 -0.178 -1.234 1.283
2653 6.236 -2.255 -0.059 -1.136 1.354
2654 6.087 -2.447 -0.082 -1.180 0.869
2655 5.986 -2.716 0.068 -1.082 0.445
2656 6.758 -3.756 0.406 0.282 0.403
2657 6.864 -2.712 0.428 -0.048 2.694
2658 6.101 -3.148 0.240 -0.848 1.276
2659 5.600 -3.151 0.127 -1.381 1.578
266 5.219 -4.233 0.281 -0.151 3.961
2660 6.037 -2.472 -0.006 -1.099 1.604
2661 6.001 -2.483 -0.116 -1.164 1.701
2662 6.101 -2.913 -0.172 -0.872 1.167
2663 5.848 -2.718 -0.050 -1.128 0.221
2664 5.992 -3.009 -0.047 -0.949 0.873
2665 6.701 -3.718 0.458 0.341 1.065
2666 5.580 -3.263 0.142 -1.237 0.678
2667 6.180 -4.021 -0.187 -0.418 0.052
2668 5.837 -2.576 -0.103 -0.727 0.089
2669 5.627 -3.111 0.141 -0.963 0.142
267 5.504 -3.432 0.199 -0.634 0.058
2670 6.359 -3.794 0.433 0.242 0.638
2671 5.606 -3.432 0.229 -0.903 0.323
2672 6.206 -3.695 0.371 0.103 1.448
2673 5.537 -3.352 0.219 -0.471 0.733
2674 5.931 -2.720 0.064 -0.941 3.280
2675 5.951 -4.064 -0.013 -0.298 0.071
2676 5.723 -3.213 0.058 -0.712 0.071
2677 5.685 -3.130 0.163 -0.730 0.193
2678 5.561 -3.180 0.158 -0.461 0.305
2679 5.523 -3.316 0.139 -0.436 0.251
268 6.045 -3.891 0.122 -0.106 0.830
2680 6.282 -3.849 0.084 -0.061 0.340
2681 6.000 -2.925 0.055 -0.373 0.133
2682 6.492 -3.862 0.442 0.295 1.215
2683 5.611 -3.381 0.202 -1.067 0.614
2684 6.326 -3.917 0.086 -0.060 0.226
2685 5.680 -3.345 0.257 -1.017 1.752
2686 6.442 -3.937 0.445 0.312 0.298
2687 6.785 -3.849 0.471 0.351 3.283
2688 6.435 -2.314 -0.025 -0.477 3.011
2689 6.492 -3.771 0.110 -0.011 1.071
269 5.211 -4.254 0.290 -0.135 3.996
2690 6.543 -3.786 0.459 0.303 0.322
2691 5.652 -3.292 0.211 -1.141 1.681
2692 6.463 -3.410 0.071 -0.096 0.344
2693 6.818 -3.820 0.460 0.356 1.386
2694 6.867 -3.631 0.474 0.390 1.475
2695 6.841 -3.839 0.447 0.353 1.536
2696 6.082 -2.579 -0.029 -0.979 0.343
2697 6.312 -2.321 0.079 -0.543 0.430
2698 6.806 -3.926 0.458 0.384 0.866
2699 6.050 -2.498 0.000 -1.121 1.258
27 5.237 -4.201 0.270 -0.171 3.213
270 5.489 -3.608 0.189 -0.476 1.079
2700 6.783 -3.944 0.460 0.386 0.330
2701 5.911 -2.518 -0.218 -1.213 0.132
2702 7.097 -3.945 0.473 0.435 3.932
2703 5.899 -2.673 -0.022 -1.195 0.895
2704 6.288 -3.306 -0.128 -0.732 0.480
2705 6.237 -2.900 -0.257 -0.831 0.128
2706 5.688 -3.075 0.134 -1.357 1.344
2707 5.659 -3.109 0.117 -1.365 0.623
2708 6.736 -2.408 -0.006 -0.372 1.779
2709 6.732 -3.523 0.055 -0.060 0.481
271 5.600 -3.663 0.224 -0.445 0.484
2710 6.956 -3.663 0.479 0.387 0.615
2711 6.857 -3.849 0.363 0.203 0.140
2712 6.042 -2.911 0.231 -1.060 0.380
2713 6.695 -2.552 0.169 -0.416 0.468
2714 6.503 -1.847 -0.283 -0.850 0.671
2715 5.769 -2.891 0.099 -1.446 0.257
2716 6.606 -2.915 0.402 -0.556 0.579
2717 7.064 -3.014 0.443 0.167 0.185
2718 7.012 -3.935 -0.020 -0.090 0.372
2719 7.187 -3.370 0.408 0.303 0.195
272 6.180 -3.748 0.409 0.201 0.781
2720 7.085 -3.399 0.084 -0.271 1.113
2721 7.118 -3.504 0.128 0.028 0.315
2722 7.169 -3.785 0.015 -0.025 0.633
2723 7.145 -2.746 0.323 0.019 0.221
2724 6.809 -1.933 -0.044 -0.775 0.856
2725 7.190 -3.690 0.213 0.134 0.242
2726 7.169 -3.584 0.028 -0.035 0.312
2727 7.147 -2.242 0.136 -0.112 0.222
2728 7.216 -3.447 0.089 0.017 0.297
2729 7.281 -2.529 0.387 0.150 0.243
273 5.651 -4.083 0.056 -0.324 0.037
2730 7.308 -2.887 0.376 0.179 0.244
2731 7.270 -3.258 0.042 -0.019 0.614
2732 7.215 -3.503 -0.034 -0.188 0.641
2733 7.335 -2.276 0.416 0.107 0.469
2734 7.346 -2.611 0.460 0.177 0.513
2735 7.260 -2.382 0.440 0.005 0.387
2736 7.087 -2.164 -0.008 -0.528 0.745
2737 7.226 -2.254 0.437 -0.096 0.518
2738 7.298 -2.312 0.442 -0.014 0.665
2739 6.011 -2.575 -0.056 -1.582 0.932
274 5.199 -4.264 0.298 -0.131 4.000
2740 7.067 -1.559 0.194 -0.491 1.192
2741 7.176 -2.054 0.380 -0.337 1.260
2742 7.084 -2.831 0.449 -0.161 0.292
2743 7.232 -3.741 0.060 0.011 0.463
2744 7.138 -3.428 -0.271 -0.440 1.237
2745 7.338 -3.524 -0.003 -0.037 1.652
2746 7.324 -3.337 0.469 0.411 0.270
2747 7.218 -3.659 0.344 0.255 0.197
2748 5.959 -2.682 0.012 -1.510 1.415
2749 7.303 -3.646 0.465 0.403 1.501
275 5.921 -3.994 0.185 -0.042 0.522
2750 7.136 -3.765 0.033 -0.022 0.976
2751 7.138 -3.441 0.474 0.370 0.192
2752 7.031 -2.584 0.447 0.036 0.624
2753 5.836 -2.773 -0.005 -1.546 2.335
2754 7.099 -3.708 0.460 0.383 0.779
2755 6.992 -3.977 0.434 0.352 0.118
2756 6.987 -3.515 0.461 0.352 0.288
2757 6.970 -3.629 0.409 0.292 0.727
2758 6.157 -2.981 0.339 -0.897 0.773
2759 6.907 -3.048 0.428 0.145 0.918
276 5.490 -3.980 0.175 -0.266 0.149
2760 6.855 -3.666 0.111 0.005 1.428
2761 6.660 -3.492 -0.193 -0.452 1.509
2762 6.963 -3.894 0.474 0.423 1.586
2763 6.636 -3.788 0.068 -0.042 0.501
2764 6.797 -3.575 0.468 0.353 0.573
2765 5.857 -2.875 0.084 -1.382 3.774
2766 5.823 -2.773 0.013 -1.231 0.892
2767 6.004 -2.530 -0.038 -1.089 1.085
2768 6.115 -2.649 -0.115 -0.970 1.282
2769 6.520 -3.677 0.294 0.101 0.254
277 5.767 -3.762 0.104 -0.511 1.511
2770 5.628 -3.254 0.175 -1.097 0.185
2771 5.820 -2.857 0.098 -0.980 0.762
2772 5.822 -2.983 -0.092 -0.907 0.059
2773 5.670 -2.906 0.000 -0.602 0.045
2774 5.995 -3.939 -0.125 -0.412 0.046
2775 6.059 -3.838 -0.139 -0.413 0.047
2776 5.861 -2.836 0.139 -0.922 2.417
2777 6.053 -3.901 0.054 -0.230 0.203
2778 5.983 -3.259 0.244 -0.676 2.935
2779 6.344 -3.909 0.091 -0.054 1.654
278 5.448 -3.520 0.169 -0.396 0.098
2780 5.793 -3.296 0.084 -0.763 1.615
2781 5.486 -3.663 0.232 -0.804 0.901
2782 5.689 -2.878 0.016 -0.607 0.185
2783 6.184 -2.255 -0.161 -0.728 2.756
2784 5.565 -3.445 0.198 -1.015 0.871
2785 6.417 -3.747 0.085 -0.066 0.953
2786 5.960 -3.457 -0.055 -0.754 0.185
2787 6.796 -3.836 0.454 0.376 3.933
2788 6.523 -3.843 0.404 0.217 1.041
2789 6.152 -2.553 0.004 -0.498 0.074
279 5.387 -3.988 0.257 -0.442 3.904
2790 6.452 -3.905 0.118 -0.000 0.660
2791 5.714 -3.196 0.190 -1.186 2.162
2792 5.708 -3.372 0.209 -0.987 1.647
2793 6.282 -3.501 0.065 -0.145 0.679
2794 6.539 -3.836 0.444 0.296 0.488
2795 5.673 -3.167 0.116 -1.273 1.927
2796 5.755 -3.107 0.101 -1.260 1.435
2797 6.721 -3.603 0.445 0.277 0.418
2798 5.688 -3.187 0.172 -1.249 0.628
2799 5.675 -3.170 0.154 -1.236 0.267
28 5.517 -3.809 0.248 -0.244 3.394
280 5.462 -3.552 0.183 -0.688 0.944
2800 6.532 -3.276 -0.261 -0.463 1.156
2801 6.393 -3.314 -0.063 -0.614 0.927
2802 5.772 -2.887 0.071 -1.236 0.188
2803 6.860 -3.772 0.430 0.353 1.056
2804 6.145 -2.368 -0.023 -1.104 1.427
2805 6.029 -2.390 -0.148 -1.046 0.335
2806 6.706 -3.294 0.032 -0.099 1.266
2807 6.403 -3.277 -0.218 -0.787 1.064
2808 6.137 -2.370 -0.079 -1.129 0.715
2809 6.925 -3.829 0.079 -0.005 1.950
281 5.705 -4.058 0.037 -0.327 0.095
2810 6.553 -2.117 -0.115 -0.547 0.916
2811 6.945 -3.642 0.461 0.368 0.397
2812 6.412 -1.954 -0.344 -0.845 0.997
2813 6.614 -2.117 0.137 -0.541 0.956
2814 6.672 -2.227 0.131 -0.335 0.231
2815 6.735 -2.605 0.386 -0.226 0.268
2816 6.765 -2.361 0.393 -0.359 0.297
2817 6.948 -3.526 0.046 -0.068 0.343
2818 6.640 -2.134 0.078 -0.849 1.039
2819 6.566 -1.780 -0.310 -0.918 0.514
282 5.530 -4.069 0.137 -0.275 0.025
2820 6.541 -1.731 -0.490 -1.019 0.627
2821 7.145 -3.620 0.042 -0.013 0.765
2822 7.110 -3.045 0.113 -0.076 0.545
2823 6.770 -1.995 0.002 -0.906 1.093
2824 7.267 -2.984 0.421 0.274 0.389
2825 7.203 -2.865 0.344 0.107 0.193
2826 7.191 -3.811 0.112 0.056 0.128
2827 7.216 -3.437 0.040 -0.017 0.383
2828 7.338 -3.647 0.389 0.309 0.116
2829 7.371 -3.849 0.425 0.366 0.163
283 5.624 -4.014 0.058 -0.334 0.044
2830 7.067 -2.058 0.021 -0.600 0.748
2831 7.159 -1.716 -0.093 -0.457 0.778
2832 7.370 -2.844 0.436 0.257 0.181
2833 7.265 -2.201 0.381 -0.267 0.867
2834 7.465 -3.354 0.468 0.425 0.459
2835 7.375 -3.682 0.333 0.254 0.208
2836 7.395 -3.425 0.410 0.326 0.176
2837 7.424 -3.370 0.455 0.383 0.232
2838 7.377 -3.774 0.345 0.260 0.222
2839 10.637 2.018 0.207 -0.942 1.372
284 5.700 -4.072 0.138 -0.145 0.071
2840 7.312 -2.086 0.409 0.114 0.302
2841 7.345 -2.682 0.310 0.037 0.703
2842 7.307 -3.287 0.098 0.009 0.717
2843 7.427 -3.809 0.466 0.427 0.272
2844 7.360 -3.676 0.076 0.025 1.233
2845 6.879 -1.795 0.110 -0.925 1.388
2846 7.063 -1.870 0.111 -0.558 0.977
2847 7.134 -2.136 0.412 -0.266 0.581
2848 7.365 -3.687 0.479 0.446 0.183
2849 6.964 -1.610 -0.093 -0.646 1.033
285 5.523 -3.446 0.186 -0.587 0.073
2850 7.149 -2.212 0.420 -0.175 0.926
2851 7.300 -3.204 0.449 0.327 0.971
2852 7.205 -2.693 0.445 0.162 0.588
2853 6.475 -1.920 -0.329 -1.263 1.144
2854 6.184 -2.780 0.250 -1.155 0.681
2855 5.813 -2.790 -0.059 -1.589 0.983
2856 5.953 -2.818 0.103 -1.382 0.922
2857 6.416 -2.069 -0.030 -1.144 1.515
2858 7.025 -3.783 0.411 0.318 0.175
2859 6.278 -2.155 -0.299 -1.244 1.149
286 5.338 -4.088 0.229 -0.257 0.509
2860 6.774 -2.683 0.006 -0.402 1.362
2861 6.958 -3.063 0.464 0.208 1.493
2862 7.018 -3.866 0.474 0.405 1.269
2863 5.859 -3.044 0.160 -1.226 0.893
2864 6.461 -3.296 -0.155 -0.671 1.129
2865 6.492 -2.764 0.144 -0.439 0.092
2866 6.445 -2.697 -0.006 -0.474 0.128
2867 7.096 -3.954 0.472 0.415 3.804
2868 6.158 -2.370 -0.051 -1.117 1.615
2869 6.791 -3.894 0.343 0.227 1.563
287 5.219 -4.234 0.293 -0.144 2.177
2870 5.607 -3.233 0.184 -1.264 0.965
2871 6.716 -3.820 0.458 0.375 0.957
2872 6.563 -3.853 0.057 -0.039 1.162
2873 6.032 -2.416 -0.125 -1.190 2.350
2874 6.413 -3.868 0.096 -0.035 0.556
2875 6.283 -3.886 0.083 -0.054 0.276
2876 5.707 -2.801 -0.017 -0.784 0.064
2877 5.789 -2.674 -0.036 -0.758 0.127
2878 6.144 -3.882 0.076 -0.089 1.931
2879 5.783 -3.644 0.309 -0.464 0.672
288 5.632 -3.690 0.221 -0.287 3.169
2880 5.612 -3.500 0.210 -0.926 2.068
2881 5.814 -2.908 0.095 -0.861 2.320
2882 5.670 -3.339 0.233 -0.867 1.571
2883 5.758 -2.859 0.031 -1.041 3.152
2884 5.775 -3.125 0.131 -0.733 0.228
2885 5.801 -2.649 -0.095 -0.703 0.087
2886 5.787 -2.689 -0.094 -0.695 0.084
2887 6.240 -3.906 0.129 -0.063 0.278
2888 6.118 -2.697 -0.056 -0.485 0.204
2889 6.122 -3.348 -0.173 -0.557 0.122
289 5.478 -4.094 0.136 -0.284 0.081
2890 6.238 -3.778 -0.103 -0.353 0.997
2891 6.665 -3.799 0.066 -0.041 3.159
2892 6.526 -3.810 0.443 0.301 0.292
2893 6.421 -4.000 0.098 -0.015 0.458
2894 6.373 -3.919 0.025 -0.127 0.078
2895 6.274 -3.810 -0.070 -0.293 0.073
2896 5.991 -3.745 0.065 -0.285 0.405
2897 6.052 -3.902 -0.083 -0.391 0.278
2898 6.638 -3.712 0.062 -0.068 1.385
2899 5.698 -2.990 0.102 -1.466 3.966
29 5.509 -3.649 0.240 -0.403 0.410
290 8.001 -0.688 0.104 -1.458 2.789
2900 6.777 -3.697 0.472 0.360 0.770
2901 5.945 -2.753 0.085 -1.133 1.312
2902 5.775 -3.220 0.245 -1.086 0.602
2903 7.087 -3.670 0.463 0.399 3.833
2904 5.696 -3.061 0.115 -1.207 0.095
2905 5.654 -3.133 0.126 -1.309 0.804
2906 6.726 -3.903 0.325 0.216 0.146
2907 6.707 -3.811 0.285 0.143 0.489
2908 6.702 -3.485 0.255 0.087 0.166
2909 6.527 -3.321 -0.181 -0.479 0.652
291 5.387 -3.927 0.261 -0.439 3.927
2910 6.577 -3.410 -0.268 -0.585 1.074
2911 6.969 -3.724 0.456 0.373 1.284
2912 6.841 -3.854 0.062 -0.025 1.092
2913 6.815 -3.742 0.061 -0.025 0.806
2914 6.895 -3.803 0.309 0.218 0.216
2915 6.629 -1.925 0.048 -0.695 2.157
2916 5.842 -2.878 0.101 -1.409 1.958
2917 6.817 -2.585 0.059 -0.318 0.668
2918 6.882 -3.724 -0.016 -0.136 0.102
2919 6.835 -2.264 0.008 -0.265 0.128
292 5.368 -4.003 0.282 -0.227 0.547
2920 7.071 -2.538 0.409 0.085 0.406
2921 7.023 -3.333 0.014 -0.061 0.300
2922 7.012 -3.739 -0.023 -0.091 0.162
2923 7.064 -3.468 0.033 -0.039 0.236
2924 7.092 -1.959 0.368 -0.075 0.291
2925 7.122 -2.525 0.299 -0.104 0.259
2926 6.545 -1.802 -0.355 -1.280 1.344
2927 7.280 -2.598 0.454 0.132 0.379
2928 7.237 -3.884 0.130 0.063 0.165
2929 7.238 -3.783 0.113 0.046 0.110
293 5.236 -4.180 0.282 -0.171 0.071
2930 7.282 -3.663 0.031 -0.027 0.459
2931 7.435 -3.787 0.441 0.394 0.093
2932 7.428 -3.718 0.433 0.370 0.220
2933 7.332 -3.141 0.040 -0.054 0.630
2934 7.337 -3.726 0.105 0.036 0.348
2935 7.279 -1.945 0.131 -0.253 0.927
2936 7.081 -1.673 -0.044 -0.643 1.047
2937 7.264 -2.247 -0.011 -0.370 0.842
2938 7.307 -2.112 0.422 -0.151 0.670
2939 7.361 -3.716 0.214 0.136 0.227
294 5.219 -4.232 0.310 -0.125 0.062
2940 7.465 -3.517 0.395 0.315 0.150
2941 7.413 -3.715 0.312 0.218 0.231
2942 7.429 -2.420 0.465 0.337 0.190
2943 7.406 -2.667 0.464 0.226 0.356
2944 7.484 -2.730 0.463 0.276 0.819
2945 7.446 -3.419 0.034 -0.037 1.541
2946 7.524 -3.457 0.472 0.426 0.786
2947 7.397 -3.702 0.021 -0.028 1.259
2948 7.431 -2.685 0.459 0.351 0.389
2949 6.977 -1.475 -0.113 -0.755 1.096
295 5.440 -3.502 0.223 -0.592 0.075
2950 7.563 -0.919 -0.175 -0.741 3.212
2951 7.007 -2.800 0.438 -0.289 0.170
2952 7.211 -2.102 0.409 -0.251 0.979
2953 7.162 -2.309 0.085 -0.308 0.719
2954 7.294 -3.205 0.446 0.310 0.328
2955 7.227 -2.719 0.453 0.170 0.353
2956 6.474 -2.615 0.340 -0.874 0.268
2957 6.380 -2.747 0.336 -0.922 0.570
2958 5.878 -2.643 -0.061 -1.603 2.110
2959 7.120 -2.945 0.452 0.258 0.249
296 5.384 -3.612 0.218 -0.556 0.088
2960 6.998 -3.665 0.112 0.028 0.292
2961 7.463 -1.938 0.268 -0.082 1.394
2962 6.672 -2.210 0.289 -0.689 1.768
2963 7.016 -3.928 0.460 0.398 0.184
2964 6.936 -3.776 0.091 0.013 1.306
2965 6.423 -3.177 0.248 -0.551 0.142
2966 6.038 -3.009 0.283 -0.956 0.293
2967 6.647 -3.191 0.431 -0.159 0.539
2968 5.695 -3.115 0.142 -1.296 0.322
2969 6.495 -3.532 -0.262 -0.547 0.888
297 5.242 -4.184 0.276 -0.163 1.129
2970 6.679 -3.898 0.328 0.202 0.229
2971 6.087 -2.413 -0.085 -1.141 1.312
2972 6.619 -3.777 0.124 0.006 0.259
2973 6.128 -2.234 -0.283 -1.140 1.275
2974 6.059 -2.349 -0.092 -0.912 0.217
2975 11.283 -0.024 0.470 0.440 1.986
2976 6.658 -3.881 0.458 0.373 0.431
2977 6.348 -3.792 0.029 -0.177 0.144
2978 6.239 -3.914 -0.194 -0.416 0.195
2979 5.939 -2.843 -0.132 -0.674 0.111
298 5.293 -4.107 0.285 -0.170 0.183
2980 6.303 -3.788 0.060 -0.088 0.983
2981 5.761 -4.039 -0.009 -0.341 0.046
2982 5.973 -3.947 -0.068 -0.355 0.082
2983 5.450 -3.522 0.201 -0.914 0.121
2984 5.721 -3.057 0.110 -0.788 0.939
2985 5.608 -3.137 0.140 -0.840 1.094
2986 5.633 -3.512 0.144 -0.489 1.066
2987 5.588 -3.497 0.231 -0.915 2.117
2988 5.750 -2.877 0.100 -0.931 0.383
2989 5.710 -2.938 0.037 -0.952 0.126
299 5.227 -4.221 0.284 -0.156 0.112
2990 6.200 -4.013 0.011 -0.215 0.067
2991 6.451 -3.906 0.377 0.215 0.486
2992 5.945 -2.527 -0.115 -0.780 0.095
2993 6.290 -3.796 0.081 -0.078 0.836
2994 6.373 -3.885 0.149 -0.014 0.849
2995 6.517 -3.770 0.444 0.259 0.542
2996 6.508 -3.981 0.095 -0.025 1.376
2997 6.346 -3.999 -0.037 -0.227 0.117
2998 5.663 -3.218 0.189 -1.042 0.248
2999 6.381 -3.926 0.032 -0.128 0.119
3 5.454 -4.051 0.201 -0.244 0.365
30 5.234 -4.223 0.305 -0.133 3.968
300 5.199 -4.264 0.293 -0.129 3.999
3000 6.342 -3.791 0.086 -0.165 0.570
3001 6.572 -3.570 0.004 -0.133 0.105
3002 6.675 -3.720 0.099 -0.021 0.497
3003 6.825 -2.855 0.417 0.141 1.328
3004 6.797 -3.849 0.463 0.368 0.448
3005 7.098 -4.025 0.496 0.467 3.972
3006 5.772 -3.124 0.165 -1.235 0.827
3007 5.698 -3.175 0.136 -1.266 0.285
3008 6.236 -3.416 -0.229 -0.799 0.334
3009 6.637 -3.682 0.155 -0.236 0.405
301 5.460 -3.549 0.175 -0.488 0.367
3010 6.252 -3.070 -0.179 -0.849 0.247
3011 6.948 -3.738 0.461 0.382 0.821
3012 6.678 -3.685 0.014 -0.103 0.151
3013 6.770 -3.825 0.075 -0.004 0.361
3014 6.795 -3.253 0.064 -0.237 1.351
3015 6.973 -3.500 0.460 0.364 0.880
3016 7.148 -3.573 0.070 -0.001 3.508
3017 6.798 -2.911 -0.001 -0.122 0.326
3018 5.718 -2.985 0.062 -1.455 0.586
3019 6.775 -2.094 0.034 -0.386 0.641
302 5.280 -4.140 0.288 -0.171 3.937
3020 6.591 -3.132 -0.250 -0.696 0.368
3021 6.922 -3.597 -0.001 -0.100 0.198
3022 6.963 -2.913 0.038 -0.080 0.099
3023 6.962 -2.349 0.000 -0.214 0.304
3024 10.212 1.220 -0.159 -0.520 2.629
3025 6.946 -2.150 0.327 -0.429 0.491
3026 6.384 -2.055 -0.211 -1.290 0.566
3027 7.186 -2.853 0.285 -0.094 0.575
3028 7.347 -3.820 0.405 0.325 0.262
3029 11.770 1.354 0.476 0.411 1.839
303 5.290 -4.136 0.284 -0.170 2.088
3030 7.317 -2.777 0.311 0.091 0.201
3031 7.296 -3.445 0.200 0.026 0.136
3032 9.305 0.655 -0.173 -1.596 2.216
3033 7.434 -3.472 0.403 0.320 0.416
3034 7.122 -1.569 -0.241 -0.685 1.929
3035 7.518 -3.607 0.470 0.421 0.166
3036 7.527 -2.957 0.463 0.395 0.466
3037 7.495 -3.871 0.394 0.335 0.242
3038 7.104 -2.184 0.269 -0.548 0.587
3039 7.120 -1.835 0.330 -0.594 0.614
3040 7.346 -2.644 0.159 -0.079 0.086
3041 7.398 -3.369 0.117 0.049 0.327
3042 7.386 -3.615 0.055 -0.004 0.368
3043 7.404 -3.401 0.106 0.037 0.428
3044 7.471 -3.841 0.360 0.279 0.157
3045 7.441 -3.928 0.296 0.223 0.156
3046 7.432 -2.710 0.447 0.233 0.137
3047 7.392 -1.859 0.389 0.011 0.803
3048 7.370 -2.140 0.428 -0.062 0.909
3049 7.440 -3.727 0.383 0.305 0.186
305 5.425 -4.020 0.218 -0.280 0.039
3050 7.410 -3.495 0.035 -0.062 1.190
3051 6.405 -2.498 0.252 -1.246 1.076
3052 7.449 -2.964 0.458 0.340 0.555
3053 7.340 -3.465 0.076 0.007 0.773
3054 7.307 -3.568 0.073 -0.003 0.814
3055 8.514 -0.092 -0.286 -1.644 2.619
3056 8.318 -0.736 0.153 -1.088 2.700
3057 6.897 -2.064 -0.353 -0.886 1.143
3058 7.340 -3.708 0.469 0.412 0.196
3059 7.254 -3.035 0.387 0.261 0.158
306 5.398 -3.800 0.221 -0.417 0.075
3060 6.069 -2.696 0.172 -1.366 0.665
3061 6.585 -2.033 0.197 -0.940 0.900
3062 7.124 -3.578 0.276 0.176 0.299
3063 7.164 -3.394 0.427 0.337 0.303
3064 5.964 -2.807 0.134 -1.358 0.860
3065 6.992 -2.631 0.429 -0.016 0.587
3066 6.926 -3.779 0.014 -0.058 0.415
3067 6.803 -3.622 -0.333 -0.467 1.390
3068 5.811 -2.983 0.133 -1.332 0.537
3069 6.422 -3.079 0.392 -0.513 0.112
307 5.279 -4.174 0.261 -0.186 0.101
3070 5.668 -3.091 0.135 -1.374 0.102
3071 7.126 -3.746 0.475 0.403 3.285
3072 6.714 -3.936 0.157 0.045 0.163
3073 5.908 -2.559 -0.122 -1.181 0.142
3074 6.721 -3.577 0.456 0.313 0.555
3075 6.818 -3.711 0.052 -0.029 2.019
3076 5.792 -3.093 0.163 -1.221 0.422
3077 6.771 -3.755 0.105 0.009 1.411
3078 6.488 -3.303 -0.236 -0.605 1.714
3079 6.484 -3.726 0.108 -0.036 0.377
308 5.198 -4.265 0.290 -0.134 4.000
3080 6.195 -3.908 -0.187 -0.445 0.061
3081 5.555 -3.320 0.183 -1.238 3.892
3082 5.761 -4.011 0.008 -0.337 0.035
3083 6.202 -3.997 0.091 -0.061 0.128
3084 5.551 -3.570 0.216 -0.961 0.196
3085 5.597 -3.559 0.233 -0.829 0.780
3086 5.472 -3.453 0.192 -0.919 0.119
3087 5.647 -3.101 0.118 -0.835 0.102
3088 5.343 -3.814 0.255 -0.830 3.971
3089 5.898 -3.161 0.178 -0.530 1.392
309 5.664 -3.970 0.221 -0.113 3.413
3090 5.724 -3.110 0.092 -0.786 0.217
3091 5.799 -2.895 0.086 -0.913 0.542
3092 6.419 -3.683 0.418 0.212 0.718
3093 5.610 -3.436 0.221 -0.915 0.418
3094 6.029 -2.589 0.164 -0.597 0.156
3095 5.539 -3.460 0.198 -1.071 0.344
3096 6.524 -3.742 0.446 0.314 0.644
3097 6.570 -3.916 0.443 0.305 0.320
3098 6.479 -3.926 0.229 0.095 0.286
3099 6.555 -3.794 0.348 0.206 0.334
31 5.368 -3.938 0.259 -0.292 0.392
310 5.505 -3.810 0.261 -0.276 0.784
3100 6.592 -3.913 0.448 0.348 0.249
3101 5.693 -3.352 0.240 -1.014 0.428
3102 6.400 -2.757 0.372 -0.367 0.376
3103 6.558 -4.016 0.120 0.000 0.170
3104 6.847 -3.701 0.458 0.334 1.094
3105 6.039 -2.513 -0.000 -1.119 0.404
3106 6.669 -2.998 0.392 -0.043 0.601
3107 6.762 -3.258 0.458 0.184 0.978
3108 6.777 -3.790 0.090 0.005 2.496
3109 6.710 -3.703 0.368 0.233 0.205
311 5.234 -4.205 0.286 -0.155 0.378
3110 7.015 -3.577 0.453 0.372 2.890
3111 6.137 -2.728 0.247 -0.845 0.277
3112 6.912 -3.846 0.480 0.413 0.520
3113 6.606 -3.634 -0.243 -0.527 1.035
3114 5.881 -2.762 0.022 -1.217 0.148
3115 6.786 -3.912 0.211 -0.007 0.750
3116 6.587 -2.431 0.291 -0.519 0.769
3117 5.930 -3.033 0.155 -1.196 0.351
3118 6.756 -3.066 0.027 -0.170 0.556
3119 7.072 -3.492 0.461 0.393 1.145
312 5.199 -4.265 0.297 -0.130 4.000
3120 6.879 -3.762 0.085 0.004 0.258
3121 6.696 -3.582 -0.317 -0.571 0.534
3122 6.586 -1.987 -0.217 -0.759 0.579
3123 6.954 -3.297 0.041 -0.033 0.122
3124 7.006 -3.483 0.062 -0.022 0.293
3125 7.014 -3.824 0.031 -0.014 0.153
3126 7.075 -3.853 0.094 0.022 0.128
