count_i, smass, sfr, m_age, l_age, AV 
1497 8.130 -2.901 -0.370 -0.478 1.211
1498 8.272 -2.411 -0.065 -0.246 0.694
1499 8.217 -0.375 0.172 -0.510 1.072
15 7.151 -2.423 0.396 0.146 3.491
150 5.931 -3.606 0.151 -0.479 0.227
1500 8.598 -2.665 -0.018 -0.119 1.561
1501 8.556 -2.704 -0.050 -0.120 0.983
1502 8.649 -3.201 0.416 0.309 0.346
1503 7.995 -1.425 -0.548 -1.108 0.438
1504 9.059 -2.356 0.468 0.429 2.377
1505 8.024 -1.200 -0.483 -1.244 1.098
1506 8.466 -1.831 -0.031 -0.359 0.561
1507 8.512 -2.586 0.023 -0.035 0.621
1508 8.433 -1.714 -0.286 -0.487 1.434
1509 8.134 -1.870 -0.473 -0.778 0.697
151 5.792 -3.029 0.185 -0.696 0.176
1510 8.346 -1.291 -0.232 -0.499 2.715
1511 8.278 -2.316 0.068 -0.120 0.466
1512 8.336 -2.959 0.263 0.180 0.648
1513 8.204 -0.679 -0.443 -0.652 1.967
1514 7.650 -0.917 0.105 -1.040 1.448
1515 7.890 -2.236 -0.269 -0.557 1.504
1516 7.636 -2.071 0.403 -0.385 0.825
1517 7.794 -3.202 0.084 0.006 0.545
1518 7.834 -3.647 0.396 0.338 0.209
1519 7.144 -1.464 0.153 -0.994 1.074
152 5.933 -3.306 0.197 -0.753 3.407
1520 6.931 -1.473 -0.498 -1.293 0.877
1521 7.538 -2.038 0.324 -0.128 0.307
1522 6.888 -1.546 -0.312 -1.259 0.889
1523 7.494 -3.634 0.056 -0.003 0.847
1524 7.468 -3.602 0.277 0.137 0.591
1525 7.393 -2.742 0.445 0.226 0.557
1526 6.685 -2.037 -0.398 -1.174 1.408
1527 6.388 -1.956 -0.454 -1.350 1.036
1528 6.020 -2.675 -0.124 -1.505 2.123
1529 6.463 -1.987 -0.320 -0.924 0.463
153 5.989 -3.886 -0.047 -0.372 0.144
1530 6.668 -3.914 0.446 0.331 3.943
1531 6.080 -2.800 0.155 -1.228 1.512
1532 6.272 -2.762 0.198 -1.092 1.219
1533 7.058 -2.713 0.210 -0.230 1.408
1534 6.670 -2.384 0.261 -0.723 0.735
1535 6.148 -2.476 -0.102 -1.476 0.831
1536 6.780 -2.567 -0.359 -1.046 0.346
1537 7.480 -3.349 0.040 -0.041 0.820
1538 7.372 -2.463 -0.002 -0.374 0.689
1539 7.405 -2.566 0.046 -0.448 0.749
154 5.921 -2.644 -0.073 -1.087 0.129
1540 7.633 -3.694 0.020 -0.054 0.900
1541 7.610 -2.745 -0.001 -0.139 0.512
1542 7.794 -3.862 0.231 0.163 0.427
1543 7.772 -3.522 0.183 0.021 0.164
1544 7.917 -2.945 0.271 0.159 0.241
1545 7.871 -3.403 0.007 -0.045 0.304
1546 7.752 -2.538 -0.362 -0.614 0.726
1547 7.883 -1.968 -0.001 -0.337 0.289
1548 8.002 -2.247 -0.126 -0.327 0.530
1549 7.970 -1.936 -0.281 -0.624 0.797
155 6.424 -3.583 0.068 -0.157 0.334
1550 8.002 -1.486 -0.090 -0.668 0.780
1551 8.335 -3.318 -0.485 -0.537 1.874
1552 8.267 -2.006 -0.306 -0.551 1.222
1553 8.049 -0.905 -0.488 -0.867 0.892
1554 8.468 -2.845 -0.356 -0.444 2.016
1555 7.608 -0.707 -0.777 -1.457 0.689
1556 7.362 -0.905 -1.141 -1.627 0.189
1557 8.279 -2.120 0.174 -0.335 0.779
1558 8.183 -0.684 -0.179 -0.580 0.754
1559 8.418 -2.799 0.338 0.080 0.609
156 6.256 -3.307 0.234 -0.239 1.940
1560 8.360 -3.367 0.045 -0.001 0.850
1561 8.188 -2.954 -0.356 -0.479 1.063
1562 8.228 -2.913 0.042 -0.036 0.506
1563 8.348 -3.491 0.446 0.398 0.239
1564 8.273 -3.648 0.412 0.351 0.302
1565 8.124 -2.814 0.024 -0.037 1.189
1566 7.878 -2.671 -0.380 -0.589 1.637
1567 7.795 -1.583 0.392 -0.151 0.922
1568 7.873 -3.000 0.462 0.392 0.537
1569 12.572 0.618 0.053 0.020 3.124
157 6.004 -3.706 0.146 -0.285 0.467
1570 7.549 -3.567 0.039 -0.014 0.295
1571 6.367 -2.176 -0.207 -1.560 0.427
1572 7.439 -1.897 0.400 -0.199 0.326
1573 7.487 -2.025 0.287 0.050 0.375
1574 7.430 -3.676 0.085 0.011 0.591
1575 7.494 -3.463 0.451 0.369 0.256
1576 6.599 -2.675 -0.108 -1.041 0.585
1577 7.329 -3.767 -0.385 -0.454 3.514
1578 6.474 -1.962 -0.169 -1.044 0.240
1579 5.989 -2.889 0.138 -1.250 0.900
158 5.923 -2.761 0.053 -1.166 1.829
1580 7.016 -3.616 0.428 0.303 0.519
1581 6.386 -3.423 -0.179 -0.478 0.417
1582 6.807 -3.395 -0.230 -0.408 1.557
1583 5.677 -3.395 0.234 -0.842 3.823
1584 6.334 -2.105 -0.182 -1.236 0.538
1585 6.439 -1.964 -0.229 -1.235 1.018
1586 7.254 -2.813 0.359 0.137 0.317
1587 6.824 -2.629 0.327 -0.683 0.638
1588 7.455 -3.429 0.323 0.213 0.369
1589 6.825 -2.532 -0.284 -1.076 0.255
159 5.756 -3.106 0.057 -0.793 1.940
1590 7.184 -1.947 -0.300 -0.840 2.021
1591 7.171 -2.031 0.361 -0.592 0.607
1592 7.475 -2.872 -0.397 -0.537 1.008
1593 7.519 -2.405 0.152 -0.372 0.400
1594 8.161 -0.736 0.212 -1.286 3.013
1595 7.719 -2.631 -0.337 -0.458 1.056
1596 7.761 -1.543 0.347 -0.262 0.321
1597 7.971 -3.456 0.215 0.056 0.341
1598 7.952 -2.959 -0.016 -0.092 0.298
1599 7.908 -1.850 0.224 -0.245 0.290
16 5.742 -3.873 0.190 -0.305 0.817
160 5.941 -3.629 0.079 -0.383 0.465
1600 7.628 -0.787 -0.248 -1.084 1.114
1601 8.076 -1.999 -0.227 -0.492 1.110
1602 8.319 -3.304 0.017 -0.019 1.191
1603 8.011 -1.930 -0.130 -0.577 0.606
1604 7.355 -0.947 -0.945 -1.533 0.669
1605 8.194 -2.006 -0.242 -0.435 1.517
1606 8.192 -2.211 -0.042 -0.261 0.528
1607 8.332 -2.058 0.346 0.022 0.561
1608 8.330 -2.593 0.299 0.123 0.239
1609 7.573 -0.669 -1.065 -1.410 0.984
161 5.484 -3.848 0.257 -0.241 3.616
1610 7.892 -1.424 -0.475 -0.928 0.732
1611 8.194 -1.826 0.004 -0.209 0.691
1612 8.114 -2.192 -0.220 -0.511 1.240
1613 8.196 -1.557 0.229 -0.258 1.152
1614 8.204 -3.196 0.172 0.100 0.703
1615 7.890 -2.297 -0.397 -0.670 1.153
1616 7.648 -1.165 -0.460 -1.001 1.401
1617 7.366 -1.478 -0.441 -1.095 0.956
1618 7.921 -3.833 0.413 0.352 0.296
1619 7.346 -1.029 -0.260 -0.810 1.097
162 6.045 -2.847 0.071 -0.784 0.271
1620 7.298 -1.544 0.290 -0.695 0.982
1621 7.612 -2.132 0.461 0.121 0.392
1622 7.458 -2.055 0.120 -0.402 1.196
1623 7.595 -2.664 0.453 0.292 0.784
1624 7.450 -3.593 0.160 0.078 0.277
1625 7.381 -3.401 0.028 -0.026 0.353
1626 7.368 -3.280 0.060 -0.013 1.561
1627 6.892 -2.094 -0.171 -0.766 1.178
1628 7.080 -3.212 0.051 -0.069 0.217
1629 6.111 -2.720 0.176 -1.275 0.338
163 5.835 -3.002 0.073 -1.281 3.609
1630 6.967 -3.439 0.070 -0.034 1.757
1631 7.113 -3.536 0.093 0.004 2.926
1632 6.076 -3.034 0.045 -0.973 1.317
1633 6.856 -3.503 -0.236 -0.416 3.021
1634 5.928 -2.972 0.165 -1.175 1.130
1635 5.946 -2.754 0.061 -1.330 0.241
1636 6.213 -2.751 0.168 -1.162 1.143
1637 7.332 -3.122 0.066 -0.025 2.837
1638 7.458 -3.466 0.451 0.389 1.592
1639 7.379 -3.314 0.218 0.101 0.446
164 5.967 -3.755 -0.003 -0.352 0.720
1640 6.855 -2.502 -0.361 -0.993 0.708
1641 7.195 -2.645 -0.297 -0.735 0.814
1642 6.955 -2.210 0.350 -0.816 0.511
1643 7.729 -3.391 0.417 0.353 0.298
1644 7.631 -2.615 0.199 0.042 0.271
1645 7.710 -2.643 0.217 0.070 0.392
1646 7.444 -1.217 -0.193 -0.853 0.823
1647 7.643 -2.678 -0.338 -0.574 0.675
1648 7.903 -3.568 0.152 0.047 0.195
1649 8.034 -3.289 0.254 0.169 0.381
165 6.147 -2.522 -0.056 -0.965 0.363
1650 7.993 -2.598 0.235 -0.036 0.323
1651 7.572 -1.026 -0.460 -1.129 1.192
1652 7.779 -1.944 -0.384 -0.850 0.821
1653 8.225 -3.036 0.310 0.196 0.473
1654 8.213 -3.401 0.168 -0.067 0.818
1655 8.124 -2.476 0.009 -0.351 0.953
1656 8.193 -1.174 0.010 -0.335 1.412
1657 8.187 -2.125 0.131 -0.100 0.491
1658 8.149 -2.591 -0.024 -0.166 0.275
1659 8.235 -2.651 0.172 0.075 0.405
166 6.064 -2.894 0.127 -0.962 0.421
1660 8.151 -2.471 -0.029 -0.162 0.445
1661 8.081 -2.181 -0.257 -0.526 1.063
1662 7.706 -0.625 -0.418 -0.995 0.975
1663 8.031 -1.305 -0.008 -0.463 1.143
1664 7.829 -0.916 0.209 -0.867 1.454
1665 8.169 -3.302 0.226 0.147 0.852
1666 8.049 -2.739 0.056 -0.272 1.748
1667 7.944 -3.227 0.235 -0.094 1.101
1668 7.708 -2.633 0.182 -0.333 0.807
1669 7.739 -3.587 0.034 -0.017 0.468
167 6.631 -3.345 -0.214 -0.612 0.790
1670 7.634 -2.107 0.046 -0.215 0.908
1671 12.457 1.624 -0.540 -0.571 1.033
1672 7.512 -3.364 -0.067 -0.172 0.644
1673 6.639 -1.737 -0.525 -1.429 0.278
1674 7.568 -2.642 0.446 0.263 0.486
1675 6.298 -2.444 -0.027 -1.456 0.511
1676 7.182 -1.798 0.074 -0.656 1.520
1677 7.460 -3.566 0.072 0.014 1.689
1678 6.314 -2.650 0.232 -1.185 0.542
1679 6.520 -2.000 -0.074 -1.174 1.247
168 6.439 -3.473 0.068 -0.201 0.391
1680 7.056 -3.532 0.385 0.259 0.390
1681 5.944 -2.883 0.194 -1.165 0.315
1682 6.433 -2.146 -0.067 -0.854 0.925
1683 6.176 -2.428 0.060 -0.740 0.323
1684 6.368 -3.365 -0.058 -0.482 0.295
1685 6.201 -2.842 0.196 -1.109 2.307
1686 6.813 -2.254 0.351 -0.482 2.027
1687 6.064 -2.714 0.057 -1.216 0.406
1688 6.931 -2.268 0.240 -0.457 1.055
1689 7.066 -1.614 -0.185 -0.598 1.242
169 6.793 -3.558 0.035 -0.126 1.414
1690 6.485 -1.845 -0.483 -1.354 0.286
1691 7.425 -2.517 0.008 -0.378 3.643
1692 7.330 -2.751 0.448 -0.083 0.466
1693 7.667 -3.322 0.446 0.359 1.347
1694 7.474 -2.009 0.360 -0.110 0.583
1695 7.804 -3.800 0.488 0.460 0.222
1696 7.587 -2.190 -0.067 -0.337 0.537
1697 7.683 -3.094 -0.000 -0.142 0.488
1698 7.776 -1.345 0.396 0.001 0.210
1699 7.799 -3.276 -0.399 -0.518 1.255
17 6.127 -3.789 -0.078 -0.371 0.097
170 6.837 -3.489 0.043 -0.090 0.523
1700 8.003 -3.056 0.314 0.215 0.248
1701 8.031 -3.595 0.267 0.193 0.252
1702 7.691 -1.252 -0.539 -0.980 1.085
1703 10.768 2.339 -0.618 -1.360 2.718
1704 8.068 -1.126 0.032 -0.358 1.204
1705 8.089 -2.879 -0.010 -0.105 0.481
1706 8.149 -3.757 0.150 -0.014 0.719
1707 8.054 -2.447 -0.117 -0.289 0.902
1708 8.140 -3.781 0.160 0.038 0.390
1709 8.067 -2.436 -0.026 -0.195 0.539
171 6.775 -3.846 -0.257 -0.403 0.167
1710 8.201 -1.523 0.407 0.218 0.375
1711 7.861 -1.554 -0.045 -0.654 0.834
1712 8.102 -2.525 0.001 -0.126 0.770
1713 8.308 -2.960 0.455 0.405 0.581
1714 8.239 -2.971 0.364 0.242 0.906
1715 7.965 -0.804 0.285 -0.332 1.117
1716 7.707 -0.830 -0.064 -0.675 1.211
1717 7.971 -1.365 0.385 0.135 0.812
1718 7.198 -1.165 -0.637 -1.321 1.433
1719 7.472 -2.458 -0.319 -0.686 0.875
172 6.202 -2.453 -0.037 -1.229 0.510
1720 7.631 -3.637 0.034 -0.017 0.330
1721 7.564 -1.955 0.096 -0.119 0.815
1722 7.503 -3.544 0.132 0.019 0.152
1723 7.525 -3.101 0.164 0.015 0.198
1724 7.509 -3.556 0.076 -0.017 0.357
1725 7.079 -2.033 0.380 -0.568 0.459
1726 7.198 -1.800 0.294 -0.525 1.185
1727 7.372 -2.171 0.412 0.153 0.782
1728 6.448 -1.868 -0.528 -1.397 0.275
1729 6.128 -2.590 0.072 -1.383 0.297
173 6.970 -3.349 0.351 0.184 0.525
1730 6.483 -1.923 -0.240 -1.216 1.133
1731 6.271 -2.597 0.099 -1.314 2.743
1732 5.759 -2.909 0.041 -1.492 0.415
1733 6.027 -3.057 -0.092 -1.119 0.504
1734 6.763 -3.689 0.426 0.285 0.925
1735 6.323 -3.213 -0.025 -0.382 0.681
1736 6.628 -1.825 -0.223 -0.744 1.691
1737 6.298 -2.856 0.304 -0.826 0.791
1738 6.663 -2.418 -0.004 -0.371 1.376
1739 6.595 -2.791 0.306 -0.673 0.707
174 6.327 -2.502 -0.254 -0.926 0.209
1740 7.315 -3.212 0.469 0.330 0.692
1741 7.174 -2.347 0.274 -0.236 0.440
1742 6.297 -2.380 -0.084 -1.436 0.481
1743 6.832 -2.523 0.374 -0.722 0.847
1744 7.439 -3.849 0.023 -0.019 0.302
1745 7.191 -1.643 0.113 -0.819 1.170
1746 7.077 -1.501 0.152 -1.016 0.938
1747 7.784 -3.189 0.394 0.309 0.256
1748 7.699 -3.190 0.057 -0.020 0.460
1749 7.376 -1.428 0.063 -0.908 0.746
175 6.036 -2.684 -0.051 -1.122 0.358
1750 7.919 -2.337 0.401 0.158 0.488
1751 7.734 -1.545 0.110 -0.430 0.774
1752 7.889 -2.210 0.275 -0.106 0.612
1753 8.123 -0.768 0.209 -0.351 2.742
1754 8.011 -3.738 0.046 0.007 0.340
1755 8.087 -3.290 0.284 0.194 0.189
1756 8.112 -3.505 0.238 0.176 0.394
1757 8.177 -2.606 0.335 0.222 0.377
1758 7.957 -2.046 0.159 -0.206 0.449
1759 8.002 -1.444 -0.057 -0.307 0.915
176 6.357 -2.076 -0.158 -0.731 0.103
1760 8.111 -1.895 0.283 0.032 0.616
1761 8.197 -3.378 0.456 0.416 0.339
1762 8.126 -2.938 0.261 0.125 0.622
1763 8.217 -3.138 0.415 0.365 0.397
1764 8.153 -3.382 0.328 0.254 0.625
1765 8.019 -1.454 0.200 -0.073 0.776
1766 7.948 -3.182 0.041 -0.070 0.459
1767 7.425 -2.169 -0.399 -0.931 0.598
1768 6.950 -2.067 -0.399 -1.332 0.423
1769 7.679 -1.784 -0.238 -0.438 1.253
177 5.886 -2.907 0.077 -1.353 1.165
1770 7.750 -3.770 0.314 0.222 0.253
1771 7.734 -3.094 0.398 0.303 0.537
1772 7.058 -1.361 -0.400 -0.959 0.621
1773 7.177 -2.625 -0.355 -0.761 0.391
1774 7.315 -1.995 -0.055 -0.402 0.263
1775 7.311 -3.305 -0.040 -0.336 0.844
1776 7.351 -3.959 0.149 0.062 0.278
1777 6.610 -1.729 -0.407 -1.330 0.605
1778 7.207 -2.717 0.073 -0.100 0.135
1779 7.203 -3.281 0.047 -0.055 0.701
178 6.159 -2.314 -0.258 -1.283 0.229
1780 7.268 -3.365 0.465 0.377 1.014
1781 6.402 -2.127 -0.233 -1.180 0.332
1782 6.960 -3.309 0.085 -0.060 0.423
1783 6.416 -2.085 0.010 -1.106 1.981
1784 7.014 -3.242 0.066 -0.064 2.429
1785 5.906 -3.113 0.111 -1.098 0.633
1786 6.648 -3.661 0.125 -0.019 0.357
1787 5.971 -2.670 0.030 -1.195 0.311
1788 6.865 -3.363 0.087 -0.038 1.063
1789 6.056 -2.654 0.025 -1.284 0.255
179 6.014 -2.969 0.175 -1.081 0.638
1790 7.157 -3.202 0.450 0.307 1.200
1791 7.159 -3.511 0.060 -0.029 1.500
1792 7.017 -1.974 -0.121 -0.499 0.731
1793 6.856 -2.664 -0.360 -0.877 0.479
1794 7.099 -3.038 -0.275 -0.540 0.466
1795 6.160 -2.563 -0.092 -1.506 0.318
1796 7.481 -3.091 0.044 -0.071 0.762
1797 7.155 -1.237 -0.263 -0.814 0.819
1798 7.309 -2.308 0.415 -0.434 0.438
1799 7.822 -3.518 0.451 0.367 0.276
18 5.939 -3.637 0.088 -0.338 0.448
180 6.304 -3.182 0.006 -0.446 0.178
1800 7.734 -1.850 0.413 -0.040 0.955
1801 7.759 -3.371 0.033 -0.027 0.434
1802 7.653 -2.777 -0.238 -0.453 0.473
1803 7.948 -2.661 0.383 0.221 0.708
1804 8.063 -3.623 0.300 0.227 0.351
1805 7.973 -2.878 0.083 0.000 0.470
1806 8.002 -3.204 0.226 0.116 0.169
1807 8.088 -2.792 0.309 0.162 0.323
1808 7.902 -2.299 -0.089 -0.426 0.483
1809 8.183 -3.618 0.415 0.357 0.299
181 6.242 -2.475 -0.106 -0.939 0.966
1810 7.551 -1.045 -0.163 -1.072 1.274
1811 8.125 -3.366 0.294 0.122 0.751
1812 8.180 -3.106 0.455 0.390 0.607
1813 8.098 -3.013 0.228 0.081 0.821
1814 8.096 -2.418 0.405 0.252 0.505
1815 7.869 -1.492 0.372 -0.194 0.817
1816 7.904 -2.635 0.173 -0.129 0.715
1817 7.770 -1.843 0.112 -0.355 0.832
1818 7.406 -1.201 -0.038 -0.997 1.511
1819 7.575 -2.210 -0.315 -0.657 1.316
182 6.079 -2.864 0.087 -0.791 1.105
1820 7.592 -2.517 -0.186 -0.396 1.252
1821 7.599 -3.364 0.084 0.007 0.481
1822 7.452 -1.815 0.373 -0.294 0.473
1823 7.400 -1.896 -0.021 -0.249 0.403
1824 7.503 -3.689 0.116 0.035 0.462
1825 6.511 -1.970 -0.229 -1.438 0.395
1826 6.506 -1.899 -0.322 -1.392 0.391
1827 7.251 -2.877 -0.020 -0.105 0.506
1828 7.553 -3.095 0.479 0.284 3.732
1829 7.202 -2.634 -0.090 -0.442 1.489
183 5.569 -3.871 0.236 -0.260 1.155
1830 7.131 -3.167 0.043 -0.091 0.347
1831 7.290 -3.240 0.035 -0.025 3.208
1832 6.137 -2.703 0.094 -1.302 2.022
1833 6.935 -3.346 0.235 -0.110 0.486
1834 6.609 -3.339 0.380 0.035 1.012
1835 6.563 -1.897 -0.196 -1.185 2.810
1836 6.955 -2.955 0.408 -0.159 3.626
1837 6.444 -2.356 -0.098 -0.500 0.991
1838 5.970 -2.821 0.093 -1.056 0.375
1839 6.236 -2.257 -0.204 -1.165 0.453
184 5.793 -3.240 0.200 -0.926 0.883
1840 6.538 -2.142 0.190 -0.777 0.366
1841 6.820 -3.520 -0.350 -0.475 0.198
1842 6.660 -1.695 -0.309 -0.864 0.210
1843 6.823 -1.710 0.116 -0.729 0.200
1844 6.047 -2.563 -0.022 -1.502 0.528
1845 6.258 -2.501 0.094 -1.366 0.428
1846 6.057 -2.472 -0.085 -1.546 0.380
1847 6.433 -2.453 -0.141 -1.385 0.284
1848 7.418 -3.057 -0.346 -0.513 1.421
1849 7.705 -2.958 0.017 -0.058 2.743
185 6.302 -3.359 0.076 -0.214 0.303
1850 7.653 -3.198 0.048 -0.022 0.868
1851 7.683 -3.234 0.118 0.032 0.389
1852 7.746 -3.747 0.099 0.046 0.430
1853 7.774 -3.328 0.065 -0.008 0.351
1854 7.888 -3.190 0.028 -0.079 0.695
1855 8.024 -2.880 0.389 0.214 0.456
1856 8.006 -3.747 0.249 0.169 0.151
1857 8.016 -3.513 0.275 0.192 0.260
1858 8.081 -3.678 0.353 0.148 0.414
1859 7.753 -1.032 -0.001 -0.681 1.013
186 5.396 -4.023 0.269 -0.419 3.913
1860 8.128 -3.358 0.463 0.413 0.226
1861 7.885 -1.854 -0.433 -0.555 1.346
1862 7.735 -1.291 -0.067 -0.669 0.961
1863 8.096 -3.229 0.462 0.407 0.286
1864 7.812 -1.025 0.291 -0.369 0.913
1865 7.354 -1.365 -0.412 -1.170 1.124
1866 7.538 -1.435 -0.483 -0.864 0.956
1867 7.504 -2.042 -0.245 -0.830 0.875
1868 7.665 -1.965 -0.261 -0.598 1.396
1869 7.822 -3.378 0.429 0.351 0.294
187 6.739 -3.559 0.138 -0.013 1.944
1870 7.497 -2.691 -0.390 -0.614 1.566
1871 7.137 -1.647 -0.105 -0.939 0.909
1872 6.317 -2.260 -0.235 -1.637 0.909
1873 7.156 -1.655 0.248 -0.727 0.487
1874 6.530 -2.430 0.211 -1.186 0.510
1875 7.399 -3.650 0.042 -0.017 0.657
1876 6.369 -2.291 -0.025 -1.460 1.772
1877 6.130 -2.481 -0.006 -1.522 0.419
1878 6.446 -1.936 -0.454 -1.411 0.760
1879 7.361 -3.778 0.079 0.002 1.103
188 6.743 -3.663 0.438 0.280 1.012
1880 6.844 -1.488 -0.252 -0.786 0.389
1881 6.132 -2.697 0.061 -1.352 1.119
1882 6.602 -1.724 -0.533 -0.876 0.282
1883 6.412 -1.935 -0.429 -1.131 0.153
1884 5.961 -2.737 0.041 -1.353 1.048
1885 6.766 -3.924 -0.143 -0.303 0.293
1886 5.712 -3.191 0.081 -1.236 3.847
1887 6.884 -3.565 0.074 -0.061 2.846
1888 6.019 -2.572 -0.047 -1.050 0.271
1889 6.025 -2.964 0.090 -1.141 3.593
189 5.447 -3.762 0.240 -0.321 3.088
1890 6.739 -3.135 0.051 -0.136 0.133
1891 6.234 -2.347 -0.122 -1.099 0.701
1892 6.755 -3.194 -0.310 -0.613 0.387
1893 6.416 -2.032 -0.192 -1.260 0.462
1894 7.114 -3.316 -0.003 -0.096 0.359
1895 5.824 -2.955 0.120 -1.340 3.853
1896 7.183 -2.593 0.413 0.046 0.972
1897 6.122 -2.392 -0.234 -1.652 3.874
1898 6.476 -2.531 0.141 -1.197 0.702
1899 6.439 -2.177 0.051 -1.332 0.245
19 6.242 -2.563 0.012 -0.478 0.746
190 6.344 -3.688 0.120 -0.101 2.159
1900 6.681 -1.803 -0.282 -1.266 0.328
1901 7.368 -1.889 -0.057 -0.554 0.678
1902 7.552 -1.923 0.328 -0.162 0.399
1903 6.476 -1.898 -0.495 -1.618 0.298
1904 7.694 -3.335 0.034 -0.035 0.339
1905 7.872 -3.230 0.370 0.287 0.174
1906 7.481 -2.167 0.428 -0.442 0.633
1907 7.950 -3.584 0.265 0.201 0.287
1908 7.878 -2.824 0.039 -0.067 0.318
1909 7.914 -3.280 0.015 -0.025 0.355
191 6.108 -3.716 -0.056 -0.379 0.163
1910 7.904 -2.480 0.280 0.016 0.235
1911 7.498 -0.917 -0.125 -0.888 0.982
1912 7.817 -2.565 -0.009 -0.241 0.531
1913 7.863 -1.888 0.100 -0.280 1.056
1914 7.761 -2.619 -0.050 -0.343 0.647
1915 7.637 -1.033 -0.133 -0.621 1.057
1916 6.659 -2.047 -0.471 -1.592 0.365
1917 6.899 -1.415 -0.710 -1.495 0.946
1918 7.133 -1.411 -0.222 -1.181 1.173
1919 7.258 -2.393 -0.387 -0.883 0.919
192 6.380 -3.591 -0.262 -0.477 0.201
1920 7.488 -2.537 0.074 -0.260 0.612
1921 7.471 -2.116 -0.082 -0.368 0.958
1922 6.493 -2.147 -0.197 -1.449 0.294
1923 7.186 -2.459 -0.331 -0.830 1.306
1924 7.508 -3.395 0.062 -0.003 1.003
1925 6.532 -1.828 -0.501 -1.416 0.397
1926 7.330 -3.558 0.063 -0.020 0.478
1927 7.387 -3.519 0.394 0.292 0.409
1928 7.182 -2.996 0.055 -0.250 1.105
1929 6.944 -3.069 -0.325 -0.673 0.526
193 6.110 -2.740 0.059 -0.769 0.660
1930 7.169 -3.466 0.185 -0.169 0.601
1931 7.190 -3.542 0.010 -0.121 1.689
1932 6.460 -2.110 -0.307 -1.109 0.218
1933 6.139 -2.865 0.200 -1.114 0.760
1934 6.119 -2.481 -0.111 -1.191 0.346
1935 5.929 -2.860 -0.014 -1.394 0.521
1936 6.483 -2.146 0.085 -0.913 1.698
1937 6.140 -2.268 -0.151 -0.883 0.207
1938 6.570 -3.624 0.080 -0.117 2.532
1939 6.765 -3.442 0.371 0.140 0.624
194 5.657 -3.695 0.175 -0.295 0.314
1940 6.777 -3.551 0.011 -0.082 0.257
1941 6.156 -2.302 -0.154 -1.340 0.581
1942 6.090 -2.946 0.114 -1.127 0.273
1943 6.966 -2.133 0.354 -0.400 2.390
1944 7.053 -3.376 0.120 -0.001 1.008
1945 7.278 -3.517 0.450 0.356 1.953
1946 6.298 -2.620 0.233 -1.011 1.993
1947 6.395 -2.007 -0.300 -1.267 1.272
1948 5.882 -2.751 0.037 -1.485 3.885
1949 6.265 -2.556 -0.032 -1.399 0.598
195 6.267 -3.040 0.265 -0.186 2.998
1950 6.457 -2.457 -0.226 -1.303 0.960
1951 6.494 -1.915 -0.417 -1.453 0.409
1952 7.584 -3.260 0.402 0.310 0.634
1953 7.666 -2.997 0.465 0.321 0.397
1954 6.522 -1.870 -0.352 -1.545 0.234
1955 7.128 -1.529 -0.120 -0.998 0.622
1956 7.794 -3.362 0.283 0.181 0.387
1957 7.319 -1.788 0.346 -0.742 0.346
1958 7.668 -2.039 0.236 -0.279 0.233
1959 7.797 -3.127 0.149 0.023 0.253
196 6.022 -2.727 0.113 -0.836 0.978
1960 9.930 -0.526 0.344 -0.093 1.163
1961 7.866 -3.501 0.264 0.194 0.243
1962 7.602 -1.533 0.376 -0.319 0.204
1963 7.382 -1.028 -0.127 -0.875 0.798
1964 7.497 -2.433 -0.405 -0.725 0.548
1965 6.659 -1.860 -0.297 -1.590 0.430
1966 7.134 -2.203 -0.343 -1.025 0.679
1967 6.250 -2.216 -0.294 -1.719 0.230
1968 7.159 -2.305 0.329 -0.669 0.419
1969 7.301 -1.679 -0.389 -0.816 0.984
197 5.916 -3.294 0.164 -0.446 0.972
1970 6.387 -2.280 -0.075 -1.516 0.484
1971 6.909 -1.473 -0.548 -1.238 1.067
1972 6.965 -2.563 -0.267 -0.893 0.457
1973 6.219 -2.269 -0.192 -1.596 0.281
1974 6.286 -2.403 0.035 -1.478 0.673
1975 6.285 -2.435 0.088 -1.426 0.859
1976 7.197 -2.528 0.416 -0.415 3.655
1977 6.328 -2.637 0.209 -1.239 1.410
1978 7.053 -3.265 -0.077 -0.383 0.223
1979 6.142 -2.395 -0.139 -1.459 0.435
198 5.867 -3.256 0.199 -0.946 3.756
1980 6.520 -2.597 0.252 -0.994 0.859
1981 6.383 -2.056 -0.111 -1.185 0.780
1982 6.748 -3.555 0.045 -0.096 0.861
1983 6.742 -3.269 -0.282 -0.472 0.247
1984 6.341 -2.249 -0.382 -1.150 0.159
1985 5.915 -3.931 0.002 -0.326 0.080
1986 6.857 -3.697 0.003 -0.204 0.389
1987 6.132 -2.368 -0.115 -1.131 2.640
1988 7.022 -3.150 0.416 0.212 1.016
1989 6.739 -3.022 0.416 -0.143 3.756
199 5.428 -4.012 0.273 -0.344 3.693
1990 6.075 -2.404 -0.074 -1.100 2.084
1991 5.920 -2.963 0.035 -1.258 1.396
1992 6.336 -2.658 0.170 -0.606 3.223
1993 6.209 -2.694 -0.006 -0.757 2.100
1994 5.963 -2.715 -0.021 -1.313 0.274
1995 7.083 -3.699 0.092 0.009 3.457
1996 6.154 -2.783 0.061 -1.156 2.536
1997 6.670 -3.689 -0.227 -0.439 0.314
1998 6.112 -2.713 0.057 -1.309 1.037
