count_i, smass, sfr, m_age, l_age, AV 
614 6.380 -2.406 0.123 -1.357 1.434
615 6.673 -3.694 -0.220 -0.407 0.195
616 6.396 -2.302 0.126 -0.894 2.118
617 6.622 -3.423 -0.324 -0.519 0.178
618 5.743 -3.005 0.106 -0.782 0.091
619 5.813 -3.693 0.116 -0.313 0.322
62 6.394 -2.299 -0.056 -1.466 0.558
620 6.087 -2.633 0.082 -0.957 0.270
621 6.298 -2.077 -0.363 -1.420 3.658
622 5.708 -3.628 0.213 -0.291 2.688
623 6.003 -3.577 0.368 -0.055 0.467
624 5.948 -2.900 0.073 -1.207 0.463
63 7.772 -3.245 0.072 0.004 2.093
64 6.735 -1.679 -0.367 -1.273 0.288
65 6.367 -2.142 -0.242 -1.397 0.280
66 7.634 -3.621 0.005 -0.029 1.077
67 6.836 -1.583 -0.317 -1.271 2.195
68 6.861 -1.528 -0.343 -1.264 0.696
69 6.285 -2.405 -0.036 -1.444 2.232
7 6.453 -2.055 -0.119 -1.144 0.168
70 6.163 -3.356 -0.110 -0.463 0.410
71 6.770 -3.593 -0.254 -0.434 0.179
72 5.707 -3.584 0.235 -0.241 2.328
73 7.038 -3.357 -0.376 -0.545 0.320
74 5.234 -4.207 0.292 -0.149 3.961
75 7.022 -1.791 -0.369 -0.952 0.656
76 6.441 -2.000 -0.210 -1.370 0.364
77 6.568 -1.894 -0.211 -1.203 1.313
78 6.901 -3.434 -0.348 -0.481 0.156
79 7.262 -1.592 -0.039 -0.446 0.458
8 6.546 -3.646 -0.267 -0.477 0.110
80 7.018 -3.626 -0.227 -0.410 0.248
81 7.631 -3.490 0.459 0.394 3.120
82 7.236 -3.779 -0.277 -0.372 0.403
83 7.648 -1.981 0.409 -0.053 1.092
84 6.815 -2.037 0.046 -1.238 0.839
85 7.882 -3.701 0.370 0.306 0.267
86 6.447 -2.028 -0.356 -1.625 0.241
87 6.836 -1.436 -0.734 -1.465 0.140
88 7.907 -3.623 0.056 0.021 1.446
89 7.892 -3.370 0.078 0.012 2.063
9 5.965 -2.671 -0.062 -1.392 0.398
90 7.748 -2.508 0.437 0.331 0.233
91 6.494 -1.942 -0.402 -1.729 1.807
92 6.666 -1.732 -0.304 -1.336 0.223
93 7.534 -2.678 0.035 -0.136 1.049
94 6.646 -1.711 -0.336 -1.321 0.346
95 5.773 -3.480 0.076 -0.409 0.134
96 6.293 -2.306 -0.152 -1.312 0.454
97 6.019 -2.575 -0.096 -1.478 0.247
98 6.466 -3.086 -0.151 -0.465 0.638
99 6.828 -3.736 -0.265 -0.447 0.458
