count_i, smass, sfr, m_age, l_age, AV 
141 7.614 -0.705 -0.846 -1.397 1.893
142 7.101 -1.168 -0.838 -1.542 0.318
143 7.084 -1.187 -0.950 -1.531 0.569
144 7.805 -2.018 0.322 0.023 0.715
145 6.967 -1.303 -0.820 -1.421 1.410
146 10.342 -1.878 0.185 0.121 3.444
147 6.884 -1.467 -0.563 -1.400 0.894
148 6.967 -1.300 -0.505 -0.996 0.845
149 6.941 -2.592 -0.400 -0.683 0.142
15 7.223 -2.451 0.402 -0.105 3.620
150 7.242 -2.487 -0.391 -0.626 0.132
151 7.529 -1.949 0.421 -0.130 0.219
152 7.165 -1.110 -0.333 -0.847 0.149
153 6.997 -1.378 -0.517 -1.362 0.221
154 7.997 -2.743 0.456 0.363 0.872
155 6.934 -1.386 -0.718 -1.543 0.567
156 8.149 -2.943 0.465 0.414 0.639
157 8.188 -3.327 0.469 0.434 0.628
158 8.143 -3.125 0.018 -0.026 0.629
159 8.277 -3.213 0.015 -0.027 0.309
16 5.814 -3.232 0.200 -0.965 2.782
160 8.352 -2.340 0.065 -0.071 0.223
161 8.298 -1.556 -0.366 -0.540 1.072
162 8.429 -1.279 -0.016 -0.280 0.405
163 8.527 -2.979 0.051 0.014 0.256
164 8.509 -2.661 0.102 0.008 0.408
165 8.490 -3.178 -0.015 -0.055 0.651
166 8.529 -2.586 0.383 0.209 0.431
167 7.676 -0.667 -0.642 -1.345 1.505
168 7.276 -1.709 0.288 -1.140 0.465
169 8.116 -3.189 0.087 0.030 0.969
17 6.200 -2.402 -0.062 -1.556 3.806
170 8.009 -3.094 0.014 -0.041 1.126
171 7.927 -3.469 0.030 -0.021 1.124
172 6.744 -1.727 -0.343 -1.463 0.264
173 6.896 -1.350 -0.676 -0.927 0.149
174 6.416 -2.145 -0.232 -1.640 3.295
175 7.585 -3.605 0.241 0.157 0.351
176 7.291 -1.742 -0.484 -0.919 0.238
177 7.887 -2.722 0.468 0.376 1.018
178 8.095 -3.781 0.436 0.405 0.245
179 6.774 -1.669 -0.321 -1.549 0.457
18 6.417 -2.235 -0.057 -1.040 1.423
180 7.944 -2.835 -0.057 -0.153 0.201
181 8.174 -3.830 0.317 0.248 0.146
182 8.336 -3.155 0.463 0.437 0.479
183 7.679 -1.019 0.220 -0.986 0.273
184 7.951 -0.638 -0.569 -1.183 1.062
185 8.607 -3.488 0.116 0.070 0.183
186 8.711 -2.390 0.262 0.142 0.156
187 8.232 -0.744 -0.408 -1.174 2.017
188 8.643 -0.822 0.143 -0.079 0.320
189 8.620 -2.789 -0.004 -0.081 0.643
19 6.800 -2.109 0.254 -0.702 1.624
190 8.698 -1.403 0.420 0.181 0.501
191 8.620 -1.715 0.243 0.001 0.542
192 7.769 -0.539 -0.822 -1.373 1.152
193 8.374 -0.708 0.346 -0.090 0.730
194 7.078 -1.290 -0.593 -1.612 0.222
195 8.189 -3.572 0.422 0.373 0.181
196 8.180 -2.834 0.023 -0.029 2.014
197 6.534 -1.786 -0.637 -1.710 0.395
198 6.520 -2.130 0.045 -1.540 0.624
199 6.946 -1.515 -0.278 -1.237 0.800
2 6.818 -3.610 -0.288 -0.451 0.259
20 7.384 -2.972 0.439 0.180 2.121
200 7.346 -3.039 -0.333 -0.501 0.275
201 6.543 -1.828 -0.486 -1.671 0.230
202 7.229 -1.986 0.314 -0.945 0.501
203 7.929 -2.788 -0.012 -0.105 0.288
204 7.685 -1.658 -0.502 -0.807 0.142
205 7.887 -3.384 -0.444 -0.505 0.479
206 8.193 -2.434 0.134 -0.024 0.179
207 8.370 -2.606 -0.064 -0.136 0.902
208 8.657 -3.023 0.407 0.345 0.421
209 8.660 -2.378 0.100 0.047 0.463
21 5.622 -3.760 0.176 -0.357 0.827
210 8.713 -2.704 0.030 -0.024 0.380
211 8.807 -3.700 0.251 0.190 0.200
212 8.739 -2.851 -0.019 -0.079 0.215
213 8.505 -1.284 -0.301 -0.719 0.970
214 8.593 -0.590 0.210 -0.190 0.307
215 8.633 -3.517 0.132 -0.049 0.264
216 8.385 -0.584 -0.387 -0.613 0.513
217 8.638 -3.458 0.171 0.111 0.260
218 8.596 -3.167 0.394 0.337 0.400
219 8.522 -3.859 0.444 0.409 0.156
22 6.581 -3.362 -0.010 -0.323 0.389
220 7.852 -1.048 -0.595 -1.008 1.353
221 7.946 -3.386 -0.086 -0.164 0.238
222 7.345 -1.092 -0.409 -1.247 1.706
223 7.180 -2.159 0.325 -0.785 0.705
224 7.021 -2.099 -0.113 -0.480 0.707
225 7.562 -3.428 -0.058 -0.149 0.419
226 7.867 -2.970 0.079 0.011 0.660
227 7.799 -2.075 -0.451 -0.558 0.229
228 8.000 -2.208 0.183 -0.218 0.228
229 7.930 -3.739 -0.482 -0.508 0.183
23 6.135 -3.032 0.093 -0.848 3.219
230 7.940 -2.906 -0.443 -0.534 0.140
231 8.301 -2.618 -0.007 -0.052 0.720
232 8.498 -3.418 0.045 0.009 0.285
233 8.621 -1.241 -0.023 -0.237 0.379
234 8.718 -0.914 -0.056 -0.313 0.451
235 8.740 -2.701 0.019 -0.023 0.207
236 8.818 -1.637 -0.003 -0.136 0.532
237 8.549 0.060 -0.190 -0.757 0.731
238 8.456 -0.385 -0.498 -1.021 0.776
239 8.805 -3.200 0.160 0.074 0.382
24 5.453 -3.907 0.199 -0.322 0.183
240 8.731 -2.306 0.228 0.138 0.227
241 8.550 -1.029 0.212 -0.219 0.320
242 8.441 -0.775 -0.023 -0.263 0.300
243 8.497 -1.861 0.095 0.000 0.310
244 8.445 -2.442 0.033 -0.055 0.690
245 7.633 -1.182 -0.497 -1.127 1.100
246 10.734 2.432 -1.093 -1.899 2.646
247 8.023 -3.262 0.019 -0.024 1.398
248 7.854 -3.165 0.375 0.280 0.621
249 6.554 -2.040 -0.177 -1.431 0.276
25 6.841 -1.903 -0.295 -0.979 0.755
250 7.666 -2.260 0.314 0.033 0.591
251 7.755 -1.421 -0.036 -0.493 0.433
252 7.340 -0.934 -0.971 -1.507 0.313
253 7.859 -0.955 -0.240 -0.893 0.325
254 7.948 -0.669 0.061 -0.541 0.196
255 8.153 -1.225 0.345 -0.221 0.152
256 8.438 -2.243 0.028 -0.050 0.619
257 8.583 -2.105 -0.058 -0.154 0.185
258 8.424 0.107 -0.502 -0.824 0.501
259 8.870 -3.017 -0.191 -0.278 0.355
26 6.326 -2.310 -0.033 -1.034 0.233
260 8.856 -0.681 -0.036 -0.396 0.149
261 9.055 -1.512 0.005 -0.080 0.122
262 9.067 -1.186 -0.006 -0.121 0.391
263 9.124 -2.997 0.027 -0.002 0.211
264 9.001 -0.602 -0.006 -0.307 0.443
265 8.554 -0.254 -0.571 -1.045 0.872
266 8.714 -1.370 0.258 -0.069 0.371
267 8.113 -0.136 -0.935 -1.180 0.968
268 8.843 -0.393 -0.128 -0.748 2.880
269 8.435 -3.209 0.057 0.021 0.276
27 7.007 -3.270 -0.035 -0.248 0.323
270 8.014 -1.054 -0.497 -0.904 1.300
271 8.169 -3.363 0.299 0.230 0.467
272 8.112 -2.768 0.462 0.362 0.962
273 6.669 -1.615 -0.697 -1.631 0.200
274 6.535 -2.179 -0.375 -1.550 0.733
275 6.678 -1.780 -0.302 -1.534 0.443
276 7.529 -0.923 -0.341 -1.101 1.112
277 8.015 -0.888 0.146 -0.693 0.402
278 8.374 -2.594 -0.475 -0.525 0.145
279 8.995 -0.794 -0.477 -0.581 2.302
28 6.349 -3.108 -0.102 -0.600 3.702
280 8.020 -0.500 -0.033 -0.685 0.482
281 8.255 -0.530 0.308 -0.479 0.478
282 8.770 -3.617 0.234 0.169 0.178
283 8.991 -2.763 0.072 0.024 0.220
284 9.113 -2.942 -0.071 -0.133 0.286
285 9.366 -3.120 0.229 0.172 0.219
286 9.019 0.094 -0.206 -0.476 0.235
287 8.549 0.250 -1.187 -1.422 0.799
288 8.973 0.515 -0.403 -1.262 1.437
289 9.203 0.297 -0.169 -0.838 1.097
29 6.483 -2.089 -0.266 -1.102 0.170
290 9.069 0.028 -0.321 -0.781 0.998
291 9.086 -1.011 0.405 0.175 0.383
292 8.212 -0.105 -0.791 -1.236 1.199
293 8.662 -3.109 0.317 0.255 0.377
294 8.152 -0.186 -0.317 -0.785 1.214
295 8.079 -0.531 0.081 -0.551 0.905
296 8.319 -2.403 0.405 0.307 0.368
297 8.111 -2.876 0.407 0.305 0.772
298 8.175 -2.949 0.476 0.431 2.573
299 6.403 -2.036 -0.369 -1.738 3.186
3 6.460 -2.709 -0.118 -0.646 0.492
30 6.830 -3.038 0.017 -0.341 0.853
300 6.757 -1.683 -0.358 -1.533 0.267
301 6.919 -1.565 -0.164 -1.537 0.472
302 8.172 -1.273 -0.198 -0.379 0.224
303 8.402 -2.903 -0.476 -0.515 0.152
304 8.334 -2.932 -0.217 -0.325 0.243
305 8.445 -2.044 0.343 0.049 0.363
306 8.371 -0.616 -0.128 -0.407 1.057
307 8.717 -3.186 0.236 -0.008 0.155
308 8.997 -3.436 0.010 -0.015 0.346
309 9.227 -3.135 -0.086 -0.163 0.134
31 7.360 -3.411 0.052 -0.045 1.149
310 9.438 -2.153 -0.090 -0.207 0.262
311 9.864 -2.906 0.463 0.448 0.836
312 9.196 0.559 -0.581 -1.171 0.205
313 8.755 0.503 -1.157 -1.428 0.186
314 10.026 -3.040 0.480 0.464 2.017
315 9.063 0.090 -0.584 -1.019 0.867
316 9.096 -0.147 0.214 -0.363 0.976
317 8.402 -0.158 -0.318 -0.902 0.788
318 8.736 -3.167 0.322 0.235 0.368
319 8.551 -0.943 0.426 0.211 0.235
32 7.332 -3.205 -0.363 -0.509 3.249
320 8.391 -1.314 0.391 0.021 0.886
321 8.190 -2.930 0.036 -0.025 0.507
322 8.063 -1.332 0.050 -0.151 0.334
323 7.959 -1.877 0.437 0.127 0.664
324 7.699 -3.538 0.154 -0.185 0.558
325 7.947 -3.584 0.018 -0.037 3.274
326 6.855 -1.450 -0.767 -1.577 0.282
327 7.346 -0.910 -1.088 -1.479 0.469
328 7.989 -0.792 -0.173 -0.825 0.408
329 8.163 -2.349 -0.412 -0.616 0.335
33 6.479 -2.172 -0.095 -1.533 3.148
330 7.508 -0.747 -1.152 -1.513 0.315
331 8.485 -3.050 0.124 -0.081 0.330
332 8.450 -0.846 -0.106 -0.537 0.435
333 8.951 -1.051 0.244 0.075 0.329
334 9.162 -2.503 -0.013 -0.105 0.230
335 8.947 0.560 -0.768 -1.027 0.696
336 9.662 -3.152 0.469 0.463 0.412
337 9.685 0.142 0.399 -0.602 3.690
338 8.630 0.361 -1.139 -1.559 0.205
339 9.829 -3.048 0.480 0.466 1.855
34 7.633 -2.809 0.171 -0.016 0.790
340 8.739 -0.930 -0.462 -0.902 0.282
341 9.138 -2.231 0.379 0.181 0.552
342 8.519 -1.295 -0.512 -0.871 0.927
343 8.601 -2.974 0.065 0.037 0.677
344 8.486 -3.469 0.174 0.120 0.347
345 8.336 -3.164 0.261 0.157 0.328
346 8.185 -3.312 0.032 -0.016 0.574
347 7.678 -1.213 -0.043 -0.788 0.647
348 8.167 -2.955 0.016 -0.043 3.174
349 6.620 -1.999 -0.106 -1.497 0.447
35 6.255 -2.594 0.116 -1.302 0.502
350 7.672 -2.225 0.349 -0.129 2.707
351 7.810 -2.237 0.458 0.178 0.327
352 7.302 -1.932 0.330 -0.931 0.862
353 7.883 -0.417 -0.758 -0.926 1.809
354 7.854 -1.511 -0.453 -0.798 0.330
355 7.709 -0.739 -0.327 -1.104 0.309
356 8.017 -0.398 -0.750 -0.890 0.701
357 8.275 -0.746 -0.081 -0.547 0.308
358 8.700 -3.053 -0.031 -0.086 0.372
359 8.909 -1.267 0.020 -0.091 0.606
36 6.419 -1.992 -0.380 -1.442 0.255
360 9.241 -3.058 0.188 0.116 1.204
361 8.445 -0.661 -0.611 -1.215 0.283
362 9.400 -2.110 -0.471 -0.515 2.749
363 8.963 0.683 -0.736 -0.947 2.052
364 8.949 -1.515 -0.295 -0.478 0.440
365 9.087 -2.969 0.297 0.227 0.184
366 8.992 -3.378 0.386 0.271 0.231
367 8.547 -1.381 0.436 -0.238 0.441
368 7.728 -0.615 -0.772 -1.498 1.168
369 8.204 -1.857 0.459 -0.097 0.487
37 7.766 -3.070 0.082 0.009 2.534
370 7.389 -1.017 -0.661 -1.433 0.666
371 8.259 -3.185 0.032 -0.002 1.472
372 8.336 -3.488 0.478 0.464 3.876
373 7.295 -2.220 -0.336 -0.904 0.481
374 6.693 -1.613 -0.650 -1.492 0.182
375 6.690 -2.521 -0.241 -1.164 0.603
376 7.621 -1.169 0.315 -0.416 2.226
377 7.799 -1.583 0.281 -0.365 2.871
378 7.982 -3.515 0.067 0.016 0.388
379 7.982 -1.690 -0.353 -0.488 0.748
38 6.808 -1.959 -0.364 -1.000 0.317
380 8.221 -3.346 0.031 0.005 0.417
381 8.416 -2.644 0.306 0.201 0.339
382 8.238 -0.653 0.236 -0.705 0.873
383 8.530 -2.171 -0.042 -0.135 0.165
384 8.340 0.075 -0.703 -0.903 0.951
385 8.650 -1.082 -0.464 -0.619 0.804
386 9.073 -2.811 0.441 0.378 0.199
387 8.589 -1.140 -0.514 -0.859 0.412
388 8.424 -0.192 -0.426 -0.998 0.312
389 8.845 -1.853 0.043 -0.167 0.464
39 6.366 -3.248 0.102 -0.338 1.402
390 8.867 -3.304 0.098 0.050 0.540
391 8.806 -2.341 0.060 -0.003 0.754
392 8.508 -1.948 0.022 -0.270 0.408
393 8.560 -1.679 0.451 0.339 0.712
394 8.216 -3.234 0.034 0.013 0.292
395 8.069 -1.584 -0.013 -0.171 0.612
396 8.039 -3.348 0.025 -0.036 0.464
397 8.019 -3.231 0.311 0.231 0.643
398 7.428 -1.519 0.344 -0.568 0.407
399 6.299 -2.172 -0.224 -1.603 0.403
4 6.463 -1.962 -0.238 -0.756 0.292
40 5.704 -3.184 0.159 -1.118 3.870
400 6.217 -2.295 -0.202 -1.510 0.459
401 7.293 -2.938 -0.413 -0.558 0.745
402 7.383 -1.890 0.355 -0.490 0.790
403 8.138 -3.161 0.465 0.434 1.424
404 8.207 -2.970 0.468 0.425 0.202
405 8.090 -1.796 0.006 -0.147 0.277
406 8.214 -1.539 -0.036 -0.299 0.602
407 8.405 -2.627 0.029 -0.024 0.320
408 8.266 -0.915 -0.503 -0.698 0.598
409 8.589 -3.048 -0.060 -0.147 0.369
41 6.521 -2.058 -0.002 -1.188 0.388
410 8.600 -0.355 0.383 -0.247 0.543
411 8.591 -0.502 -0.081 -0.419 0.399
412 8.900 -3.617 0.437 0.413 0.220
413 8.693 -3.042 -0.467 -0.540 1.596
414 8.563 -0.182 -0.201 -0.536 0.835
415 8.452 -0.621 -0.529 -0.907 1.256
416 7.854 -0.412 -1.192 -1.491 1.165
417 8.152 -1.191 -0.437 -0.738 1.149
418 7.047 -1.301 -0.744 -1.671 0.265
419 7.445 -1.188 -0.744 -1.286 0.199
42 7.418 -2.872 0.452 0.314 1.485
420 8.045 -2.540 -0.422 -0.510 1.625
421 8.115 -2.994 0.378 0.295 0.323
422 6.927 -1.600 -0.426 -1.514 0.412
423 7.786 -2.975 0.057 -0.013 0.906
424 7.579 -2.592 0.384 0.199 1.546
425 7.035 -3.360 0.153 0.031 0.489
426 6.601 -1.802 -0.405 -1.274 0.400
427 6.581 -1.855 -0.345 -1.455 0.533
428 7.496 -0.900 -0.100 -0.747 0.208
429 7.137 -2.041 -0.429 -1.240 0.369
43 6.974 -2.980 0.044 -0.121 0.372
430 6.629 -1.774 -0.363 -1.712 0.510
431 7.000 -1.385 -0.563 -1.675 0.306
432 7.833 -0.565 -0.267 -1.071 0.768
433 8.428 -3.431 0.036 0.009 0.250
434 8.540 -3.387 0.026 -0.001 0.267
435 8.272 -1.041 -0.042 -1.015 1.673
436 8.799 -3.887 0.327 0.279 0.243
437 8.633 -3.505 -0.006 -0.023 0.398
438 8.568 -1.795 0.052 -0.303 0.864
439 8.721 -2.776 0.314 0.206 0.547
44 7.038 -3.389 -0.276 -0.445 0.683
440 8.447 -1.833 0.048 -0.235 0.186
441 7.822 -1.514 -0.446 -1.143 0.602
442 8.439 -3.317 0.479 0.450 0.279
443 8.179 -3.183 0.117 0.040 0.317
444 7.927 -1.030 0.362 -0.238 0.217
445 7.610 -2.018 -0.399 -0.897 0.603
446 7.757 -2.953 -0.205 -0.313 0.217
447 7.721 -3.452 -0.075 -0.153 0.224
448 7.876 -3.630 0.028 -0.020 3.172
449 7.409 -3.345 0.336 0.244 0.657
45 6.063 -2.695 0.128 -1.339 0.312
450 7.028 -3.185 -0.370 -0.554 0.196
451 7.747 -3.080 0.039 -0.019 3.245
452 6.438 -2.188 -0.162 -1.567 0.603
453 6.961 -2.177 -0.389 -1.208 0.327
454 7.382 -1.556 -0.222 -0.894 0.563
455 6.900 -1.896 -0.421 -1.480 0.862
456 7.310 -1.871 0.334 -1.000 0.487
457 8.019 -1.057 0.361 -0.412 0.700
458 8.305 -3.049 0.046 -0.026 0.281
459 8.410 -3.096 -0.043 -0.127 0.351
46 7.049 -1.565 -0.127 -0.614 3.256
460 8.042 -0.611 -0.092 -1.012 0.646
461 8.486 -1.056 0.365 -0.101 0.248
462 7.991 -0.564 -0.697 -1.184 0.960
463 8.413 -2.442 0.049 -0.116 0.187
464 8.048 -1.680 -0.442 -0.896 0.729
465 7.547 -0.712 -1.111 -1.493 0.969
466 7.592 -1.678 -0.480 -1.102 0.448
467 7.524 -0.855 -0.474 -1.317 1.554
468 6.631 -1.725 -0.640 -1.786 0.264
469 7.444 -2.164 -0.478 -0.913 0.232
47 6.468 -2.539 0.137 -1.082 3.458
470 10.131 1.204 0.022 -0.538 3.341
471 9.582 -0.227 0.340 -0.195 2.056
472 7.778 -2.936 0.454 0.374 1.149
473 7.739 -3.405 0.461 0.393 0.294
474 6.380 -2.139 -0.220 -1.667 3.821
475 6.817 -1.568 -0.411 -1.310 2.278
476 6.536 -3.520 -0.144 -0.375 0.142
477 6.754 -1.626 -0.486 -1.380 0.424
478 6.806 -3.498 -0.337 -0.488 0.082
479 7.012 -1.265 -0.796 -1.433 2.643
48 6.302 -3.283 -0.186 -0.506 0.175
480 7.426 -2.483 -0.416 -0.731 0.511
481 7.541 -2.407 -0.436 -0.798 0.429
482 8.021 -1.929 -0.382 -0.601 1.918
483 8.338 -3.404 0.489 0.439 0.313
484 8.169 -2.014 0.331 -0.174 0.488
485 8.106 -0.893 -0.163 -0.619 1.030
486 8.228 -2.364 0.132 -0.091 0.189
487 8.434 -3.688 0.308 0.241 0.251
488 7.557 -0.739 -0.916 -1.386 1.113
489 7.856 -0.984 -0.346 -0.761 0.661
49 6.572 -3.577 -0.262 -0.474 0.108
490 8.000 -1.184 -0.042 -0.308 0.833
491 7.946 -2.032 -0.387 -0.732 2.203
492 7.578 -0.839 -0.406 -0.957 1.493
493 7.591 -2.193 -0.411 -0.852 0.998
494 7.942 -3.144 0.470 0.401 0.594
495 7.315 -2.388 -0.408 -0.857 0.465
496 8.081 -3.317 0.477 0.438 3.730
497 8.041 -3.524 0.464 0.434 3.798
498 7.101 -2.099 -0.312 -0.799 0.224
499 7.313 -3.221 -0.055 -0.237 0.629
5 6.008 -3.322 0.230 -0.597 3.520
50 6.310 -2.256 -0.078 -1.583 3.807
500 6.726 -1.936 0.219 -0.424 0.875
501 7.050 -2.985 -0.429 -0.556 0.264
502 6.552 -3.686 -0.223 -0.428 0.177
503 7.718 -2.822 0.434 0.259 1.821
504 6.210 -2.508 0.029 -1.428 3.942
505 7.462 -1.267 0.252 -0.513 1.012
506 6.368 -2.116 -0.217 -1.657 0.453
507 8.047 -3.075 0.465 0.419 1.117
508 7.416 -2.038 0.390 -0.671 0.948
509 6.752 -1.813 -0.203 -1.635 1.055
51 7.062 -3.598 -0.404 -0.516 0.083
510 6.665 -1.821 -0.237 -1.687 0.382
511 7.412 -0.887 -0.702 -1.394 1.501
512 7.734 -1.252 0.154 -1.212 2.017
513 7.455 -1.981 -0.422 -1.015 0.598
514 6.737 -1.846 -0.085 -1.599 1.327
515 7.202 -1.073 -0.927 -1.441 1.073
516 8.107 -2.588 0.468 0.388 1.331
517 6.394 -1.988 -0.364 -1.761 0.456
518 7.226 -1.438 -0.494 -1.084 0.906
519 7.282 -2.271 -0.486 -0.926 0.211
52 6.359 -2.062 -0.343 -1.250 0.274
520 7.242 -1.137 -0.569 -1.309 3.427
521 6.948 -3.307 -0.241 -0.446 0.394
522 7.663 -3.462 0.448 0.379 1.328
523 6.129 -2.490 -0.119 -1.529 0.604
524 6.525 -1.853 -0.458 -1.368 0.476
525 6.532 -3.902 -0.211 -0.409 0.096
526 7.058 -3.568 -0.345 -0.491 0.139
527 7.758 -3.566 0.471 0.431 3.781
528 6.228 -3.707 -0.090 -0.418 0.102
529 6.533 -1.977 -0.351 -1.231 0.516
53 6.865 -1.529 -0.300 -1.279 3.682
530 7.230 -1.950 -0.484 -0.829 0.865
531 6.593 -2.246 0.035 -1.336 1.112
532 6.637 -1.791 -0.478 -1.554 0.293
533 6.427 -2.082 -0.324 -1.662 1.135
534 7.971 -3.342 0.463 0.393 2.058
535 6.725 -2.049 -0.056 -1.408 0.416
536 6.533 -2.013 -0.208 -1.660 1.552
537 7.699 -2.022 0.449 -0.053 0.368
538 6.603 -1.929 -0.194 -1.547 0.619
539 7.657 -1.265 0.335 -0.140 0.155
54 7.181 -3.146 0.452 0.309 1.380
540 7.669 -1.927 0.420 -0.032 0.591
541 7.360 -1.602 0.290 -0.650 0.655
542 7.590 -3.276 -0.007 -0.075 0.465
543 6.418 -2.055 -0.377 -1.702 3.731
544 7.011 -1.338 -0.515 -1.332 2.225
545 6.938 -1.441 -0.643 -1.341 2.613
546 6.229 -2.324 -0.148 -1.531 0.531
547 6.436 -1.970 -0.444 -1.429 0.316
548 7.220 -3.753 -0.307 -0.421 0.338
549 6.677 -1.797 -0.225 -1.210 1.629
55 5.654 -3.718 0.251 -0.285 0.204
550 6.538 -1.775 -0.411 -0.943 0.189
551 7.154 -3.216 -0.331 -0.461 0.252
552 7.041 -2.884 -0.348 -0.546 0.596
553 6.841 -3.199 -0.215 -0.459 1.713
554 6.266 -2.211 -0.361 -1.510 3.790
555 6.868 -3.749 -0.337 -0.467 0.230
556 6.346 -2.117 -0.272 -1.328 0.351
557 7.577 -2.784 -0.379 -0.529 3.050
558 6.477 -1.960 -0.346 -1.541 0.150
559 6.787 -1.563 -0.600 -1.360 1.203
56 6.750 -1.855 -0.387 -1.154 0.493
560 7.037 -1.378 -0.383 -1.262 1.475
561 6.666 -2.047 0.058 -1.433 2.478
562 6.799 -2.447 -0.311 -1.086 0.262
563 6.503 -2.204 0.022 -1.374 0.266
564 6.252 -2.228 -0.317 -1.664 0.272
565 6.647 -1.691 -0.578 -1.411 0.255
566 7.523 -2.103 -0.411 -0.576 3.131
567 6.744 -1.703 -0.191 -1.234 0.330
568 6.984 -3.007 -0.201 -0.389 0.488
569 6.645 -3.129 -0.145 -0.479 1.706
57 6.552 -2.290 0.010 -1.293 3.712
570 6.606 -1.955 -0.183 -1.102 0.845
571 6.544 -3.607 -0.014 -0.311 1.644
572 6.452 -2.353 0.105 -0.839 1.622
573 6.403 -2.724 0.164 -0.537 1.146
574 5.474 -3.667 0.221 -0.392 0.126
575 6.591 -2.404 0.003 -1.202 3.388
576 5.516 -4.000 0.178 -0.293 0.362
577 6.116 -2.746 -0.045 -1.315 3.745
578 6.463 -2.141 -0.073 -1.077 0.276
579 6.852 -3.198 -0.364 -0.525 0.163
58 7.381 -2.916 0.013 -0.084 0.884
580 5.989 -3.563 -0.082 -0.449 0.313
581 5.863 -3.059 0.164 -1.153 3.946
582 7.511 -2.083 -0.003 -0.202 3.018
583 7.438 -3.336 0.038 -0.039 1.611
584 6.692 -1.693 -0.464 -1.314 1.699
585 6.826 -1.498 -0.655 -1.371 1.778
586 7.437 -2.558 0.328 0.060 0.342
587 7.496 -2.771 0.021 -0.183 0.227
588 7.468 -3.033 0.397 0.236 0.619
589 7.651 -3.730 0.461 0.421 0.505
59 7.896 -3.452 0.468 0.442 1.210
590 6.439 -2.056 -0.144 -1.273 0.395
591 6.637 -1.685 -0.558 -1.380 0.282
592 6.790 -3.002 -0.273 -0.550 0.533
593 6.148 -2.304 -0.159 -1.182 0.112
594 6.867 -1.470 -0.407 -0.819 3.793
595 5.805 -3.649 0.238 -0.354 3.619
596 6.655 -1.691 -0.401 -1.131 3.777
597 6.313 -2.170 -0.120 -1.163 0.196
598 6.348 -3.682 -0.136 -0.389 0.113
599 6.386 -3.578 0.117 -0.148 0.191
6 6.411 -2.010 -0.276 -1.284 3.577
60 7.244 -3.276 -0.520 -0.597 0.234
600 5.983 -2.911 0.183 -0.358 0.419
601 6.410 -3.663 0.112 -0.127 0.564
602 6.303 -2.197 -0.095 -1.140 0.285
603 6.229 -2.605 0.066 -1.288 3.705
604 6.452 -3.167 0.286 -0.196 1.390
605 6.484 -1.930 -0.375 -1.278 2.736
606 6.777 -3.160 -0.296 -0.534 0.755
607 6.574 -2.107 0.049 -0.996 0.564
608 6.165 -2.802 0.150 -1.146 3.532
609 5.877 -3.025 0.149 -1.186 0.463
61 6.787 -1.574 -0.562 -1.327 0.424
610 6.792 -3.340 -0.295 -0.518 0.412
611 7.548 -3.405 0.051 -0.023 2.097
612 7.233 -2.589 0.027 -0.566 1.468
613 6.084 -2.559 -0.018 -1.387 0.356
