# id  z  mbh  mbh_err  mgal  ps_mag  spectra  bit
000557.23+002837.7 0.2593282 8.046156617449295 0.08621124169533603 10.301606031 18.127977513291363 BOSS other
000602.73+005022.6 0.796 9.537007081343566 0.3305418286877011 10.3026883821 20.397800400670523 BOSS eboss_core
000608.51+010014.7 0.613 8.653514144703516 0.20502925056752658 10.7268028371 20.76056670384589 BOSS other
000613.84+001909.2 0.5522 8.398217938122752 0.34511323781066844 10.5537573781 19.85606477515695 SDSS other
000614.50+015920.9 0.5425914 7.77620785055565 0.4665888613122572 10.7964270768 21.49008959411423 BOSS eboss_core
000614.79+003648.0 0.669176 8.400615512935374 0.2825388894981222 10.8436093854 20.31126847925337 BOSS other
000623.37+010021.4 0.6698525 6.888122933130489 1.3178661688547133 10.5099327236 22.02311402005607 BOSS other
000631.39+020904.0 0.7579494 8.087860069906194 0.16650238804450349 10.5448876239 20.20822073549772 BOSS eboss_core
000638.17-010559.4 0.5101622 8.741724264885194 0.20291508404302674 10.6343419551 20.914487511278455 BOSS eboss_core
000639.17+021644.6 0.6512335 8.597152709579374 0.09512575413019539 11.0232714206 19.9688967776963 BOSS eboss_core
000712.96-004559.8 0.663409 9.589500447696693 0.2951068465424335 10.6962838721 20.4227482094698 BOSS other
000713.21+021816.5 0.2978531 7.337152571550621 0.1389192910558239 10.2410571681 19.598006077274633 BOSS eboss_core
000717.82-005137.7 0.5259 8.805705929336705 0.16516438670960454 11.0493451898 19.683550861659267 SDSS other
000721.95+015821.0 0.4123855 8.06971878844073 0.19703795152640202 10.3952851903 20.856440104370147 BOSS eboss_core
000741.42+011209.4 0.777 8.101281383913342 0.23118971112673495 10.7941257085 20.62532862121367 BOSS other
000754.85-004003.6 0.5728 7.88502004308717 0.16633357849258598 10.5005305676 20.1463329845661 SDSS other
000800.06-000021.3 0.7583 8.244506408162657 0.17237686573745867 10.3478942559 19.54405615399772 SDSS other
000803.30+004712.1 0.6298428 8.046275749886032 0.20601644375639064 10.3633452713 21.046933680439754 BOSS other
000825.77-003947.6 0.7320846 8.475750564135986 0.25523002339069434 10.5488752874 20.714961353230617 BOSS eboss_core
000843.93+014840.2 0.5240204 8.28624435598381 0.1802909094517737 10.4887054661 21.03989029205817 BOSS eboss_core
000901.01-000306.7 0.7131 8.461479155845677 0.46634360306336087 10.8981354126 20.192944576804443 SDSS other
000906.06+005431.9 0.715 8.829930343757034 0.17100743274526553 10.967408935 20.43590977903018 BOSS other
000908.82+021807.1 0.6779818 7.591293688979321 1.0919083958842517 10.655083536 21.46370799114556 BOSS eboss_core
000913.63-000112.6 0.633 7.924723951408408 0.22552125503610135 10.6573926179 21.708807212038774 BOSS other
000925.04+001657.2 0.6792718 8.015702547880549 0.22972050315578998 10.5506706533 21.445153714076604 BOSS other
000928.48+013659.5 0.2324493 7.526289355480197 0.10475941181247242 10.0539032721 18.632405403786763 BOSS eboss_core
000940.01+024048.6 0.543 7.7822752064422325 0.15628208722474232 10.8258673935 20.225839746364237 BOSS other
000943.37+010459.8 0.4557 8.497191595395046 0.14152591355881414 11.0138673076 19.332120858315836 SDSS other
000945.46+001337.0 0.6973 8.474791669661364 0.07563686783027598 10.6387767777 18.40415216789487 SDSS other
000945.47+015012.0 0.5161942 7.385916754413875 0.07044280798721199 10.5115917669 20.101605285203725 BOSS eboss_core
000949.23-002451.3 0.749 8.415444496246101 0.2701760522002926 10.5435428413 20.570944704704818 BOSS other
000957.98+005153.2 0.387 8.138568271829543 0.14667785412895917 10.3210520043 20.005620853260044 BOSS other
001000.21+012404.9 0.71 8.259592413158543 0.17682194792125205 11.0092422796 20.611297220927554 BOSS boss_core
001002.96-010107.2 0.5549 8.617017493786523 0.4736937842461115 10.3172796618 18.398960509967754 SDSS other
001010.03+005126.6 0.3871 7.390657832002801 0.25920335776346237 10.9315111094 19.931569173510052 SDSS ugri
001019.54+025340.3 0.5887499 8.135306475593097 0.11057556071606943 11.1469992354 19.26283638755586 BOSS other
001026.32+015610.9 0.542 9.215553830346897 0.10210054990347789 11.0190657983 19.671371371372402 BOSS boss_core
001028.93+000655.4 0.572 7.912137865026709 0.1937668151923299 10.491937263 21.1694555540324 BOSS other
001048.73+010415.3 0.7566502 7.799697730784197 0.3191451305219527 10.3695001097 21.535486236600413 BOSS other
001050.22+024150.6 0.4380721 7.622173896611757 0.23947731708330505 10.3422909151 20.494117494762875 BOSS eboss_core
001103.18+005927.2 0.4859 7.876244731747269 0.09991401681386716 10.5503228271 19.90813859480168 SDSS other
001105.57+002653.5 0.4546 8.695796445297175 0.1835822668674926 10.9960633121 19.76339482081955 SDSS other
001110.41-004523.2 0.6322776 7.458683029355612 0.23597886516988462 10.571325934 20.653991087981435 BOSS other
001115.69+011459.2 0.5802 8.106170280389911 0.19860666928389664 11.0036309961 20.506849349481087 SDSS other
001120.17-000510.1 0.7514339 7.32030336282259 0.7694792575790671 10.8141344554 22.193867527552484 BOSS other
001129.20+022920.2 0.6693764 7.784325327826526 0.11726321700638523 10.3894482745 20.98017283000336 BOSS eboss_core
001133.95-000001.1 0.447 7.409014861872233 0.18446112850584054 9.98446390108 20.67176163515208 BOSS other
001136.98+020249.5 0.6401377 8.349430479279487 0.08534749270679966 11.0831398075 19.83315475155402 BOSS eboss_core
001140.24+005656.7 0.7133 9.128546649371584 0.2679660875089009 10.8492510473 20.43499000805445 SDSS other
001146.11+021929.5 0.6736273 8.67309501540725 0.12853360969530242 11.5840389709 19.598706122265575 BOSS other
001149.19+001733.2 0.54 7.064908292720006 3.6278426802221664 10.5390509291 20.43419793149586 BOSS other
001153.45+002404.9 0.796 7.636457809301217 0.41103498490934587 10.5192375066 21.248882036670533 BOSS other
001153.86+015912.1 0.71 8.582649530820358 0.2663301626396728 10.8644702128 20.602196958927557 BOSS other
001157.43+000604.9 0.582 7.984188759645415 0.906116304168325 10.965019789 20.05340721907992 BOSS other
001202.77+004202.8 0.5477 8.19827799794731 0.1257265917323738 10.5026390397 19.916111843305753 SDSS other
001207.47+002707.1 0.4139 7.627344907323577 0.17657243096569902 10.3413826186 20.02017666095931 SDSS other
001220.25+014340.3 0.697 7.9160377280928325 0.31351546098390454 10.4921168827 20.768241328394865 BOSS other
001233.78+003210.4 0.59 7.889157907417303 0.1367162447708136 10.653309779 20.306921405225008 BOSS eboss_core
001243.68+002920.8 0.662 7.465682918574931 0.3542454415974156 10.6453939121 20.587792081085517 BOSS other
001252.64-000206.0 0.5691 7.195466868109237 0.6934919102517877 11.0182172505 21.383546364760118 SDSS other
001257.21+003709.7 0.7609 7.967022067960542 0.34712418358609476 10.9601675573 20.725849530980486 SDSS other
001257.25+011527.3 0.5045576 8.72810215295055 0.09466515481853618 10.2754549057 19.162929444039687 BOSS other
001316.24+002753.2 0.626 8.310571419728976 0.24825234751345937 10.3850930655 20.781424073883603 BOSS other
001317.46-000635.8 0.6812 7.911893916098726 0.3434749500434063 11.0911387671 19.786869976164684 SDSS other
001346.52+003402.8 0.2738 8.421578672575398 0.05330633177667116 10.8316925317 18.579241929932483 SDSS other
001500.14+011519.1 0.568 8.438172163548362 0.26948856380606073 10.5166008115 19.84138856461272 SDSS other
010218.48+020206.9 0.679 7.8728260938627495 0.40368496534138737 10.5369671064 21.641588054826606 BOSS other
010224.54-001501.5 0.2720656 6.548943021823103 1.9311497074760433 10.9398831147 21.194229745268203 BOSS other
010230.03-003206.8 0.3428 8.837351806965934 0.05477032618942572 10.918470018 18.590844718110837 SDSS ugri
010235.46-002624.5 0.4299843 8.201547477370365 0.18777538885732903 10.0920806947 21.121880634710894 BOSS other
010248.54+014321.1 0.3941585 7.388291388207789 0.07590337435830771 10.3113959545 19.1429140609922 BOSS eboss_core
010320.34+014119.5 0.5251089 8.142192055017325 0.05547957172059238 9.90733537422 19.918572132181048 BOSS eboss_core
010327.41+014618.8 0.785 7.421303183608599 1.104751524962434 11.3207194672 20.85172991283497 BOSS boss_core
010329.09-002810.0 0.7712753 8.742032987037586 0.3368503765637425 10.867054627 20.601059639110062 BOSS other
010335.35-005527.3 0.2657075 7.7431311998333525 0.18728716630591916 10.5887680635 18.984047452406614 BOSS other
010358.35+014128.0 0.4131136 7.941451555236561 0.11162748309734896 10.2346921233 19.86421048126305 BOSS eboss_core
010407.00+011412.9 0.3119 7.652625146368463 0.21126460037269415 10.8703521504 18.612506813150056 SDSS ugri
010434.66-002410.7 0.573 7.7764761131459545 0.30519230449651213 10.3761440182 20.3280419220661 BOSS other
010451.72+003820.7 0.5895302 8.159149194299372 0.05172173201827413 11.0236027225 20.18362231122501 BOSS other
010455.00+001645.1 0.7215734 8.798743288607616 0.2538946345223851 10.6541821591 20.93885244862069 BOSS other
010458.97+005720.7 0.665 8.690539520198984 0.33262025412617763 11.1036650166 21.30027231699777 BOSS other
010509.30+005258.7 0.6505 9.02105560724415 0.037380392570254696 11.0208526218 18.413351004710368 SDSS other
010514.11-010223.0 0.5478 8.184459765357925 0.0686001211320869 10.8139971322 19.116518990555743 SDSS other
010524.21+000901.2 0.4184893 6.949346091662002 0.5788982442245614 10.1147948888 22.23176548943548 BOSS other
010529.21-001738.8 0.7635276 8.01655023412254 0.11108992819670462 10.5679318127 20.610985022459257 BOSS eboss_core
010529.60-001104.0 0.7382531 8.140226398756555 0.38455572108322617 10.5848650006 20.98819042433606 BOSS other
010554.32+012007.3 0.2712762 8.256842094535813 0.05657262428186614 10.0435730294 18.846147342969136 BOSS other
010618.71-002204.0 0.4471 7.542805206839159 0.3876676867923165 10.4981127108 20.158023818402093 SDSS other
010652.74+001007.7 0.3797158 7.184716951211864 1.0257377981843032 10.543181375 20.32787800172798 BOSS other
010655.53-002507.5 0.787 8.13788634375997 0.8685646725759459 10.8847770449 22.620019069691228 BOSS boss_core
010702.06+020035.2 0.453987 7.994150094273469 0.09886798426986436 10.4310090271 20.798674359643826 BOSS eboss_core
010709.34-000749.2 0.681734 7.315401197994264 0.12949469627399723 10.3312062668 22.160274068832756 BOSS eboss_core
010711.05+020612.8 0.6402687 8.309378014905702 0.11092784136942734 10.59810783 19.884420687304015 BOSS other
010712.69+000348.3 0.5313144 8.679986976713344 0.09226185763813358 10.6971125217 20.69282076904832 BOSS other
010718.75+000625.5 0.733653 7.424499977982358 0.6521263092526246 10.7069810093 22.326775702884483 BOSS other
010722.13+004557.7 0.557 9.229188379831102 0.3398075965112678 10.5617540083 21.304695282006413 BOSS other
010735.37+002544.0 0.7832657 8.396545968832365 0.48641190644658294 10.9571062145 22.282731416881074 BOSS other
010737.01-001911.6 0.7375 8.223363299043452 0.15132000633464102 10.7258452774 18.255703455086064 SDSS ugri
010739.79+002423.0 0.518 8.333763194895564 0.24881605507239263 10.5851185006 20.312244272762314 BOSS other
010800.07+005532.0 0.696 8.213595856507261 0.22541392141746788 10.5051397981 20.520651327279644 BOSS other
010800.19+010847.8 0.769458 7.853584408223148 0.6288722951562592 10.6794556676 21.328100174841865 BOSS eboss_core
010811.00+000932.9 0.5837919 7.733730518729069 0.20250298416929804 10.3532210573 20.221675376286885 BOSS other
010823.65+001249.4 0.7328427 8.086436976642444 0.2181268650816687 10.5797320345 20.974782547352117 BOSS other
010829.08-005535.6 0.4403701 8.614292638007726 0.10978998987860551 10.5206593118 20.74711020992098 BOSS other
01083.125+005147.3 0.719 8.687640008312632 0.27272549913333494 10.8614696538 21.60281902100131 BOSS other
010839.02+003109.5 0.6928971 8.507204972799954 0.33440747284111416 11.0943549487 20.026347852475403 BOSS other
010849.51+005923.8 0.736 7.528391155140306 0.8247752656044369 10.8633563135 20.867324671067184 BOSS other
010906.64+001825.2 0.2848387 6.571794475597591 0.660978920230607 10.0255625962 23.00978836283547 BOSS other
010907.20+000513.0 0.7264262 7.667884091026975 1.916976896821541 10.6097044693 20.86353162191366 BOSS other
010922.75-002621.1 0.6301 7.512689918796752 0.3193319447110498 11.1251874835 20.283558916189758 SDSS other
010925.69+012641.3 0.7131792 8.345955520204791 0.03338349261078237 11.0712347007 18.654373177554447 BOSS eboss_core
010928.35+010432.0 0.4475 7.26171761282197 0.4104954692593045 10.1237124364 19.485301495822295 SDSS other
010929.23+014917.0 0.7792143 9.094733793627608 0.17386658189487106 10.8876891046 20.18451080212265 BOSS other
010930.59+010037.6 0.7494579 7.755097026403531 0.3204162534302893 11.0437480372 20.791947980454818 BOSS eboss_core
010942.68+005703.2 0.69 8.11072243770043 0.5839750689583848 10.6044916169 21.949676508581607 BOSS other
010953.84+011741.6 0.785 8.837443914649134 0.1510782743577588 10.5442911165 19.866953073084964 BOSS boss_core
010955.04+012919.6 0.751 7.953578202278052 0.23620222094178614 10.638978863 20.87782467930248 BOSS boss_core
010955.62+005500.6 0.5001 8.55627395846605 0.0506391614790657 10.8276320028 18.496607414310898 SDSS ugri
011011.78-002643.9 0.6964177 7.99217787565997 0.24272909522630365 10.7738743241 21.868598686779634 BOSS other
011040.14-002434.2 0.6610801 8.345057680438128 0.13523689441778966 10.8915712995 19.99898632934637 BOSS other
011050.50+001243.6 0.413 7.192582029189732 0.4343949051545949 10.2026074938 20.861305518513053 BOSS other
011052.85+004648.6 0.4302 8.339490877373557 0.07619609483325221 10.6751958386 19.278630645210892 SDSS other
011104.96-001627.0 0.3729931 8.950992825877657 0.0845061529451059 10.8038080969 20.383830836782717 BOSS other
011130.50+001427.9 0.4321269 7.289165033066993 0.16930028159340665 10.5591569892 21.707690449279266 BOSS other
011141.89-010400.8 0.568 7.658072887491092 0.36445530042150115 10.5988034472 21.662105438362723 BOSS other
011145.25+012919.2 0.628 8.536245412540191 0.33306683993839586 10.6071066837 19.41579016404825 BOSS boss_core
011153.18+001332.3 0.3715994 8.108653722116514 0.5407579123378675 10.9272298231 20.071042865019024 BOSS other
011159.58-001614.2 0.4582 7.478422820821778 0.2632118683151747 10.3912589061 20.249703781805707 SDSS other
011200.57-002336.9 0.7468 8.817018750702303 0.2213398995092084 10.9457346178 19.521779878594298 SDSS other
011212.50+021006.2 0.7677444 8.511351866128084 0.08243187109028774 11.4131788514 19.78420907089248 BOSS other
011214.01-002615.3 0.44 7.313791479065585 0.3372035898287289 10.1898471472 22.02666164942098 BOSS other
011218.89+012317.1 0.68139 8.424792705649395 0.09915823373834269 10.6651704911 20.110889196664676 BOSS eboss_core
011220.09+014919.8 0.75534 7.898162946108264 0.21242596770439173 10.4399330829 19.279907454419376 BOSS eboss_core
011239.68+001943.5 0.6822777 9.341055791610922 0.0604244083995394 11.2164382733 19.67036104183275 BOSS other
011304.19+001918.9 0.2415336 7.759986882485226 0.5632015521280411 10.3908016792 20.06289952528495 BOSS other
011304.86+001445.0 0.7850773 8.519198223815149 0.7766213316458531 10.8111147838 20.99498879983495 BOSS other
011305.23+000323.1 0.4324534 7.305887305736611 0.12447825139580783 10.5480371551 20.30060817052926 BOSS other
011310.38-003133.2 0.4126693 8.30805816749645 0.03889696334177106 10.9098806345 18.616062115263045 BOSS other
011408.84+000739.2 0.748 8.205324721522068 0.09041352544765716 10.8441700587 20.733634324144973 BOSS other
011420.95-004049.2 0.4398891 8.501626789903934 0.09143616820486924 11.0236336795 18.558509571170987 BOSS other
011430.23+000420.9 0.4548754 8.493022489449725 0.1876747415579597 10.9783815545 20.37876446906956 BOSS other
011432.21+021517.7 0.748 6.698106883147588 1.2562545566987595 10.85116096 21.937228575394975 BOSS boss_core
011439.62-002230.4 0.4496469 7.468748379374523 0.0655020263216325 10.2384500093 20.714161479654727 BOSS other
011450.99+004808.3 0.753 8.161166094131653 0.3456225941749575 10.7860786456 20.57429485710984 BOSS other
011515.44+020500.4 0.7571061 8.233064625748636 0.09729860809398497 10.8390564672 19.786336072850418 BOSS eboss_core
011520.57-003044.6 0.6363897 7.601682813153759 0.3730052272719092 10.7254074948 21.584620108702165 BOSS other
011525.11-005235.9 0.5016496 7.584131313114911 0.3031494377739095 9.9952715731 20.680099093883722 BOSS eboss_core
011533.91+011420.1 0.5037698 7.166902320788292 1.4016194272149924 10.4315904791 20.809506441886153 BOSS other
011536.92-000011.0 0.5316 7.604254978077965 0.680587985670183 10.6805291216 20.112244519921695 SDSS other
011547.99+000612.1 0.4945007 8.150271819725166 0.30370596370790237 10.240866603 21.03835303551065 BOSS other
011552.02-000243.3 0.679 7.115661335394545 1.6288084845347814 10.4336041694 21.458331396576597 BOSS other
011619.55+001604.7 0.3441546 8.622559993137338 0.41773345293430175 10.9923259841 19.579121977064638 BOSS other
011627.80-001304.2 0.4687 8.094931802424412 0.038830848455405485 10.1075580654 18.900974066461075 SDSS other
011629.80+005359.0 0.3523 8.27904316129041 0.1438090720041019 10.626547635 19.656682452541002 SDSS ugri
011702.33+013210.8 0.7932707 7.999227121981231 0.1724837752334702 10.5863637232 21.352754628450676 BOSS eboss_core
011703.20-005105.8 0.5039486 7.545018305507367 0.45107891775155673 10.6491907445 20.202137732636153 BOSS other
011712.81-005817.4 0.4858796 8.018642499921977 0.05884475873664636 10.8259638523 18.887028603301683 BOSS other
011717.41+001527.6 0.6773039 8.203252682935968 0.18082032465269818 10.3550133625 20.09985299384428 BOSS eboss_core
011726.59+014528.8 0.772 8.770612109107969 0.3297545431278133 10.3394820828 20.078753296548 BOSS eboss_core
011733.21+020647.8 0.7987654 8.030017691292816 0.2906577981808102 10.7734483926 21.985349293861812 BOSS eboss_core
011737.71+012403.1 0.649669 8.451673645326022 0.052134816799190326 10.5606749369 19.122424273960373 BOSS eboss_core
011741.12+002026.3 0.5697 7.959123375298032 0.20030314191791304 10.5696956436 19.952036167491645 SDSS other
011743.64+012423.2 0.588 7.022184416291522 0.23432403505982702 10.2677829824 20.943098840809277 BOSS boss_core
011745.60+005629.5 0.5986872 8.446697544137788 0.19503407312551413 10.5583793879 21.184819660327204 BOSS other
011745.93+021619.7 0.6562341 8.30062677407572 0.15816117461143298 10.6570505749 20.73103660554796 BOSS eboss_core
011746.78+004157.6 0.7846503 8.515907300224542 0.8749989663712262 10.9469288684 21.53268472083495 BOSS other
011753.85+020310.0 0.6652518 8.638989593859206 0.04744245025405685 11.5180063208 19.44509870424777 BOSS eboss_core
011757.99+002104.1 0.611165 8.276954011653126 0.11945973231430336 10.9570801622 20.071519581720473 BOSS other
011806.06-000159.4 0.7109771 8.310772799546257 0.30555184960199233 10.9797237764 22.125175911151565 BOSS other
011845.50+000330.3 0.752 7.461705541373455 0.4652075292046908 10.5704587498 21.95452844558332 SDSS other
011850.64-001636.0 0.3677784 6.989154522700638 0.17092863426666682 10.2346650962 21.429135132612878 BOSS other
011851.09+011518.8 0.4508339 7.362204196799833 0.23449847935754675 9.91404531192 21.347033114948182 BOSS other
011855.74-004032.3 0.7451 8.585258685856916 0.08798884614383025 10.4694580692 19.007461354811117 SDSS ugri
011901.54-003443.0 0.6607146 8.476276590797685 0.20201250953934544 10.9352014477 20.355999107846355 BOSS other
011926.69+005051.2 0.7846104 7.807509648573075 1.2003259920258582 10.9443185737 21.78441121433496 BOSS eboss_core
011931.00+001647.7 0.794 8.748685434480079 0.23523314922352592 11.0323666077 20.29545149753274 BOSS other
011934.07+002454.8 0.5192012 7.810839284972023 0.08948511260736483 10.701667419 20.4511049518441 BOSS other
011942.12-001901.9 0.2561307 8.156823847852671 0.18606576763737304 10.557978059 20.3910451386631 BOSS other
011947.16-010347.0 0.79 6.65882778792587 1.4166437223256314 10.5216484205 22.287699427589857 BOSS other
011947.25-010504.3 0.756 7.281351593528163 3.0635283139348366 10.5391814102 20.373966603107107 BOSS other
011954.56+001103.8 0.76 8.936364181411548 0.24506815330960038 10.7103707872 20.239394683441965 BOSS other
012000.78+005154.0 0.3370326 9.171039750592614 0.16614853055634493 10.5491106442 20.452775579091156 BOSS other
012012.13+002703.2 0.6472 8.278241341628059 0.12923760234947343 11.1392113719 19.242793681483533 SDSS ugri
012029.52+003341.6 0.431 7.809580390394525 0.21818900049328038 10.399760892 20.73381225803779 BOSS other
012030.55+001422.5 0.757 8.814693421849991 0.5665443214721438 10.6553724573 20.907547224350417 BOSS other
012050.94-001832.9 0.3492 9.225196617905931 0.1340568122206173 10.7963526786 18.322162434914777 SDSS ugri
012059.12+003024.2 0.2388798 6.885707373186484 0.5041448563646097 10.5975799841 22.25126570305975 BOSS other
012108.90-004307.3 0.603613 9.190937476474547 0.47642236499053825 10.829453547 22.194133447536974 BOSS other
012120.27-004821.1 0.6019357 8.062311063942374 0.20864532656941845 10.7436353174 20.104227122332308 BOSS other
012126.36-005857.0 0.5779 7.993595158680094 0.10666688725104637 10.7674583211 20.514122274486468 SDSS other
012136.83-001810.8 0.7654247 9.339591272275495 0.2130958787700011 11.1004382987 19.738213449254424 BOSS other
012155.09-001337.4 0.3718906 6.937692537378927 0.28893101414057615 10.3173859321 21.988051146519012 BOSS other
012156.07+000327.8 0.786 7.639896314474713 0.46789099706605325 10.7951440079 20.98102581405975 BOSS other
012238.81-003933.8 0.472569 7.008646982652089 0.17403941711365667 10.6979562119 21.015853924141748 BOSS other
012311.75-001205.2 0.3489088 7.132674954731797 0.19090004740985986 10.5300671627 21.193817714414774 BOSS other
012318.89-001728.2 0.4604098 7.227292041076442 0.22654499890459726 9.90085551387 22.32761536265965 BOSS other
012334.10-002308.9 0.7111 7.153133821991879 0.5674195125985376 10.7941205017 22.07933813715156 SDSS other
012344.00-003554.7 0.2572976 6.384958375173768 0.9733678107314432 10.1582269848 20.98053332183263 BOSS other
012354.18-003449.4 0.4322 8.36688918962775 0.10133178473931144 10.8978941468 20.056656191779258 SDSS other
012409.39-004958.1 0.709 9.051135339162702 0.043327093859212185 11.3500933695 19.56410824945691 BOSS other
012420.20-004100.5 0.754 9.026462337171678 0.17150161285663748 11.1290010919 20.214316347647443 BOSS other
012438.76+000854.4 0.3485558 8.77241408932958 0.24544415454596624 10.1998437496 21.231745687164764 BOSS other
012440.84+000127.6 0.4324677 8.491062791345133 0.8462814824486943 10.4597464434 20.63122022902926 BOSS other
012515.30-010511.3 0.387 9.16890160488922 0.0634276693501141 10.2005891481 19.760415197260055 BOSS other
012538.94-003720.1 0.6058608 8.50214842466857 0.11454556958093272 10.7673492721 20.206726502978732 BOSS other
012541.35+001254.6 0.3546876 7.241475046317667 0.15173586660409832 10.1670788314 20.878175886893352 BOSS other
012557.43-000454.4 0.3982568 9.338643364216122 0.3283460208997084 10.4922650749 22.1652813987927 BOSS other
012600.42-002145.4 0.3897249 7.347580243756052 0.21014052266503355 10.3541816094 20.278591215942857 BOSS other
012608.41+002555.2 0.6095 8.40405024806066 0.1029755765416388 10.8030645799 20.261500989863627 SDSS other
012626.72+000350.9 0.426 8.102559917331005 0.27953680126796326 10.564963091 21.42176085730987 BOSS other
012658.80+000247.4 0.6241851 8.81485519820429 0.10348650931590984 10.9981388665 20.50082026515068 BOSS other
012658.92-004830.4 0.339543 9.23597458487044 0.13091344659252763 11.0155103552 20.01506779573929 BOSS other
012701.58+004329.9 0.4505 8.271827148501226 0.08875824770236686 11.2797785644 19.172824269698186 SDSS other
012708.91+005401.8 0.3771349 7.680156511644216 0.978034800418203 10.0028928168 23.005391859710574 BOSS other
012715.35+004737.2 0.353 6.831707342323031 0.4180635141968385 9.98943833206 19.84361236562839 BOSS other
012716.17-003557.6 0.3713477 9.101490074461445 0.1580608239951661 11.1469381342 19.958572087617654 BOSS other
012720.28+004217.4 0.6532413 8.154376518332747 0.0839947125530071 10.7623727551 19.927004858172037 BOSS other
