# id  z  ra  dec  fix_sersic_n  sersic_n_fitted  sersic_re_fitted  sersic_n_corrected  sersic_re_corrected host_mag_g host_mag_r host_mag_i host_mag_z host_mag_y  ps_mag_g ps_mag_r ps_mag_i ps_mag_z ps_mag_y decomposition_chisq  stellar_mass  sed_chisq  logMBH  logMBH_err
235043.05-003849.1 0.788 357.67943 -0.64699528 false 3.39 0.373 4.61 0.323 23.1175694063 22.9520578981 21.6847364493 21.36890513 21.2438046945 20.6853124841 20.6960891994 20.9000389102 20.6254204953 20.831712439 1.08 10.490390804 0.622982004051 7.81595866151 0.386875973691
235047.60+023154.9 0.838 357.69835 2.5319191 false 2.078 0.163 2.547 0.132 23.4618986902 22.3905792347 21.2124948251 20.730265913 20.722435118 21.9802679924 21.8148340514 21.5754687086 21.2469419657 21.0945669214 1.02 10.9426911584 0.0824996547066 8.42484001592 0.278312602552
235049.85+012943.8 0.6 357.70774 1.4955277 false 2.147 0.423 2.329 0.42 22.7922923056 21.3019680101 20.3819265628 20.1860906728 20.0173077159 20.6146527047 20.8464600451 20.9303195166 21.0492457242 20.5967336219 1.5 10.7544907497 0.0117115537415 8.63171552862 0.174745608942
235050.73-002848.5 0.441 357.7114 -0.48016401 false 3.804 0.931 3.799 0.946 21.2728608661 19.8562013898 19.1087331262 18.7923957363 18.6030853057 20.9612353318 21.3941496616 20.9942562488 20.8492968046 19.8752634879 4.89 11.1128329874 0.00577246535909 7.68307012974 0.0910585017841
235052.06+023524.4 0.944 357.71692 2.5901331 true 6.995 0.21 2.0 0.303 25.0728699709 24.0772105494 22.3816237002 21.9398947098 21.3674186635 21.7079993041 21.6372654881 22.1343730197 21.9374320704 21.7935481572 1.03 10.8106821812 1.07119667996 8.81462196845 0.0510088815112
235055.13+020016.4 0.659 357.72974 2.0045656 false 2.252 0.566 2.304 0.59 23.7500339097 22.1266469831 21.1875919798 20.8609124653 20.5246292953 21.5538022678 21.3251266143 21.3255290575 21.3086846517 21.141104358 1.13 10.7062691081 0.0886480580501 8.48550022867 0.273772076325
235056.06-011859.4 0.907 357.73361 -1.316519 true 0.355 0.821 0.7 0.806 25.1785068915 24.6268910236 22.6634804155 22.3337647581 22.0165086326 19.9034659332 19.6249146529 19.7775684129 19.5816250714 19.4303452617 1.03 10.4905928051 0.972494295787 8.67464950676 0.140210054338
235057.13+003730.3 0.746 357.73805 0.62511501 false 3.171 0.968 3.276 0.992 22.8897902036 21.2363313689 20.0908854126 19.6335991652 19.5210709971 19.7418679578 19.6680953854 19.9525640669 19.7632892967 19.8112327242 1.13 11.2654300316 0.0953291849327 8.81698276626 0.173735604651
235104.02+024928.8 0.532 357.76676 2.8246825 false 1.635 0.592 1.659 0.614 22.3374770849 21.2481472656 20.7585406638 20.5534191637 20.1837626858 19.902237035 20.1187821684 20.0449423819 20.1886529377 19.5432796587 1.04 10.3299995888 0.0815165744605 8.11745416253 0.0801198284751
235105.41+024916.3 0.956 357.77256 2.8212106 false 6.349 0.59 4.402 1.207 24.3291642172 21.176301904 21.8348284312 22.1535631025 21.8333839946 18.3608269085 18.4220052592 18.4539766145 18.4002522048 18.4144998096 1.32 10.3256494136 7.26316102587 8.93556567225 0.0295029803579
235106.85+022942.1 0.746 357.77856 2.495051 false 1.25 0.229 1.65 0.191 29.1040937698 22.8044098965 20.7955194584 20.3431715111 27.0054422981 21.5064953303 21.2314578161 21.6243065561 21.5863178949 20.3048290663 19.27 11.7328316122 0.329582514105 7.60561165794 0.491258680838
235109.11+015033.4 0.684 357.78799 1.842619 false 3.213 1.247 4.12 1.724 23.6900144945 22.6455457596 21.7230292608 21.3273974131 20.9208268217 21.2602414737 21.1119700283 20.9146520324 21.0004134861 20.9360870154 1.05 10.5958903336 0.0946763295238 8.49376489007 0.232673071941
235110.27-012249.8 0.726 357.7928 -1.3805221 false 1.593 0.978 1.608 1.042 22.4106626258 21.6308787406 20.7847388537 20.4938027914 20.1796798685 20.4340027865 20.0472440863 19.598051542 19.2731049181 19.3474730069 1.02 10.7650008392 0.105446723245 8.29554053635 0.172315567961
235123.52+011658.8 0.991 357.84802 1.2830026 false 2.053 0.872 2.416 1.107 23.7879647565 23.0624925014 22.336381294 22.2177451588 21.478265238 20.8467752918 20.6124302297 20.8356731435 20.6945873809 20.6455995943 1.23 10.1048722517 0.690409563289 8.75626568415 0.0735227360323
235123.97+020923.9 0.908 357.8499 2.1566589 false 0.434 1.148 0.419 1.184 23.0390871193 22.5793669838 21.2198264892 20.8506143772 20.4396300751 19.9020200374 19.7243183366 19.8601396088 19.6859373432 19.7015267189 1.38 11.0603885242 0.626655661702 8.39403615312 0.0742598631374
235126.52-005537.5 0.812 357.86056 -0.92709961 false 0.718 0.505 0.709 0.524 22.161723173 22.1158302609 21.1365509685 20.6790839581 20.6407329767 20.1250083509 19.9475959239 20.1075088091 19.8831539187 20.0997716038 1.12 10.5776425627 0.390439375206 8.56347638905 0.0903382661936
235127.77+004035.1 0.958 357.86572 0.67644291 false 2.734 0.313 3.362 0.316 23.5581015115 22.7061357805 21.5228616559 21.2208166244 20.7380754893 20.6833248939 20.5272772702 20.9069439215 20.8384631983 20.9449132062 1.16 10.9095271666 0.346287636341 7.99923269476 0.128961907011
235134.97-011134.0 0.521 357.89571 -1.1928056 false 3.094 1.902 3.089 1.969 21.8371061546 20.7255895322 19.9611751664 19.5572544292 19.3167592209 20.5520163258 21.0599590199 20.5651766467 20.5807405983 20.1090488095 1.33 10.92194628 0.0161958847445 8.21209104588 0.106253833579
235139.02+003543.1 0.979 357.91259 0.5953678 false 0.821 1.239 0.8 1.303 inf 22.4073237222 21.2232189372 20.5640015165 20.6300866015 20.1679103208 19.9874974249 20.2222500594 20.2784054888 19.87093852 1.46 11.0016819464 0.0887381803615 8.45247451811 0.044662317725
235143.42+010052.0 0.856 357.93094 1.0144679 false 0.423 0.441 0.507 0.418 25.0078706274 21.7857659023 22.8975796737 22.2714909089 21.8606083875 20.6145193491 20.6149588785 20.2523144437 20.0426204909 20.1739265776 1.02 10.5740205217 5.99165838757 7.84129969698 0.24723214284
235144.03-012308.2 0.988 357.93347 -1.3856212 true 0.35 0.686 0.7 0.637 25.1272058441 23.8128742 22.5760582469 21.848283723 21.4832658017 21.1014501151 20.8717584525 20.9377714184 20.7746330664 20.4755579035 1.04 10.8699629009 0.0533251382178 8.61533002356 0.143378092299
235144.53-010656.4 0.932 357.93555 -1.1156884 true 0.3 0.533 0.7 0.521 24.5561482351 22.9893538452 22.9720464268 20.8909430146 21.9239460091 20.2105241998 20.2596553105 20.3234832819 20.9147519277 20.1321330009 1.45 10.4483100558 9.48764623777 8.8832636901 0.0635774250522
235146.88+001514.7 0.931 357.94533 0.25410589 false 0.973 0.72 0.946 0.748 24.6451039587 23.0410679771 21.7221378793 21.191792384 20.7739062872 21.2810330797 21.2076535992 21.1830291084 20.7819878538 20.7707765189 1.59 11.0027153277 0.250368795788 8.31911658426 0.116436165506
235146.99+004606.4 0.987 357.94581 0.76839873 false 3.568 1.891 3.756 3.316 24.4392990599 22.6284060019 22.2414339129 21.1236773612 20.934482535 19.8030767031 19.6103682911 19.8469034811 19.8385502544 19.6356590832 1.09 11.1270315307 1.67296167542 8.70672412256 0.0945517478487
235147.26+021229.2 0.796 357.94695 2.2081243 false 0.588 0.538 0.542 0.566 25.1145115295 24.1628844777 22.5212295175 21.9229443093 21.6512940612 20.641761114 20.5735084009 20.5871698514 20.4464412772 20.5481464597 1.07 10.7509401439 0.363876760732 7.35754859134 0.441462478684
235150.83-011036.6 0.404 357.96184 -1.1768363 true 7.0 0.215 2.0 0.401 20.0746730533 19.8829190731 19.3959785143 18.5436395423 19.0792116003 20.0582288841 19.8804470077 20.5982880346 22.8676686378 20.5115736379 2.83 9.64260853621 0.797862100778 7.50795942408 0.0594580450713
235154.47+002437.7 0.948 357.97696 0.4104964 true 0.3 0.481 0.7 0.457 26.8634673636 24.9638815537 24.1841843498 23.6102223737 23.5240754914 21.782242024 21.6215906989 21.6147392562 21.5271237664 21.2947368158 0.97 9.60397104409 0.153738816367 7.76688506986 0.164583300436
235154.92+015045.9 0.73 357.97886 1.8461096 false 3.241 0.84 3.474 0.841 22.0469036079 20.9279425955 19.6115480046 19.2414092598 19.0138820485 19.7201241546 19.5981489912 19.5859387574 19.3811674242 19.635826408 1.39 11.5035085774 0.0358903063822 9.45603762394 0.107924690974
235155.00+000112.0 0.687 357.9792 0.020022514 false 2.293 0.16 2.265 0.166 23.5815636003 22.239970291 21.2303617365 20.9483657715 20.713614017 23.0551221807 23.0701459123 23.1803776852 23.3713782746 23.4993027761 0.98 10.6571795928 0.0101448432953 7.72946485177 0.786000205459
235156.52+020721.1 0.903 357.98552 2.1225472 true 7.0 4.928 2.0 1.448 inf 23.7286956776 21.9420335248 21.4650839277 21.723635145 18.6034346999 18.4803551911 18.7080786363 18.6122959299 18.5457212817 1.65 10.6847320659 3.27616486809 8.95567279725 0.0346368481432
235157.47+014704.3 0.901 357.98947 1.7845353 false 1.764 0.595 1.889 0.599 22.4522593751 21.8934627885 21.1423504088 20.6971253585 20.4321616686 21.513471356 21.297604186 21.4055439151 21.0711482286 21.0484951726 1.27 10.7085403379 0.0238853509467 8.24147511717 0.151143647853
235202.40-005700.9 0.722 358.01002 -0.95026976 false 4.181 1.417 4.714 1.829 23.432380754 22.2053963199 21.2084912698 20.7385748009 20.5557105428 21.4839945879 21.1766477026 20.9775355795 20.7440448766 20.916283474 1.04 10.8341701383 0.0734458964294 8.60261780336 0.344604248991
235209.72+001421.4 0.641 358.04054 0.23928566 false 3.368 0.284 3.909 0.274 23.556597753 22.1624921214 21.0773873111 20.7384694848 20.6482349155 21.4706372715 21.8762862582 21.8517732125 22.0049622797 21.4213260239 1.02 10.648839971 0.0467220711228 8.39024441263 0.113108300614
235209.78+010238.7 0.971 358.04078 1.0441095 false 1.219 1.582 1.276 1.82 23.2870100464 22.5069004156 21.6678065424 21.1442443847 20.9869458185 21.0549823955 20.7644256153 20.7748122027 20.7442053756 20.306984421 1.26 10.6986917562 0.0138540183905 8.8160886682 0.229882675159
235212.65+022830.5 0.368 358.05273 2.475141 false 3.003 0.254 3.477 0.194 22.2799446174 21.2721553104 20.8156185628 20.5713218904 20.3040751326 21.3168195317 21.2738338402 21.4492197345 20.8120391715 21.1194954509 1.0 9.95898075969 0.0989707639517 7.65456194444 0.123758751251
235213.27-004326.3 0.898 358.05533 -0.72399361 true 0.353 0.899 0.7 0.882 23.4645310832 24.0038384116 22.0152526564 21.7211800398 21.4187040556 20.4368166447 20.3229502676 20.6529689259 20.3176367728 20.4059154917 1.11 10.8637620878 6.56487028933 8.88033750348 0.14603862017
235214.78+005103.2 0.602 358.06159 0.8508898 false 2.858 0.533 2.933 0.558 22.7574500156 21.7419878225 20.8517940195 20.4870984587 20.4366751353 21.5627145626 21.7531917241 21.545641064 21.6265518788 21.1436472284 1.09 10.6138990679 0.0457213186002 8.85017009425 0.210153488659
235218.51+012053.9 0.567 358.07713 1.3483145 false 2.26 0.283 2.677 0.252 22.6032311013 21.621092762 20.9931217505 20.7007383953 20.5182759735 21.3366757363 21.3641797628 21.3662067283 21.4701306408 21.1933097559 1.01 10.353214725 0.00843807251177 7.00241300222 0.862412166696
235220.20-002756.0 0.879 358.08418 -0.46555116 true 6.987 0.1 2.0 0.1 inf 23.0543477509 22.6708468104 20.7603762869 21.9519911096 19.418821787 19.2722005279 19.2471890226 19.2413758906 19.1537695821 2.63 9.33697532439 16.4077727376 7.62422260205 0.327810103799
235221.18-005125.9 0.437 358.0883 -0.85721032 false 2.127 1.341 2.124 1.351 21.2886919423 19.9658590838 19.400398329 19.0850643371 18.8980111794 19.8821407376 20.044822224 19.991038024 19.9280184671 19.2778655868 1.64 10.8561193157 0.00479227841128 7.89554119255 0.175228284432
235221.29+004649.6 0.901 358.08871 0.78047095 true 6.996 0.894 2.0 0.1 25.1532467489 23.9063920116 34.5 23.0064202566 22.7607049438 20.8311055186 20.7011059409 20.7813692198 20.7227397676 20.7045116489 1.08 9.97269951936 9.99332836488 8.35564947371 0.155784798231
235221.34+030251.0 0.906 358.08892 3.0475047 false 1.523 0.634 1.753 0.737 25.1752664901 24.4907025904 22.9763875131 22.5463655593 22.7265494573 21.6411047263 21.5310219563 21.5019906652 21.4081279621 20.9461505875 1.03 10.1169032697 0.405001195213 8.67128359985 0.174728456222
235224.15+000833.6 0.877 358.10066 0.14267645 false 3.786 0.352 4.944 0.363 22.9985750509 22.3905014471 21.0959636824 21.3763008996 20.5951635688 20.4587245699 20.3459012477 20.7016049519 20.1054228381 20.4919982839 1.19 10.5311405949 1.79395116706 7.9412510712 0.0926064697053
235225.11+030154.3 0.72 358.10463 3.0317651 true 0.3 1.27 0.7 1.311 22.8973315281 22.1590424191 21.2004241983 20.4082638423 20.7840796783 20.6288636832 20.5675974836 20.7311327495 20.4629598956 20.4654482805 1.09 10.6320434308 0.0592234779714 8.39225904049 0.224952068789
235227.05-011940.9 0.853 358.11275 -1.3280308 false 0.577 0.602 0.611 0.633 25.6535656655 24.3584047566 22.9652369552 22.3770044564 22.3296090224 22.0871957389 21.6963712419 21.4929281168 21.2253339739 21.2426798706 1.02 10.360018338 0.0687744190713 7.61553367632 0.468832796304
235228.11+003653.7 0.905 358.11716 0.61491651 false 0.6 0.466 0.624 0.507 23.1721972115 22.776639043 21.9107754082 21.4595192441 21.1443875536 20.7521231119 20.404718237 20.3783463185 20.1835568554 20.1535777319 2.47 10.4840261617 0.077936916648 7.59811987824 0.356256544763
235229.93-002702.4 0.888 358.12474 -0.4506787 true 6.998 1.531 2.0 0.46 21.4619639273 21.2511936197 19.5801033076 19.7651408734 19.3809611305 18.6147913578 18.6208570331 19.0595293983 18.8091959689 19.0614625736 3.85 11.03370593 2.86692344583 9.06308128955 0.0488822335106
235232.15+010541.5 0.75 358.13397 1.094862 false 1.467 0.311 1.637 0.308 23.5203255607 22.4807904344 21.3236930297 20.9694115961 20.7654559833 22.0046242123 21.5510846187 21.3254823897 21.0609186837 21.1119796123 5.83 10.779634017 0.00188593894731 8.12359189335 0.345328944074
235232.97+011151.8 0.413 358.1374 1.1977402 false 1.022 0.275 1.289 0.239 23.8538258461 22.5411342943 21.788818483 21.6032722387 21.3741818054 22.3586913173 22.1238322836 22.0947872987 21.3794842507 21.5587083519 1.03 9.87870774654 0.0673114885468 7.09595122495 0.39988763814
235234.41+000435.5 0.967 358.14338 0.076574432 false 5.036 0.572 5.734 0.697 inf 22.6735287622 21.4394250982 20.8315088608 20.4956863606 20.5649594702 20.2730815564 20.3105449835 20.1963576565 20.0862365392 1.16 11.1779307915 0.0468783250471 8.37644836699 0.106394534957
235237.73+000753.8 0.66 358.15721 0.13161714 false 1.835 0.542 1.946 0.545 22.8990697394 22.0271767044 21.0070321038 20.6335353899 20.2703851994 21.4126633157 21.5315366619 21.1473192585 21.3205759869 21.3606973891 1.18 10.8288085657 0.0830392163285 8.86528335495 0.359368276274
235246.54+015715.8 0.651 358.19393 1.9544134 false 4.875 0.463 5.75 0.459 22.9075021999 21.4248169452 20.6677224939 20.2781964762 20.1068877236 20.3630045794 20.5093816993 20.4393979231 20.6824566677 20.4469138478 1.11 10.8183583714 0.106005366162 7.86371425722 0.286083936331
235249.39-000629.4 0.631 358.20581 -0.10820337 false 1.195 1.19 1.192 1.218 21.9136293823 20.9896996614 20.0103381752 19.8281612024 19.2981732012 18.8555414582 18.6685494026 18.7183482624 18.6134546308 18.6379351037 2.11 11.083654573 0.278446423903 8.70562635473 0.334227750017
235251.18-001612.0 0.72 358.21326 -0.26999292 false 1.095 0.396 1.01 0.403 22.4819914234 22.3569402269 20.7425468927 20.3150943982 20.0903822248 19.1032323085 19.1226079659 19.0510070715 19.021735834 19.1613335109 1.5 11.202673291 1.90384340758 8.75404060649 0.242737699778
235251.87+003814.9 0.273 358.21616 0.637493 false 2.715 1.146 2.724 1.153 19.446205006 18.5179688582 18.0923087381 17.8033576736 17.7866873405 20.4495713409 19.8945194585 19.1509137728 19.5499290435 19.2467082767 6.0 10.7361336963 0.060939739252 7.89651768768 0.637135573884
235253.65+003610.2 0.993 358.22357 0.60286789 false 4.18 0.454 5.414 0.544 25.0867601758 22.7443976948 21.7863008224 21.1999408277 21.4123220323 21.1442048932 20.6855227674 20.8103246653 20.7165963676 20.285238299 1.01 10.7651193875 2.66523367273 9.01653845597 0.0893473989641
235259.82-003459.2 0.873 358.24926 -0.58311489 false 1.679 0.927 1.681 0.992 23.2594061371 23.1987584164 21.371537219 21.0163427842 20.5333011142 21.772662756 21.4546200489 21.537328023 21.080143348 21.4129098649 1.09 11.1183414707 2.41356584687 8.39734351508 0.124136028235
235302.16+022528.8 0.539 358.25902 2.4246841 false 1.798 0.875 1.773 0.885 21.4077566379 20.2076493966 19.4783697158 19.1735247814 18.9420937522 19.7863877397 19.9251862634 20.0426509157 19.9564039152 19.5416955791 1.83 11.0652550644 0.00489077562925 8.20745399861 0.253844670365
235304.36-004435.4 0.736 358.2682 -0.7431711 false 0.564 0.464 0.619 0.55 23.6649217124 34.5 23.4149357591 24.4897341918 34.5 20.9928254292 20.7318111859 20.6325304154 20.4525668583 20.5978611699 1.12 8.33755238719 10.7912601258 7.39677865817 0.718132973778
235305.98+004624.7 0.907 358.27493 0.77351845 false 5.727 0.714 6.013 0.955 22.9819255623 21.4227925029 21.2224865437 23.0814929328 20.6032195759 18.599031532 18.492507296 18.7057727673 18.4762737699 18.531890374 1.21 8.57028812323 13.7734880269 9.0916452471 0.0345413476877
235308.06+005106.4 0.535 358.2836 0.85180009 true 7.0 0.191 2.0 0.254 23.1037685768 21.2532220044 21.0968942805 20.3074160058 20.6485038029 20.9233573529 21.7506775748 21.1419217636 23.094773642 20.4408174057 1.16 10.2927223248 1.09943022132 7.54352618402 0.367341960509
235309.18-002643.7 0.833 358.28825 -0.44546345 false 2.328 0.379 2.581 0.396 25.2756182597 23.2332301841 21.943372427 21.6220965302 21.4323732029 22.7830742748 22.8414544694 22.571711244 21.8102844114 21.8919677445 1.18 10.6731585905 0.403339442815 8.10019180875 0.946783265966
235310.64-005813.3 0.811 358.29438 -0.97038409 true 6.992 0.1 2.0 0.149 23.7547239222 22.8788072292 22.0388167389 21.600089969 21.510181716 22.8550192341 22.6577941962 22.5536451509 22.3122889371 22.3194053063 1.07 10.4553499822 0.132832830395 8.25155711343 0.602768771208
235316.71+014010.2 0.918 358.31963 1.6695058 false 0.527 0.984 0.5 1.04 23.7322765874 inf 21.8130868546 21.3905018555 21.2446707373 20.332631543 20.1229906548 20.4708961543 20.3538028831 20.2044663811 1.28 10.6350922727 0.0108846839913 8.45650679684 0.0475712365836
235317.27-002939.5 0.829 358.32195 -0.49429976 false 1.036 0.636 1.038 0.658 23.4961970965 22.6348358402 21.6245216598 21.2506435558 21.1024946812 22.6387590281 22.5306936731 22.5437826073 21.9680966951 21.8689385296 1.13 10.6500488237 0.0111222278811 8.20316831896 0.225586742873
235323.07+012921.5 0.85 358.34616 1.4893168 true 6.999 0.118 2.0 0.299 25.8552952582 23.2012503679 22.3814385526 21.6305233036 21.678129712 22.5772585779 23.1882634062 23.3178164619 24.2544293362 24.9216055364 0.99 10.0748247453 1.80002925001 8.76162643479 0.2177302761
235324.08+000358.2 0.56 358.35035 0.066165976 false 0.301 0.193 0.082 0.218 21.1215916445 19.9164484696 17.7881546982 19.3456301498 17.1238286329 17.6639141885 17.8414657816 25.1183426422 18.0530155905 nan 6.63 10.9749339361 9.95517693583 8.70566755299 0.0201964785483
235325.57-002142.7 0.833 358.35656 -0.36186126 false 2.607 0.81 3.037 0.968 23.1991515024 23.3273973591 21.8024179081 21.2900743739 20.9097604316 20.5511011642 20.4120750591 20.7763976171 20.4144418259 20.623362256 1.01 10.9229137112 2.14574510808 8.4372129974 0.0705153243666
235325.61+000954.9 0.925 358.35671 0.16527334 false 1.039 0.49 1.183 0.49 23.2263888085 22.3672000395 21.5975838283 21.1167629586 20.7683364491 21.7725570865 21.8053725161 21.9409430253 21.6496416021 21.6454274313 1.03 10.718674192 0.0928601816834 7.7011946473 0.0809992027761
235327.38-003915.8 0.714 358.3641 -0.65439809 false 0.96 0.443 0.913 0.458 22.2305985228 21.6298359406 20.6213292587 20.3349576434 20.1336986213 20.3578172385 20.3413743442 20.3275357846 20.3360944235 20.3906554116 1.09 10.8147474196 0.0473437972745 8.44989530009 0.239671381519
235329.48+000645.7 0.898 358.37287 0.11270176 false 3.138 0.583 4.714 1.079 24.7880115901 23.629627414 23.2192898418 23.0355024775 22.6807606155 21.1439136874 21.0870478124 21.1467599922 21.0003875421 21.0250658685 0.95 9.61887528182 0.567142040771 8.45356540916 0.090208953592
235337.18+000534.4 0.89 358.40497 0.092923 true 0.3 0.467 0.7 0.455 24.5071896109 24.5860551052 23.3036559054 23.334685324 22.2488636874 20.960989283 20.7214313834 20.7124127537 20.4858486841 20.5459136468 1.33 9.81239883944 4.72502433168 8.42845197025 0.2387215509
235343.77+021712.0 0.689 358.43238 2.2866879 false 4.117 0.951 4.4 1.095 22.9204270337 21.573832309 20.7490451316 20.6551501864 20.718775966 20.4069688673 20.375439047 20.274611731 20.3190348502 20.203913945 1.54 10.5063583725 0.242315545954 7.26220189057 0.307652133259
235344.01+005216.9 0.653 358.43342 0.87134986 false 1.169 0.549 1.166 0.568 23.0709316971 22.0078237068 21.2111499151 20.8608744392 20.7536412656 19.96930796 19.9567560719 19.7922893417 19.7012274162 19.6256128602 1.32 10.5317431657 0.0408834308646 7.69863265429 0.50245595354
235344.70+010118.3 0.982 358.43627 1.0217531 false 6.398 0.77 6.044 1.044 23.1756223001 21.7247889428 20.9813910137 20.2862032158 19.9511747078 21.041767946 21.1905449799 21.2228314501 21.5885156671 21.8036223449 1.11 11.4098080575 0.414690357704 8.92437298414 0.0638057915365
235344.80-001917.0 0.77 358.43668 -0.32138639 false 0.49 0.86 0.459 0.881 24.0630339566 22.7617117955 21.7705161622 21.301351682 21.2204511753 21.2295390674 21.1182608814 21.1745390273 20.9299425875 20.9584860933 1.07 10.6272799937 0.222931084347 7.67826826985 0.308688428731
235344.92-005718.0 0.911 358.4372 -0.95501944 false 0.411 0.681 0.559 0.709 26.5171885041 23.6127130349 22.6169618838 22.1597088428 21.9721421803 23.6389210636 23.7655442992 23.1279520001 22.6066048392 22.2744226539 1.07 10.3457105042 0.0018211445154 8.23204349643 0.219402680567
235347.65-011211.1 0.728 358.44858 -1.2030928 true 0.396 0.794 0.7 0.781 23.6114190938 22.8285227499 21.9054878834 21.5956967891 21.4290825259 21.1954759402 21.2134993403 21.0957087339 21.0983981491 21.171619058 0.99 10.3504462058 0.00850351944661 8.55485187057 0.194062097444
235355.88+011746.0 0.951 358.48287 1.2961315 true 0.3 0.968 0.7 1.028 22.3599611137 22.3573324672 21.1653142364 20.7706190423 20.5624578361 20.8815621892 20.6123092445 20.8150242153 20.7293997681 20.4469502079 1.53 10.8377082646 1.08946216393 8.26516197055 0.0412617843037
235356.01+014004.0 0.944 358.48338 1.6677875 true 0.3 0.888 0.7 0.973 24.4822315426 23.7576244012 22.9069263122 22.1670539653 21.9058960007 20.6248359624 20.5632872192 20.6225498214 20.7698529822 20.3385407757 1.09 10.4969579375 0.0726922015939 8.6068021007 0.0512511419289
235358.25+025016.8 0.824 358.49274 2.838011 false 0.443 0.738 0.42 0.747 22.2849582731 21.4206954097 20.6618691635 20.4021905957 20.279117323 19.820447626 19.5998545792 19.6120029155 19.3897878858 19.4359172459 1.63 10.7324667441 0.0809378105901 8.23530554657 0.200956297326
235359.57+010226.3 0.983 358.49822 1.0406487 false 0.709 0.66 0.675 0.693 23.8168021709 22.9625988545 22.0536243417 21.5457125128 21.3263168779 21.2472730184 21.04764126 21.2824842805 21.1295884506 20.92587361 1.12 10.6512784343 0.00563985345729 8.29909612091 0.230570519223
235402.88+001932.1 0.769 358.51206 0.32557637 true 7.0 0.743 2.0 0.1 23.2467012827 22.6227459315 22.131366679 22.4006922655 20.9231922259 19.4564743494 19.2658006662 19.4009958049 19.0804443979 19.4169282968 1.45 9.87412950979 5.91805813315 8.22797525436 0.214362832822
235403.48+012129.0 0.952 358.51453 1.3580669 false 1.289 0.342 1.754 0.575 25.0745274432 24.7963956951 23.840850662 23.0583693198 22.3823337251 21.176169716 20.9580743072 20.7882007709 20.6775829793 20.6398050726 1.02 10.1557675744 1.40658894888 7.31049635058 0.940914519636
235405.64+025635.8 0.968 358.52352 2.9432805 true 0.3 0.411 0.7 0.357 25.8046664297 24.8175709232 23.307884714 22.7067184915 22.41660622 21.5301904821 21.213941411 21.1884965758 21.2115490114 20.9287437694 0.96 10.4641199249 0.249010469023 8.24547255827 0.222146836831
235405.83+011905.2 0.756 358.5243 1.3181119 false 1.139 0.661 1.126 0.724 24.5175122539 23.4242478605 22.3195510251 21.7183283335 21.6285781894 20.5657936649 20.5370252098 20.5818692956 20.4651022569 20.5794428715 1.01 10.5173401998 0.112484268448 7.63531035335 0.114906972541
235409.16-001947.9 0.462 358.53824 -0.32995535 true 7.0 0.1 2.0 0.124 21.1134853417 18.9043564373 18.2279188127 19.323729679 15.9461138157 18.2871120066 18.6470955174 19.3893053738 18.0629889151 nan 7.52 9.95855857361 15.1311014274 8.78266287284 0.211143148488
235414.98-011845.5 0.401 358.56243 -1.3126504 false 2.021 0.425 2.301 0.415 23.0541757303 21.3988889852 20.7683923206 20.4086248069 20.268279189 21.5981835749 21.5144775509 21.3322819779 20.6928074798 21.0189963446 1.01 10.4045605033 0.013401683838 6.84703237996 0.406967282155
235416.94-000222.5 0.881 358.57064 -0.039576865 false 4.636 0.922 5.565 1.208 21.3721033741 21.2246479955 21.4295703559 20.7837502406 20.4019389025 19.833562498 19.5976261954 19.5536802378 19.398230164 19.497172086 1.15 9.55156270836 1.4303853847 8.61878597159 0.0855765033663
235418.80+013344.9 0.593 358.57835 1.5624825 false 1.001 0.401 1.15 0.382 22.5557081535 21.6640232631 21.0047331356 20.8127009973 20.6320282767 21.1844574294 21.1688937504 21.241415835 21.3077889907 21.0704469559 1.1 10.2835338789 0.000477689944626 7.76613957769 0.168354080493
235433.73-005216.0 0.908 358.64055 -0.87113878 false 0.557 0.702 0.525 0.73 23.9155432123 23.2119717392 22.254874538 21.7064074368 21.6102637732 21.8048553326 21.673369664 21.7284352453 21.6100590567 21.5647414035 1.03 10.5046089904 0.00582947350132 8.08966468496 0.1909518108
235438.26+010958.0 0.916 358.65949 1.1661135 false 1.523 4.786 0.722 4.362 21.9652327876 inf 23.1150498379 22.4719005681 21.7469645333 20.3462278575 20.0563604432 20.1312743274 19.9527222109 19.8570322398 1.07 9.69347715688 5.09810979328 8.54745426194 0.18033455772
235439.14+005751.9 0.39 358.66312 0.96442101 true 0.3 0.15 0.7 0.147 17.9966076218 20.3474238984 18.1271937685 16.8709193526 20.6296101756 22.212463886 17.8867241486 20.8367994626 nan 17.5442296997 9.69 8.76704125467 25.9552130143 8.76281210446 0.0272489848274
235441.54-000448.6 0.279 358.6731 -0.080177755 false 1.799 0.349 1.91 0.335 19.8344648396 19.0053085499 18.1708777568 17.8935876983 18.2357263737 20.0070441601 19.0050738272 18.8150160707 18.9267074885 18.0844164054 2.52 10.6765839971 1.21190537044 8.06924981261 0.094754952043
235446.88-004945.2 0.702 358.69536 -0.82920448 false 2.992 1.329 3.149 1.499 23.09394068 21.776880309 20.7121143032 20.3492809629 20.0200229178 19.7296577309 19.8790945393 19.89563648 19.9746372188 20.0945081319 1.59 11.0098464666 0.0571135554116 8.30987228584 0.360366953725
