# id  z  ra  dec  fix_sersic_n  sersic_n_fitted  sersic_re_fitted  sersic_n_corrected  sersic_re_corrected host_mag_g host_mag_r host_mag_i host_mag_z host_mag_y  ps_mag_g ps_mag_r ps_mag_i ps_mag_z ps_mag_y decomposition_chisq  stellar_mass  sed_chisq  logMBH  logMBH_err
020732.47-044210.7 0.996 31.885322 -4.7029839 false 3.592 0.637 4.053 0.718 22.3269353729 21.6830323405 21.0045681796 20.5411274587 20.4558822377 22.40666033 22.2373461375 22.8161115547 22.8021573546 22.1273060184 1.47 10.6963212006 0.0243036540372 7.94772472166 0.471892285874
020732.57-015809.3 0.697 31.885739 -1.969263 false 3.058 0.944 3.346 1.1 23.1621762814 22.4121216718 21.2762617349 20.904981851 20.1414745129 22.1991828647 21.2209967461 20.618426785 20.352959393 20.5705678371 1.0 10.9146465578 0.91692486763 8.48928522924 0.216835742815
020734.47-060542.7 0.653 31.893644 -6.0952145 false 1.092 0.476 1.294 0.467 24.7406476484 22.9691266376 21.9937425115 21.6414324298 21.5381224106 22.5354479787 22.5353413109 22.1662185109 22.0091368063 21.7189902682 0.99 10.3106842368 0.0566802565803 7.67471116011 0.182267905121
020735.40-012539.7 0.663 31.897533 -1.4277103 false 1.286 0.401 2.79 0.803 30.4948500217 24.881685423 31.4897000434 26.1653746372 inf 21.0516636745 20.8394097245 20.6222201343 20.5159486945 20.5744251292 1.02 7.20817083083 8.30862312511 7.09670758431 0.504933851038
020737.37-051353.2 0.991 31.905716 -5.2314666 false 1.46 0.33 1.732 0.422 25.6110548181 24.1918413102 23.2395707131 22.6496856576 22.1106603943 24.1651951489 23.7910120431 23.8174389155 23.1237564752 22.8211422868 1.03 10.5631583798 0.383893253384 8.71074640681 0.201424238517
020738.00-030917.0 0.881 31.908334 -3.1547369 false 1.608 0.368 1.657 0.398 25.3091806653 23.7021307094 22.5954246281 21.8160340182 21.6276916948 20.7340012748 20.7617880167 20.9643386605 20.7751178564 20.8187890457 0.99 10.7327421377 0.101743613489 8.11320274631 0.122921236949
020739.11-023653.5 0.982 31.912999 -2.614872 false 1.252 0.347 1.238 0.378 25.8003422174 23.7500883284 22.6951644729 21.9930302773 22.1264273935 21.3835135308 21.1419463938 21.2784269133 21.2168403778 20.9210036465 1.05 10.465491308 1.14420932166 7.78563372496 0.317582494209
020744.06-060955.9 0.649 31.933593 -6.1655538 false 1.772 0.853 1.752 0.871 22.5752649105 21.0549733017 20.4003727384 20.0042592527 19.8093500064 19.7706881546 19.9535693325 19.8110447392 20.004402648 19.8769752638 1.0 10.9215007082 0.218787611178 9.26882249263 0.0582596372649
020749.33-060225.2 0.904 31.955572 -6.0403413 false 0.713 0.504 0.78 0.521 24.3557396712 23.3764197172 22.4518971502 22.0739933234 22.085949334 22.0485259641 22.0097939521 22.1099513087 21.9589419292 21.7009283957 0.92 10.2602729792 0.177885027135 8.3319121399 0.230184804433
020750.24-030449.4 0.957 31.959338 -3.0804011 false 5.008 1.931 5.979 2.68 22.7154129548 21.8798573471 20.4772284396 19.9991783728 19.7427949532 20.148264485 20.0409269966 20.2866378204 20.4021557041 20.3457498098 1.21 11.3911839024 0.170627726832 8.37100308269 0.0669484994445
020752.14-015246.6 0.729 31.967264 -1.8796323 false 5.665 5.0 2.293 3.76 23.2070102551 23.5132580553 21.7816913397 20.7113022702 20.5907011852 18.9244948255 18.8153483207 18.7291824151 18.7466858761 18.8247010035 1.95 11.4327009377 4.22134747376 7.82071430906 0.318487471258
020752.32-063038.2 0.808 31.968041 -6.5106186 false 1.333 0.358 1.42 0.339 23.1205518656 22.6319950234 21.214415258 21.0683964881 20.8317568611 20.2168240001 20.2216758393 20.6893343281 20.3994475476 20.5935720009 1.05 10.7290163204 0.416885734574 7.91263834309 0.063340739619
020755.39-010058.8 0.861 31.980833 -1.0163455 true 6.935 1.307 2.0 0.768 22.2231455852 23.3732228046 22.3159139095 22.6276896191 22.1536631623 19.791603143 19.7310484047 20.1552500443 19.7904093671 20.0472404917 1.07 9.48204361204 5.26205170339 8.15603757767 0.336332934605
020757.17-041051.8 0.774 31.988247 -4.1810619 false 0.653 0.598 0.661 0.631 23.0004287274 22.5789782854 21.9803213029 21.5892889146 20.995947303 20.7265668787 20.6247350016 20.399870252 20.1662545082 20.7001086065 1.23 10.1459371178 1.13624951897 8.3206505093 0.170422053061
020758.63-022251.9 0.639 31.994323 -2.3810954 false 0.625 0.43 0.647 0.434 23.8860949584 22.4775661834 21.6799069856 21.3666428692 21.1198911959 21.3666307518 21.3154257641 21.0179807235 21.0116578027 21.0825378963 1.02 10.39052024 0.0348990370597 6.65279209435 0.571269604922
020803.07-021429.3 0.82 32.012826 -2.2414867 false 1.048 0.559 0.999 0.63 24.920805377 23.8925910204 22.6346799863 22.0420623199 21.9287650408 21.1196595228 20.7897310798 20.8481386618 20.5992916782 20.869368234 1.04 10.5135541805 0.0258181886596 8.07383257662 0.215554631086
020804.83-042327.1 0.825 32.020129 -4.3908834 false 0.578 0.446 0.741 0.442 26.6200440114 inf 22.5105605646 21.972512625 21.8559488341 21.0419476375 20.8444318958 21.24610122 20.9966494552 20.8659283551 1.02 10.3905022781 0.000914213366543 8.03844638408 0.0926461367799
020806.39-005816.1 0.953 32.026624 -0.97117933 true 0.304 0.101 0.7 0.101 21.4098729975 22.0730871005 22.5399553694 21.7927315342 21.3031902874 23.2731028321 22.4232076264 22.0412049044 22.3421540137 22.8066442977 0.96 8.93608182967 5.84685245636 8.18773759215 0.173184681267
020809.63-053839.1 0.642 32.040139 -5.6442094 true 6.998 4.998 2.0 1.864 22.0920184374 21.5029175798 20.6586259873 20.4603167976 20.1286984994 18.9358275582 18.973649267 19.0493569158 19.2318334305 19.0612008974 1.47 10.6102600866 0.288812241013 8.93326635737 0.0906828130074
020809.97-043114.5 0.393 32.04157 -4.5206991 false 3.597 0.93 3.613 0.943 21.5774385919 20.2732054845 19.8856832716 19.5598303795 19.4206358274 22.3111170372 24.5026088988 22.5870957341 21.6791149316 21.9529160116 1.84 10.4756851604 0.0192738101769 7.43048904401 0.261609976547
020813.09-051327.4 0.556 32.054568 -5.2243021 false 0.688 0.788 0.67 0.792 21.3097707701 20.2685832607 19.7213642008 19.4312040017 19.2346562502 22.5147388218 21.8058808664 21.1315383383 20.7764609411 20.5223997308 1.79 10.8173233956 0.017363258369 6.58333554705 1.74923165023
020813.75-043651.5 0.595 32.057324 -4.6143258 false 4.331 0.541 4.73 0.555 23.4527145618 21.6188586888 20.755665327 20.3519333156 20.2009799498 23.3394097245 24.9171322202 24.3399787837 26.5817066631 23.1429986542 1.88 10.8074803222 0.0324132289238 8.57178735628 0.350906133752
020814.04-041945.5 0.65 32.058507 -4.3293105 false 1.158 0.641 1.202 0.655 22.0899994949 21.4223587289 20.5270507667 20.2823866252 20.082305228 20.5529608948 20.6490136212 20.8932010402 21.1361883049 20.9651462276 1.29 10.7010656047 0.0323103598233 7.89975533992 0.102581537361
020816.10-042552.0 0.999 32.067118 -4.4311161 true 6.997 1.832 2.0 0.98 23.7424420763 20.755420308 22.4810778742 21.7304578023 21.5782187123 19.3081331773 19.233159004 19.105347614 19.1548245752 18.994790489 1.0 10.2121202578 9.35164388229 9.54273265734 0.0147666277339
020819.42-050341.7 0.815 32.080946 -5.0615838 false 0.866 0.82 0.958 1.084 inf 24.1562982265 23.1940198428 22.3864331536 22.5592097413 20.1805350325 20.0584649354 20.1233106126 20.0170367436 19.9641062809 1.67 10.1333054863 0.45879122644 7.94183790922 0.192992119999
020826.43-005604.7 0.76 32.110142 -0.93466351 true 0.302 0.764 0.7 0.52 24.0658690633 23.4361236937 23.6644186842 23.2996950685 22.5464373958 21.4739495221 21.3183136006 21.4442690702 21.0977216234 21.4555797082 1.01 8.8051090666 5.47683669119 7.13300700199 0.580565207089
020826.43-032618.2 0.981 32.110136 -3.4384124 false 0.981 0.467 1.072 0.495 24.9835326642 23.6911994306 22.5219843239 21.8016669437 21.6081729338 21.6194167763 21.4132766313 21.7292641226 21.4105919863 21.1259466768 1.0 10.7368748329 0.0228664044287 8.71001931063 0.120372585591
020832.87-034632.5 0.933 32.136977 -3.7756961 false 2.402 0.585 2.64 0.672 23.6219107753 23.3729536154 22.3060245852 21.427306367 21.1561571805 21.8408598729 21.7061257867 22.1162168803 22.1881391188 21.786407838 1.09 10.7532804929 0.977574518047 8.11272686643 0.183019661629
020833.01-031619.0 0.357 32.137574 -3.2719495 false 1.231 0.872 1.197 0.877 22.344567159 20.4846541245 19.8316215363 19.5845635074 19.3804202823 19.0881582262 19.0285273315 19.0342545424 18.4700488546 18.8512691487 1.41 10.7266868488 0.104279552197 8.7577687218 0.0262071720333
020836.23-064949.0 0.913 32.150984 -6.8302903 false 4.904 1.855 4.679 3.4 26.4055125168 24.5872310354 22.8847507207 22.1600988275 22.0822655281 22.9479687856 22.9625725058 22.7581045862 22.7289902451 22.3147380925 1.01 10.8419207969 0.0499751052934 8.33404470861 0.107175778618
020843.70-041551.5 0.63 32.182103 -4.2643179 false 1.216 0.814 1.202 0.825 22.4100605481 21.4576794543 20.780517849 20.4169754453 20.3007104587 22.8180703072 22.7639038299 22.2634484331 22.426386756 21.9027445426 1.28 10.5914946719 0.050533013627 7.4198406628 0.208952079916
020844.06-005541.9 0.822 32.183612 -0.92832655 false 2.748 0.208 3.428 0.187 23.3016736807 23.440493188 22.0145701911 21.7442845714 21.3343148953 20.8128210419 20.5183675042 20.6629587164 20.5032398079 20.5382336352 1.0 10.5462285901 1.81762929442 7.1414841817 1.20847390625
020845.34-003425.7 0.632 32.188941 -0.57382216 false 4.644 0.248 6.417 0.246 22.7265494573 22.3013857538 21.2794104815 20.9652843692 20.7260025301 21.4070961207 21.7939701702 21.8195959191 22.1514639743 22.02803425 1.01 10.4881884069 0.484596681835 7.15994109207 0.648873972742
020847.80-031708.2 0.615 32.1992 -3.2856302 false 1.367 0.913 1.349 0.956 23.4100309467 22.6000753561 20.7965045163 20.3246916438 20.1256128461 19.2853078636 19.3107768253 19.1983817639 19.4393175407 19.3675085671 1.49 11.2659992461 1.63496919883 8.29772239006 0.0696902769777
020849.34-045059.0 0.483 32.205622 -4.8497325 false 0.733 0.504 0.786 0.511 23.0229232671 22.0765650699 21.3143455243 20.9566903539 21.0780280579 21.9982858906 21.4990024677 21.0882286226 20.9524332015 20.1174046858 0.93 10.0166387052 0.348977161354 7.47835568725 0.133668328558
020850.78-064841.4 0.486 32.211617 -6.8115114 false 1.864 0.7 1.873 0.71 22.4060446856 21.1221284183 20.4360270006 20.3803743253 19.831586171 21.5588529846 21.4253796055 21.0787574836 20.6471319235 20.2921301465 1.51 10.4956566167 0.361815958743 8.93778712835 0.182440799458
020850.92-050508.0 0.904 32.212168 -5.0855665 true 6.754 0.37 2.0 0.561 23.6715836205 23.3010977124 21.9273729343 21.3745418207 21.3076168329 22.5420640467 21.7856589499 21.9926851198 21.8366390185 21.5557981004 1.04 10.7060916431 0.0173477085491 8.20001070342 0.292263411269
020852.34-063403.4 0.238 32.218099 -6.5676338 false 3.46 1.334 3.51 1.344 19.4842435932 18.3330273628 17.8793068921 17.5990289949 17.3664274097 18.9721559127 18.9642755768 18.5575084174 18.7325999848 18.6357057582 1.61 10.9669300974 0.0171344414307 8.31535518879 0.0402697518621
020852.78-014834.9 0.554 32.219935 -1.8097088 false 1.136 0.304 0.352 0.383 24.3279589252 23.1314863508 21.4185515145 22.0505146694 22.2857349236 22.4422440586 22.5835775336 25.2641452241 22.046099002 21.5280161591 1.0 9.67507063336 3.02273387549 7.9030554262 0.47035685682
020854.19-040850.8 0.969 32.225812 -4.1474656 false 2.242 1.063 2.277 1.17 23.7048416626 22.4486917921 21.2369333672 20.6218386768 20.2786768206 20.2685722421 20.030718455 20.2830139764 20.1984421742 20.0753349959 1.11 11.2579908182 0.0700815296867 8.59022808275 0.0280221273437
020854.45-050226.0 0.984 32.22691 -5.040565 false 0.446 0.796 0.445 0.824 23.2456064801 22.4632492378 21.7226255256 21.1782713764 21.1154016905 20.9162794724 20.7481913026 20.9047521837 20.8160380836 20.5146155286 1.12 10.5760517656 0.0654338199572 8.59530652399 0.0601653328578
020854.98-040113.7 0.963 32.229114 -4.0204877 true 6.999 0.188 2.0 0.198 22.8951007663 23.534689354 21.3530178174 22.7853099107 19.7006669358 19.1235049018 18.9177802394 19.263304328 19.0580324494 19.3783498467 1.02 8.11561174225 20.5351782833 8.5741021506 0.0334722193605
020901.48-050419.0 0.858 32.256175 -5.0719561 false 0.819 2.06 0.818 2.191 22.8606656493 22.1672059351 21.5697557206 21.0499153285 21.0833030282 20.1609089504 20.1224839267 20.3331903819 20.0174231182 20.1708367404 1.36 10.3196001292 0.0858120125594 8.69469317811 0.0177107532131
020901.69-013530.9 0.827 32.257069 -1.5919265 false 0.783 0.403 0.874 0.407 22.8460124733 22.2674136096 21.2612581811 20.977611792 20.8568284767 21.0694465811 21.1590007775 21.2230490628 21.0630100312 21.2608623764 0.99 10.576739763 0.0357531513944 8.30151108418 0.110311303689
020902.08-045615.7 0.84 32.258704 -4.9376986 false 1.186 0.398 1.248 0.384 23.8308975441 22.6752867126 21.6016536075 21.0350910735 20.8333572696 23.6991668435 23.7294429519 23.06828558 22.4037430602 22.4765889837 1.02 10.9575731837 0.0650831802667 7.71934367212 0.421002841968
020908.16-020537.7 0.904 32.284031 -2.0938332 false 1.212 0.589 1.181 0.649 24.7673997201 23.3305728924 21.9456007216 21.360908307 20.8074647112 20.824157562 20.3499078164 20.3311364856 20.0860707425 20.1235978839 1.21 11.1105482877 0.292002558461 8.76482576968 0.0745229359711
020913.99-044903.9 0.854 32.308316 -4.8177732 false 2.295 0.467 2.538 0.472 22.4999093954 21.7008871805 20.9587149308 20.5593079129 20.5845487676 22.0478563066 21.6909261528 21.8352668016 21.6484156872 21.5920891056 1.52 10.6245941848 0.0325972940332 8.40176843397 0.315639079628
020919.72-042035.4 0.6 32.332178 -4.3431705 false 2.533 0.915 2.657 0.945 22.3936329088 21.0374508264 20.3057271809 19.9552919824 19.751551449 21.6667356704 21.5960185519 21.017378834 21.0351892942 20.9597223892 1.42 10.8724529067 0.0350884901264 8.1960731407 0.575402468361
020920.10-005003.8 0.783 32.333793 -0.83440495 true 0.388 0.428 0.7 0.348 23.486847596 21.9288463868 21.9622505709 22.2309208073 21.412796066 19.7449954928 19.7689550601 19.8834135441 19.5275920282 19.9835936814 0.98 9.83792500996 7.11542428177 8.24635035175 0.26391337376
020922.52-004641.1 0.98 32.343868 -0.77808303 false 3.032 0.182 4.037 0.159 22.782560729 21.679373498 21.0804924181 20.7596624496 20.6081374641 20.9022803984 20.8351902623 21.2924992874 21.1552741335 21.0167816676 0.96 10.6767901206 0.245456805014 8.57563162889 0.157065054662
020923.94-012037.2 0.936 32.349771 -1.3436944 true 0.3 0.545 0.7 0.136 25.747694402 24.0114271439 23.8135663395 23.7523218499 23.4900979215 22.3926504337 22.0926804284 22.3709828305 22.0797036282 21.8890328298 0.97 10.0481590948 24.810234531 7.82046817256 0.212845859013
020924.70-021456.5 0.651 32.352951 -2.2490433 false 0.756 0.723 0.709 0.766 23.7736892289 22.7104301999 21.7953001348 21.5101886311 21.2760945038 20.9091559944 20.6726799108 20.4257040278 20.3538481737 20.2501434933 1.01 10.3601502472 0.00434097044834 7.06189194343 0.516340658029
020925.45-004230.9 0.87 32.356072 -0.70858023 true 0.3 0.173 0.7 0.167 22.800703649 20.8408683932 19.6744988423 19.9871640655 20.2504251898 20.2971751621 20.1144063647 24.4230960226 20.2590303861 20.2156396063 1.35 10.9178337465 7.1363903772 8.71032544502 0.0519431038161
020928.50-062611.9 0.971 32.368785 -6.4366451 true 7.0 0.449 2.0 0.265 25.195061496 23.2797165455 21.6425801715 21.1940175555 21.6102031124 20.7965260185 20.5972793521 21.0585165509 21.1321679246 20.4464153177 1.08 10.6945323908 0.385992419628 9.01082008329 0.0662276286803
020931.33-013706.3 0.37 32.380576 -1.618428 false 2.562 0.236 1.732 0.372 23.0573912827 21.2981159985 20.3941751071 20.697851586 21.4473907737 20.9102179598 21.280283026 23.1158991594 20.205909024 20.3286974245 1.02 9.51727906543 5.02970783306 7.4869499981 0.0857946024651
020931.78-011215.3 0.877 32.382461 -1.2042597 true 7.0 0.538 2.0 0.954 inf 23.0901409705 21.7258090111 21.2018547804 21.1620124053 22.1778075076 21.7668486349 21.6305233036 21.4395806005 21.2675775757 0.99 10.6320277607 0.0940094036323 7.65993936446 0.443790813755
020931.81-020911.4 0.573 32.382574 -2.1531782 false 5.267 0.291 5.944 0.267 19.6188410708 20.4203053838 19.5474082072 19.4434363236 19.5363956407 18.264115652 18.2083572052 18.3119257561 18.4752238035 18.1426160477 2.21 10.3554353413 2.78572203025 8.42331494056 0.11681765085
020933.78-031226.2 0.449 32.390773 -3.2072793 false 6.254 0.344 6.254 0.344 20.7070861603 19.8862735279 19.2940402223 19.2147149252 18.9053630735 19.9429262947 20.4376351883 33.7474250108 24.3940535047 20.3027416564 2.67 10.5326225546 0.0864364235076 7.35120128569 0.202499931341
020934.20-040422.4 0.9 32.392513 -4.0729136 false 1.583 0.969 1.571 1.018 23.8429826925 22.0101445925 20.8166183838 20.3925706869 19.9213766306 19.1279066996 19.121273525 19.6071339682 19.5324205366 19.5413673101 1.63 11.2888524288 0.451012728909 8.53726643756 0.0597359840404
020939.82-025945.1 0.962 32.415932 -2.99587 false 0.809 0.671 0.732 0.762 inf 25.5620303877 22.7467061891 22.3537171593 21.9051794088 20.6675729113 20.4195707049 20.7617845458 20.7129236259 20.4338847383 1.08 11.3701030415 3.69172228899 8.63003865839 0.08885105591
020942.78-042830.3 0.535 32.428274 -4.4750839 false 0.629 1.146 0.625 1.157 20.9457228943 19.9475385361 19.516462334 19.2049353799 18.9593898953 20.8186866274 20.8952361088 20.3298393235 20.1930882882 19.9457626554 2.34 10.7888924343 0.0497185976461 7.88743551463 0.130247198081
020945.30-015439.3 0.969 32.438773 -1.9109397 true 6.999 0.418 2.0 0.368 26.0458587935 26.4503840349 22.8890020103 22.716462665 21.9617054173 21.5427655825 21.2739284042 21.3504122835 21.1137061017 21.1314114892 0.96 9.48210226783 0.100863724439 8.24986759892 0.303438408238
020947.49-054740.7 0.766 32.44791 -5.7946644 false 0.958 0.189 0.995 0.181 22.953938323 27.981362442 23.0221992944 22.2795231741 22.7510777061 21.0439352105 20.7356128629 20.9272875291 20.6107588035 20.7457808903 1.02 8.76898519602 0.610995513077 7.5771974446 0.30100879658
020949.08-054824.5 0.738 32.454515 -5.8068113 true 7.0 2.052 2.0 0.87 23.049627089 22.5557081535 22.0921011642 22.5672351097 21.0296492664 18.6659863856 18.5246041696 18.5027626823 18.3447484274 18.5373631378 0.96 9.2651688238 7.14155857779 9.36228198948 0.181243674987
020949.25-062904.3 0.969 32.455221 -6.4845481 false 1.046 0.682 1.032 0.724 24.338761433 23.6278754413 21.8049823373 21.241793811 21.0576866307 20.2280069028 20.0408984069 20.3685864608 20.2522015601 20.0556592475 1.07 10.9586964616 1.00403434478 8.96425718161 0.0214671900767
020949.41-052110.0 0.418 32.455907 -5.352782 false 4.963 0.208 5.596 0.175 21.2608843618 19.5935144022 19.077580591 18.8342878431 18.6627744026 19.1342689599 19.5149531995 19.7722105472 19.317777706 19.2411996497 1.25 10.957558067 0.00392160273023 8.71803753586 0.0482948680308
020949.67-030143.7 0.731 32.456971 -3.0288076 false 4.27 1.661 5.199 2.588 22.2049897238 21.714406908 21.5346300302 21.403843437 21.0521987053 19.4858756418 19.6197584314 19.704983167 19.5606016025 19.931568739 1.05 9.70665456411 0.860004468478 8.91227448859 0.145845133703
020951.76-055744.2 0.9 32.465704 -5.9622934 true 6.942 0.825 2.0 1.97 24.6157215489 24.0666700491 23.7204564708 23.5789573482 inf 21.021352195 20.934482535 21.0867153555 20.9291121841 20.8321011943 1.01 8.60503441889 1.28020424679 8.0561551319 0.100919938099
020955.67-024601.2 0.456 32.48197 -2.7670109 false 0.976 0.499 1.055 0.505 23.1310862383 21.7763676815 21.0647566679 20.7787994789 20.5686835393 21.1458993841 21.1687776092 21.1794282611 21.074716965 20.4739005835 0.97 10.2967941535 0.00583960909325 6.89242712873 0.120954493147
021000.10-015703.8 0.725 32.500422 -1.9510793 false 1.27 0.101 1.417 0.054 22.7832306195 22.8986970312 23.2691818123 21.3834827632 21.0437371894 20.9980076632 20.9255305074 20.7225690194 21.2779745477 21.9401310063 0.96 8.50355316 10.1841780069 7.97765247938 0.235573661051
021003.14-044243.6 0.804 32.513087 -4.7121198 false 3.54 0.513 4.695 0.594 23.3218807688 23.4397977932 21.8194212238 21.1867292042 21.1924991948 20.4439597652 20.3260128709 20.6330636143 20.3207398942 20.520433157 1.02 10.8398995957 2.40112551479 8.06950969511 0.114821130954
021004.22-043500.5 0.813 32.517611 -4.5834725 false 2.89 0.222 3.453 0.132 24.6272571872 22.6067187435 21.5174669337 20.9967744256 20.8389661705 21.5123136514 21.5584046859 21.9258000724 21.6412841707 21.9874994143 0.99 10.9019663187 0.212059068533 8.26760208824 0.115571169867
021005.75-021022.1 0.675 32.523988 -2.172826 false 0.538 0.727 0.514 0.748 25.1057509373 22.5790152983 21.5534567922 21.0767840547 20.8493871014 20.7882505609 20.9054334076 20.8227578704 20.8733074207 20.6293182759 1.06 11.0250790059 0.854021376027 9.19877702816 0.1130488063
021006.85-051538.5 0.54 32.528554 -5.2607191 false 2.232 0.796 2.138 0.811 22.3087914544 21.3119347499 20.5968349936 20.2299149317 20.0065714335 21.6876151584 21.8150812643 21.498783474 21.3641434934 20.8287624387 1.07 10.6043278436 0.0203771662424 7.85784979339 0.22581629906
021009.39-013659.3 0.679 32.539164 -1.6164872 false 1.173 0.407 1.363 0.383 23.6785923265 22.2490002391 21.1275205247 20.9220491084 20.7663723002 20.4935099648 20.5330902204 20.4091238374 20.5927488712 20.3767651023 0.99 10.597547316 0.00950549272506 8.51516281943 0.185372702137
021010.28-035930.9 0.596 32.542846 -3.9919322 false 2.503 0.224 2.382 0.238 21.9819645473 20.7832297204 20.0529276386 19.8500583923 19.6272803817 21.8759762831 23.0809638932 30.8821049216 24.4372475974 34.5 1.07 10.8446206917 0.0123988182881 7.17743452772 0.70150384273
021015.45-061012.9 0.492 32.564405 -6.1702588 false 3.705 0.163 4.47 0.137 22.5188982001 21.3131798405 20.8129811221 20.4819953023 20.3023119252 21.8446830736 22.3236391121 22.3051470016 22.6563226315 21.4959815197 1.22 10.3149230742 0.0159753797762 7.01230611449 0.217986696349
021016.88-054328.3 0.779 32.570355 -5.7245494 false 2.355 0.554 2.234 0.568 22.1010848834 21.4792729193 20.5973539267 20.3134831672 20.1188781585 22.5834660311 22.8679100949 29.7422750325 23.1354956071 25.6764241141 1.2 10.7764521488 0.0598807037412 8.59733335551 0.278053806565
021017.35-010325.8 0.977 32.572305 -1.0571716 false 0.692 0.674 0.619 0.734 23.3947809261 22.8587243733 22.2080494879 21.7223228228 21.3627480425 21.8774979472 21.6363252717 21.3560555308 21.4184943172 21.1325585493 0.94 10.3128702275 0.0520892394644 9.08031977165 0.251772142642
021021.52-031409.7 0.93 32.589707 -3.2360504 false 1.286 0.756 1.313 0.826 24.6570832407 23.2969669062 22.268831274 21.621092762 21.6643420183 21.439049393 21.3336446696 21.1431638218 20.9103333669 20.6474130332 1.05 10.596905956 0.18028548369 8.51825343234 0.141110690225
021030.17-034951.6 0.668 32.625725 -3.8310256 false 1.217 0.739 1.217 0.757 23.0271374476 21.5762400655 20.8634823104 20.524367084 20.2920670911 19.5671179957 19.7293264334 19.5880643647 19.7191020487 19.7818149886 1.55 10.7618851748 0.193892909806 8.50879915017 0.0712040103469
021030.66-060317.2 0.995 32.62776 -6.0547898 true 0.3 0.289 0.7 0.238 25.5290405791 24.3562150997 22.8630911251 22.8494020314 22.8863215127 22.0748886705 21.2824001812 21.0759215164 20.6667839651 20.5571814072 0.96 9.78485405711 5.70831241679 7.4888852967 0.554395094171
021031.98-060515.2 0.968 32.633267 -6.0875566 false 6.079 0.523 4.334 0.918 24.0750061573 22.4611884491 22.1951728503 21.301231881 21.0840079866 22.642676819 22.9744944765 22.7179339664 22.86559432 22.3698527143 0.96 10.8870249586 1.4637379549 7.94167673706 0.131824780625
021037.14-061614.9 0.533 32.65477 -6.2708193 false 1.502 0.366 1.177 0.404 22.5799780767 21.3352444892 20.6338469359 20.3180034209 20.1174391975 22.4922281977 23.0752783234 23.4432382066 23.712069107 22.354665013 1.03 10.582780824 0.000999952257124 7.71292139532 0.274687532424
021037.60-033904.8 0.599 32.65669 -3.6513587 false 1.232 0.884 1.23 0.931 23.6218140591 22.4324496347 21.6507744459 21.3959594971 21.1486864662 21.3078176864 21.2999377326 20.7074228473 20.7602341751 20.7298074779 1.02 10.283989159 0.0116911563084 9.02070820137 0.235590588262
021044.85-012605.4 0.664 32.686886 -1.4348426 true 6.998 1.047 2.0 1.121 24.728117452 21.0977736488 21.3287188791 20.8246245271 20.7331186242 20.4000518168 21.6436431093 20.6406491535 21.1667295065 20.6757922352 0.94 10.6728136962 5.09672820642 8.03530586535 0.176747170719
021045.41-051847.5 0.429 32.689218 -5.3132139 false 0.455 0.907 0.441 0.944 22.1552779008 21.5888130048 21.4230668906 21.2717610657 21.1271074117 21.4685855447 21.0691701424 20.7185624787 20.4173519549 19.9358668307 2.11 9.23160886613 0.0399393687031 7.11946431141 0.177525303165
021046.40-054854.0 0.653 32.693357 -5.8150061 false 2.519 0.339 3.037 0.299 23.3103863696 21.7969738903 20.8406257676 20.4355360132 20.2670109392 21.2349673582 21.0952839526 20.7189961687 20.7365178903 20.638357389 1.02 10.8129547081 0.0319480562425 7.28787290931 0.651498183441
021051.76-032121.6 0.992 32.715689 -3.3560161 false 2.212 0.434 2.821 0.476 inf inf 22.5500713314 21.3920326897 21.4078132724 20.264709418 19.9366603155 20.3739834685 20.4025296016 19.9706771844 1.04 11.0744015583 0.659137745695 9.32675555725 0.0425495047364
021054.08-051351.7 0.704 32.725374 -5.2310337 false 1.26 0.52 1.313 0.53 23.6253012819 22.3102353296 21.2876717651 20.8575106027 20.7074921781 20.8572680199 20.8507801281 20.8986600123 20.8529447454 20.7362635929 1.17 10.7264084587 0.0611165646706 8.02600479864 0.206218890696
021054.51-010804.8 0.977 32.727156 -1.1346708 false 1.451 1.548 1.58 1.939 24.8481071923 23.9918736901 22.0008906689 21.1585605074 20.7708185165 20.4762300786 20.4806254639 20.5120726742 20.7613334266 20.3875084764 0.98 11.3150170899 1.82955333107 8.38676710648 0.144717691529
021059.00-014319.9 0.817 32.745853 -1.7221961 false 3.536 0.255 4.137 0.465 23.9699307201 23.7129101925 23.5510564167 21.9284600473 22.104677767 22.4345537439 22.5352168783 22.1312073912 22.6628604691 22.0000760042 0.97 9.39201355767 5.56393153821 8.13635869353 0.176843416012
021103.17-041425.0 0.458 32.763246 -4.2402853 false 1.4 0.474 1.517 0.476 22.0302424824 20.721966593 20.1817773367 19.8672502886 19.7106274248 20.2730240231 20.3859089598 20.2059755898 20.177098154 19.4718120619 1.34 10.5428826417 0.016028352984 7.94319037148 0.18536791257
021104.10-050406.3 0.703 32.767114 -5.0684381 false 0.617 0.806 0.581 0.856 23.2481056138 22.420901365 21.6370323007 21.3183251906 21.107737413 22.1094468179 22.0204623106 21.826597628 21.6420647088 21.5363358553 1.0 10.366864017 0.0274628276765 8.16103505844 0.344929386161
021104.74-062023.3 0.73 32.769761 -6.3398067 false 3.319 0.472 3.81 0.473 23.8206863263 22.3473892908 21.0267613322 20.6870704105 20.4962352186 21.1849852059 21.1243024043 21.07483736 20.7777458091 20.8024373097 1.08 10.8772826105 0.00286318765517 8.14868586124 0.255618700323
