count_i, smass, sfr, m_age, l_age, AV, E(B-V) 
267 5.944 -3.620 0.120 -0.340 0.394 0.1970
2670 6.968 -3.233 0.421 0.238 1.263 0.8083
2671 6.280 -2.812 -0.096 -0.660 0.216 0.1422
2672 5.799 -3.044 0.122 -0.697 0.137 0.1292
2673 6.245 -3.181 0.176 -0.537 0.892 0.4146
2674 6.361 -2.216 -0.065 -1.032 2.616 0.7203
2675 6.045 -2.706 0.069 -0.838 0.102 -0.0221
2676 5.993 -2.631 0.019 -1.024 0.351 0.1009
2677 5.681 -3.346 0.178 -0.568 0.053 0.1710
2678 5.567 -3.445 0.192 -0.485 0.123 0.1945
2679 5.532 -3.674 0.223 -0.373 0.137 0.1970
268 6.215 -3.528 -0.030 -0.389 0.257 0.2298
2680 5.712 -3.769 0.188 -0.302 0.212 0.2802
2681 5.400 -3.929 0.247 -0.288 0.057 -0.1312
2682 5.776 -3.134 0.184 -0.617 0.087 0.1848
2683 5.265 -4.177 0.290 -0.148 3.937 1.3051
2684 5.864 -3.597 0.168 -0.313 0.072 0.2088
2685 6.195 -3.189 0.205 -0.288 2.423 1.1033
2686 6.293 -2.327 0.035 -0.580 0.462 0.2757
2687 5.961 -3.227 0.180 -0.819 3.740 1.0729
2688 5.226 -4.228 0.292 -0.148 3.974 1.3218
2689 5.512 -3.831 0.227 -0.288 1.931 0.7499
269 6.205 -3.041 0.202 -0.444 2.038 0.7991
2690 5.461 -3.928 0.261 -0.191 3.311 1.1539
2691 5.563 -3.869 0.234 -0.246 0.648 0.1559
2692 5.669 -3.749 0.183 -0.306 0.304 0.2919
2693 5.704 -3.454 0.183 -0.458 0.695 0.3929
2694 6.300 -3.148 -0.048 -0.440 0.979 0.4473
2695 5.551 -3.732 0.208 -0.342 0.490 0.3569
2696 6.128 -2.768 0.047 -0.510 0.422 0.2333
2697 5.942 -3.368 0.133 -0.461 0.772 0.4029
2698 5.454 -3.897 0.263 -0.221 3.553 1.1945
2699 5.842 -3.273 0.195 -0.578 0.377 0.2715
27 6.044 -2.640 0.062 -1.144 0.334 0.1296
270 5.985 -3.319 0.231 -0.774 1.168 0.4515
2700 5.763 -3.883 0.357 -0.064 3.897 1.7262
2701 5.554 -3.614 0.226 -0.430 0.223 0.0713
2702 5.614 -3.768 0.232 -0.251 1.938 1.0304
2703 5.320 -4.058 0.269 -0.205 0.186 0.0198
2704 6.236 -3.539 -0.099 -0.444 0.503 0.2837
2705 6.072 -3.103 0.220 -0.474 0.619 0.3709
2706 6.268 -2.405 -0.028 -0.992 2.085 0.6009
2707 6.156 -2.536 0.003 -0.572 0.230 0.2173
2708 5.813 -3.015 0.092 -0.907 0.354 0.1500
2709 6.311 -3.364 0.054 -0.274 0.454 0.4008
271 5.967 -2.740 0.046 -0.901 2.081 0.6638
2710 5.765 -3.217 0.140 -1.113 0.874 0.2867
2711 6.179 -3.550 -0.007 -0.361 0.291 0.2715
2712 6.172 -3.530 0.182 -0.154 2.629 1.2430
2713 6.338 -2.482 0.019 -0.839 1.149 0.3554
2714 6.217 -3.404 -0.099 -0.438 0.198 0.2475
2715 6.564 -1.892 -0.162 -0.749 1.760 0.5958
2716 6.231 -3.758 -0.042 -0.373 0.344 0.2702
2717 6.308 -3.400 -0.020 -0.438 0.282 0.2632
2718 6.785 -3.183 0.069 -0.120 1.292 0.7341
2719 6.112 -2.518 -0.067 -1.081 0.260 0.0828
272 5.836 -3.328 0.263 -0.500 0.359 0.1683
2720 6.921 -2.415 0.147 -0.355 2.366 0.8610
2721 6.346 -2.811 0.191 -1.012 3.117 0.8933
2722 6.294 -2.365 -0.048 -0.989 0.711 0.2457
2723 6.585 -3.219 0.341 0.004 1.423 0.6813
2724 5.970 -3.497 0.168 -0.321 1.123 0.5313
2725 5.556 -3.561 0.214 -0.468 0.102 -0.0694
2726 6.037 -2.986 0.133 -0.570 1.340 0.6101
2727 6.073 -2.738 0.107 -0.728 0.230 0.0873
2728 5.988 -2.770 0.066 -0.850 0.251 0.1200
2729 5.395 -3.983 0.256 -0.239 1.107 0.6730
273 5.714 -3.242 0.219 -0.523 0.144 0.1630
2730 5.904 -3.386 0.244 -0.281 2.252 0.9685
2731 5.814 -3.054 0.105 -0.746 0.118 -0.0248
2732 6.222 -2.427 -0.021 -0.977 1.435 0.4111
2733 6.400 -3.277 0.136 -0.357 1.055 0.4722
2734 5.382 -4.054 0.253 -0.205 0.378 0.1474
2735 5.813 -3.309 0.189 -0.486 0.568 0.2618
2736 6.514 -3.196 0.370 -0.088 3.055 1.2213
2737 6.457 -3.491 0.086 -0.178 0.524 0.4408
2738 6.242 -2.562 0.094 -0.809 2.626 0.7789
2739 5.632 -3.402 0.180 -0.589 0.087 0.1900
274 5.969 -3.512 0.104 -0.367 0.805 0.4749
2740 5.980 -3.607 0.156 -0.312 0.482 0.3673
2741 5.851 -3.165 0.176 -0.598 0.058 0.1733
2742 5.896 -2.893 0.114 -0.805 0.093 0.1449
2743 5.539 -3.879 0.202 -0.286 0.078 0.2118
2744 6.139 -3.017 0.227 -0.857 3.507 1.0379
2745 6.001 -3.413 0.168 -0.318 0.965 0.5898
2746 5.994 -3.099 0.130 -0.608 0.375 0.2675
2747 5.922 -3.161 0.190 -0.516 0.069 -0.0956
2748 5.683 -3.099 0.129 -1.323 3.884 1.0590
2749 6.295 -2.399 0.021 -0.968 1.595 0.5180
275 5.482 -3.933 0.223 -0.254 0.276 0.2862
2750 5.973 -3.218 0.168 -0.806 3.514 1.0549
2751 6.027 -3.150 0.187 -0.765 3.477 1.0875
2753 5.629 -3.630 0.229 -0.348 0.845 0.3454
2754 5.564 -3.811 0.222 -0.280 2.076 1.0714
2755 5.753 -3.211 0.184 -0.998 0.370 0.1592
2756 5.454 -3.833 0.240 -0.304 0.085 -0.1013
2757 6.375 -3.414 -0.079 -0.388 0.479 0.2922
2758 5.973 -3.162 0.215 -0.463 0.167 0.0104
2759 6.320 -2.297 -0.043 -1.086 3.711 1.0029
276 5.815 -3.584 0.119 -0.365 0.181 0.2483
2760 5.864 -3.343 0.186 -0.805 3.776 1.1104
2761 5.648 -3.476 0.216 -0.470 0.065 -0.1150
2762 6.003 -3.109 0.235 -0.985 3.774 1.0794
2763 6.390 -3.609 0.381 0.121 3.616 1.3530
2764 5.815 -3.110 0.148 -0.675 0.144 0.1866
2765 6.360 -3.523 0.158 -0.122 2.710 1.0789
2766 5.836 -3.204 0.238 -0.970 3.846 1.0855
2767 6.005 -2.724 0.101 -0.850 0.193 0.0711
2768 5.977 -2.863 0.139 -0.969 0.592 0.1875
2769 6.448 -2.076 -0.106 -0.862 2.322 0.6991
277 5.681 -3.710 0.251 -0.254 0.616 0.3504
2770 6.210 -2.597 0.139 -0.809 0.207 0.1034
2771 6.966 -3.490 0.427 0.291 3.034 1.3734
2772 6.228 -2.476 -0.096 -0.574 0.251 0.2273
2773 6.587 -3.461 -0.180 -0.391 0.286 0.2476
2774 6.178 -2.569 0.010 -0.903 0.296 0.1611
2775 6.601 -3.282 -0.273 -0.507 0.297 0.2217
2776 5.730 -3.591 0.259 -0.398 3.619 1.1351
2777 6.042 -3.406 0.127 -0.328 2.617 1.2499
2778 5.749 -3.250 0.171 -0.635 0.483 0.3217
2779 6.476 -3.074 0.023 -0.246 0.380 0.4260
278 5.224 -4.223 0.293 -0.147 3.972 1.3210
2780 6.604 -3.405 0.129 -0.092 3.445 1.3204
2781 6.229 -2.961 0.076 -0.515 0.749 0.4475
2782 5.263 -4.169 0.286 -0.164 2.677 1.4046
2783 6.509 -3.572 0.123 -0.130 0.630 0.5075
2784 6.688 -2.953 0.212 -0.231 0.552 0.3920
2785 6.274 -2.697 0.075 -1.129 3.424 0.9873
2786 5.899 -3.027 0.101 -0.671 0.105 0.0826
2787 5.209 -4.247 0.295 -0.139 3.988 1.3281
2788 6.043 -3.324 0.033 -0.396 0.492 0.3138
2789 5.637 -3.694 0.221 -0.272 0.786 0.5342
279 5.598 -3.594 0.241 -0.379 3.669 1.1480
2790 5.901 -3.432 0.192 -0.474 3.640 1.1425
2791 6.631 -3.221 0.408 0.155 0.867 0.6623
2792 5.402 -3.956 0.260 -0.241 1.641 0.8762
2793 5.458 -3.958 0.240 -0.274 3.325 1.1530
2795 5.488 -3.830 0.245 -0.250 3.642 1.5955
2796 5.664 -3.368 0.167 -0.490 0.066 -0.1122
2797 6.026 -2.761 0.138 -0.787 0.148 -0.0097
2798 5.692 -3.313 0.169 -0.551 0.186 0.1881
2799 5.489 -3.852 0.234 -0.296 0.062 0.2008
28 5.504 -3.851 0.259 -0.259 3.372 1.1304
280 5.317 -4.034 0.262 -0.236 0.371 0.3337
2800 6.061 -3.021 0.154 -0.717 0.487 0.1529
2801 5.996 -3.369 0.245 -0.255 0.311 0.2365
2802 6.057 -2.714 0.098 -0.938 0.443 0.1151
2803 5.793 -3.255 0.122 -0.495 3.809 1.7647
2804 6.149 -2.797 0.161 -0.634 3.291 0.9715
2805 5.767 -3.430 0.231 -0.541 3.579 1.0725
2806 6.091 -3.365 0.163 -0.320 0.435 0.2703
2807 5.854 -3.383 0.150 -0.429 0.656 0.3422
2808 5.854 -3.333 0.142 -0.702 3.582 1.0752
2809 5.747 -3.638 0.268 -0.449 3.736 1.1639
281 5.217 -4.236 0.284 -0.149 3.985 1.3250
2810 5.545 -3.840 0.242 -0.235 0.499 0.3443
2811 5.850 -3.508 0.227 -0.538 3.631 1.1171
2812 6.092 -3.596 -0.017 -0.393 0.269 0.1688
2813 5.533 -3.754 0.236 -0.325 0.177 0.1769
2814 5.669 -3.478 0.208 -0.417 0.072 -0.1091
2815 6.023 -3.074 0.117 -0.508 0.239 0.1890
2816 6.080 -3.207 0.178 -0.639 3.400 1.0386
2817 6.092 -2.852 0.131 -1.032 3.605 1.0138
2818 5.501 -3.752 0.254 -0.309 0.211 0.2574
2819 5.550 -3.670 0.229 -0.300 0.149 0.1953
282 5.257 -4.187 0.280 -0.169 3.932 1.7122
2820 6.279 -2.628 0.254 -0.315 0.693 0.4145
2821 6.006 -2.623 -0.019 -0.807 0.182 0.1237
2822 5.991 -3.032 0.144 -0.583 0.574 0.3048
2823 6.314 -3.191 0.069 -0.453 1.090 0.5114
2824 6.634 -3.412 0.366 0.005 1.249 0.6774
2825 5.618 -3.875 0.283 -0.218 1.477 0.7901
2826 6.054 -3.007 0.162 -1.023 3.753 1.0877
2827 5.820 -3.172 0.185 -0.417 0.120 0.0633
2828 5.982 -3.270 0.254 -0.321 2.107 0.9260
2829 6.358 -2.618 0.119 -0.657 1.005 0.3670
283 5.945 -3.302 0.130 -0.488 0.296 0.2570
2830 6.751 -1.935 -0.108 -0.584 2.880 0.9507
2831 5.918 -3.407 0.215 -0.230 2.132 1.0718
2832 5.719 -3.499 0.212 -0.533 3.534 1.1019
2833 6.405 -2.436 0.043 -0.834 2.075 0.6566
2834 6.389 -2.888 0.234 -0.808 3.199 0.9471
2835 6.073 -3.199 0.235 -0.708 1.246 0.4796
2836 6.193 -2.634 0.150 -0.755 0.193 0.0823
2837 6.037 -3.397 0.301 -0.188 2.015 1.0412
2838 6.593 -1.969 -0.095 -0.666 2.029 0.6885
2839 5.798 -2.976 0.143 -0.801 0.068 0.1577
284 5.980 -3.444 0.104 -0.353 0.295 0.2140
2840 5.728 -3.613 0.203 -0.348 0.439 0.3242
2841 5.811 -3.371 0.200 -0.260 0.303 0.1405
2842 6.118 -2.614 0.042 -0.848 0.253 0.1016
2843 5.499 -3.834 0.242 -0.282 0.836 0.3936
2844 5.899 -3.356 0.245 -0.403 0.178 0.2421
2845 5.870 -3.003 0.113 -0.718 0.127 0.1617
2846 6.014 -3.262 0.197 -0.510 3.563 1.1044
2847 5.453 -3.960 0.253 -0.239 3.475 1.4511
2848 5.883 -3.458 0.112 -0.352 0.271 0.2220
2849 5.801 -3.459 0.169 -0.370 1.743 0.9198
2850 6.124 -3.014 -0.065 -0.657 0.171 0.1671
2851 5.271 -4.159 0.280 -0.170 0.089 -0.1714
2852 6.128 -2.725 0.091 -0.761 0.581 0.2613
2853 6.156 -2.536 0.032 -0.950 1.289 0.4055
2854 5.875 -3.053 0.071 -0.664 0.120 0.0494
2855 6.440 -3.318 -0.101 -0.441 0.271 0.2302
2856 6.029 -3.473 0.139 -0.362 0.075 0.2062
2857 5.800 -3.395 0.222 -0.405 0.044 0.1866
2858 6.723 -3.155 -0.253 -0.487 0.428 0.2652
2859 5.937 -3.618 0.202 -0.221 0.564 0.3855
286 6.542 -3.178 0.094 -0.156 1.370 0.7462
2860 5.407 -4.016 0.263 -0.209 2.716 1.0050
2861 6.044 -3.495 0.152 -0.356 0.658 0.4212
2862 5.552 -3.762 0.209 -0.280 0.486 0.2880
2863 6.158 -3.011 0.163 -0.893 3.520 1.0315
2864 6.078 -3.256 0.105 -0.394 0.816 0.4880
2865 6.700 -2.779 0.256 -0.187 2.357 1.2637
2866 6.418 -2.751 0.086 -0.876 3.639 1.0308
2867 5.440 -3.902 0.249 -0.267 0.196 0.2422
2868 5.655 -3.422 0.212 -0.482 0.072 0.1615
2869 5.969 -3.255 0.165 -0.737 3.757 1.1003
287 5.847 -3.259 0.214 -0.772 0.759 0.3017
2870 6.270 -3.315 -0.057 -0.408 0.925 0.4263
2871 5.855 -3.683 0.253 -0.347 3.703 1.2016
2872 5.937 -3.243 0.154 -0.793 3.770 1.1047
2873 5.679 -3.624 0.200 -0.370 0.111 0.2110
2874 6.063 -2.522 -0.007 -0.650 0.275 0.1596
2875 6.121 -2.564 0.018 -0.934 0.262 0.0838
2876 6.526 -1.898 -0.228 -0.816 3.663 1.0841
2877 5.257 -4.188 0.288 -0.162 3.933 1.3054
2878 6.209 -3.061 -0.020 -0.711 2.364 0.7589
2879 6.194 -2.736 0.132 -0.916 1.963 0.5640
288 6.600 -3.514 0.414 0.173 3.722 1.3925
2880 5.826 -3.214 0.164 -0.525 0.082 0.1768
2881 6.196 -3.254 0.056 -0.295 0.639 0.3495
2882 5.908 -3.341 0.074 -0.484 0.659 0.4018
2883 6.219 -3.511 0.153 -0.315 1.535 0.7706
2884 6.806 -3.361 -0.022 -0.271 2.330 0.9035
2885 6.171 -2.488 0.081 -0.567 0.841 0.3739
2886 5.855 -2.854 0.088 -1.197 0.223 0.0698
2887 5.961 -2.699 -0.059 -0.978 0.734 0.2783
2888 5.953 -3.027 0.203 -0.614 0.610 0.2570
2889 5.818 -3.083 0.129 -1.186 1.484 0.4381
289 5.982 -3.421 0.086 -0.353 0.396 0.2837
2890 5.967 -2.893 0.124 -0.732 0.532 0.2227
2891 6.247 -3.331 0.109 -0.211 3.057 1.1416
2892 5.712 -3.656 0.200 -0.283 0.150 0.2314
2893 6.349 -2.171 -0.145 -1.103 2.810 0.7734
2894 6.683 -3.210 0.075 -0.158 2.046 0.9055
2895 6.087 -3.506 0.057 -0.405 0.306 0.2576
2896 5.764 -3.612 0.142 -0.323 0.548 0.2983
2897 5.873 -3.129 0.153 -0.933 3.763 1.0670
2898 6.360 -3.128 0.160 -0.284 1.273 0.6579
2899 6.159 -2.709 0.038 -0.791 1.233 0.5056
29 5.563 -3.805 0.219 -0.324 3.657 1.1964
290 6.140 -2.439 -0.070 -0.914 0.715 0.2289
2900 5.706 -3.779 0.207 -0.276 0.095 -0.0028
2901 5.931 -2.881 0.154 -0.769 0.170 0.0755
2902 5.272 -4.152 0.292 -0.159 0.101 0.0065
2904 6.107 -2.948 0.160 -1.081 3.499 0.9791
2905 6.017 -2.734 0.100 -0.846 0.283 0.2189
2906 6.106 -3.289 0.117 -0.415 0.605 0.3285
2907 5.438 -3.854 0.243 -0.258 1.163 0.7125
2908 5.655 -3.895 0.287 -0.221 3.698 1.2401
2909 5.978 -3.456 0.198 -0.525 3.480 1.0919
291 5.540 -3.672 0.248 -0.356 0.161 0.1916
2910 6.497 -3.437 -0.213 -0.440 0.104 0.1763
2911 6.449 -3.183 -0.150 -0.483 0.174 0.2457
2912 6.246 -3.207 -0.073 -0.485 0.267 0.2596
2913 6.476 -3.558 -0.145 -0.426 0.126 0.2191
2914 6.204 -3.424 0.009 -0.376 0.302 0.2013
2915 5.652 -3.770 0.195 -0.286 0.333 0.2664
2916 5.944 -3.670 0.157 -0.305 0.179 0.2592
2918 5.850 -3.159 0.145 -0.594 3.073 0.9826
2919 6.386 -2.330 -0.139 -1.043 0.389 0.1615
292 5.877 -3.512 0.111 -0.381 0.684 0.4595
2920 6.122 -3.309 0.221 -0.555 3.534 1.0559
2921 5.601 -3.525 0.230 -0.443 0.060 0.0544
2922 5.961 -3.243 0.200 -0.393 2.402 1.1414
2923 6.398 -2.742 0.224 -0.439 3.513 1.6260
2924 5.621 -3.394 0.199 -0.398 0.078 0.1119
2925 6.644 -3.294 0.144 -0.085 1.289 0.7135
2926 5.287 -4.116 0.286 -0.178 3.949 1.2944
2927 6.206 -2.376 -0.056 -1.073 2.865 0.8280
2928 5.946 -3.065 0.181 -0.605 3.620 1.1025
2929 5.523 -3.877 0.268 -0.230 3.085 1.4396
293 6.507 -2.112 0.016 -1.009 3.186 0.8750
2930 5.656 -3.346 0.194 -0.643 0.346 0.1881
2931 5.643 -3.604 0.257 -0.262 3.197 1.0755
2932 5.818 -3.143 0.148 -0.636 0.311 0.2811
2933 5.993 -2.997 0.104 -0.645 0.837 0.4071
2934 5.289 -4.130 0.275 -0.192 3.926 1.2870
2935 5.343 -4.002 0.263 -0.237 2.299 0.7413
2936 6.326 -2.813 0.057 -0.682 1.600 0.6014
2937 6.349 -3.601 -0.065 -0.376 0.381 0.3004
2938 6.123 -3.284 0.148 -0.327 3.045 1.3987
2939 5.656 -3.782 0.224 -0.262 0.105 0.2206
294 6.297 -2.610 0.130 -1.022 3.347 0.9765
2940 5.261 -4.155 0.281 -0.178 3.832 2.0727
2941 6.316 -2.405 0.092 -0.890 1.912 0.5254
2942 5.843 -3.310 0.202 -0.817 3.718 1.0836
2943 6.249 -3.454 0.164 -0.171 1.007 0.5646
2944 5.995 -2.710 0.071 -0.887 0.333 0.1331
2945 6.373 -3.341 0.016 -0.514 0.607 0.3496
2946 6.105 -2.536 -0.019 -1.085 1.459 0.4246
2947 5.596 -3.558 0.191 -0.473 0.073 0.1956
2948 6.034 -3.342 0.229 -0.335 0.922 0.4655
2949 6.477 -2.672 0.311 -0.595 3.276 1.0055
295 6.584 -3.562 -0.069 -0.342 0.191 0.2275
2950 6.164 -2.782 0.075 -1.110 3.737 1.0484
2951 6.351 -2.598 0.215 -0.815 3.413 1.0241
2952 5.613 -3.833 0.250 -0.220 1.618 0.7100
2953 5.975 -3.552 0.143 -0.352 0.160 0.2477
2954 5.286 -4.131 0.279 -0.173 0.156 0.1896
2955 5.489 -3.748 0.248 -0.320 0.124 0.2172
2956 5.843 -3.625 0.243 -0.358 0.834 0.4822
2957 6.092 -3.483 0.072 -0.367 0.358 0.2810
2958 5.236 -4.218 0.291 -0.148 3.959 1.6990
2959 5.868 -3.433 0.251 -0.628 3.730 1.1312
296 5.558 -3.718 0.245 -0.318 3.479 1.6718
2960 5.898 -2.956 0.151 -0.656 0.102 -0.0229
2961 5.780 -3.092 0.175 -0.653 0.079 0.1714
2962 6.016 -3.344 0.095 -0.339 0.564 0.3839
2963 5.583 -3.599 0.192 -0.449 0.129 0.1967
2964 5.985 -3.525 0.042 -0.382 0.786 0.4046
2965 6.878 -2.920 0.072 -0.151 0.998 0.6182
2966 6.648 -3.359 -0.137 -0.372 0.240 0.0365
2967 6.495 -3.295 -0.183 -0.481 0.127 -0.0531
2968 6.588 -3.211 -0.197 -0.448 0.179 0.2205
2969 6.237 -2.570 -0.011 -0.899 0.633 0.2565
297 6.299 -2.830 0.068 -0.493 1.610 0.6935
2970 6.346 -2.870 0.138 -0.875 3.662 1.0783
2972 6.052 -3.425 0.325 -0.390 3.745 1.1736
2973 5.520 -3.858 0.209 -0.263 0.202 0.2681
2974 6.521 -2.957 0.222 -0.275 2.528 1.3088
2975 5.709 -3.788 0.218 -0.292 0.425 0.2995
2976 6.040 -3.672 0.062 -0.330 0.203 0.2407
2978 6.361 -3.338 0.080 -0.327 1.265 0.5689
2979 6.057 -3.373 0.177 -0.399 2.423 0.9439
298 6.809 -3.175 0.067 -0.132 1.452 0.7798
2980 6.049 -3.544 0.297 -0.282 3.369 1.1265
2981 5.775 -3.642 0.241 -0.430 3.800 1.1897
2982 5.200 -4.263 0.301 -0.126 4.000 1.3354
2983 5.524 -3.779 0.219 -0.282 0.169 0.2599
2984 5.915 -3.526 0.133 -0.367 0.667 0.4389
2985 7.496 -1.864 0.136 -0.291 3.088 1.2666
2986 6.153 -2.908 0.201 -0.670 3.700 1.0400
2987 6.722 -2.644 0.143 -0.381 3.157 1.0309
2988 5.964 -3.623 0.045 -0.389 0.990 0.5172
2989 6.206 -2.753 -0.037 -0.884 2.553 0.7988
299 6.559 -3.328 -0.171 -0.438 0.323 0.2382
2990 5.482 -3.839 0.241 -0.348 3.685 1.1832
2991 5.931 -3.455 0.149 -0.359 0.946 0.5474
2992 6.186 -2.874 0.177 -0.833 3.463 1.0406
2993 6.296 -3.241 0.114 -0.367 1.798 0.9017
2994 6.383 -2.331 -0.058 -0.989 1.523 0.4870
2995 6.735 -3.060 0.118 -0.204 2.910 1.1272
2996 6.308 -2.584 0.159 -1.080 3.438 0.9603
2997 6.208 -3.222 0.010 -0.425 0.430 0.2996
2998 5.811 -3.169 0.109 -0.609 0.232 0.1766
2999 6.546 -2.000 -0.037 -1.108 3.554 0.9315
3 5.927 -3.814 0.167 -0.265 0.119 0.2209
30 5.600 -3.745 0.238 -0.361 0.813 0.4093
300 6.568 -1.887 -0.176 -0.779 1.129 0.4282
3000 6.419 -2.356 -0.091 -0.600 0.379 0.2552
3001 6.322 -2.320 0.115 -0.939 1.074 0.3084
3002 5.936 -2.984 0.131 -0.727 0.407 0.2211
3003 6.187 -2.769 0.184 -1.093 3.593 1.0158
3004 6.359 -2.503 0.116 -0.975 2.487 0.6806
3005 5.952 -2.893 0.186 -0.753 0.217 0.1596
3006 6.269 -3.231 -0.057 -0.614 2.783 0.9064
3007 5.904 -2.877 0.124 -0.789 0.227 0.1418
3008 6.205 -3.052 0.170 -0.698 3.625 1.0706
3009 5.868 -3.700 0.093 -0.363 0.249 0.2787
301 6.281 -2.504 -0.098 -1.298 3.551 0.9792
3010 5.884 -3.758 0.291 -0.099 1.948 0.8322
3011 5.895 -3.511 0.156 -0.315 0.759 0.4280
3012 5.502 -3.805 0.261 -0.236 3.673 1.7215
3013 6.307 -3.246 0.221 -0.200 2.062 0.9472
3014 6.162 -2.441 0.049 -1.019 2.896 0.8236
3015 6.008 -3.010 0.172 -0.522 1.373 0.5710
3016 6.089 -2.808 0.057 -0.826 1.758 0.5726
3017 6.169 -3.039 0.154 -0.810 3.472 1.0296
3018 5.711 -3.729 0.228 -0.248 0.360 0.3286
3019 6.319 -3.048 0.205 -0.225 1.516 0.7139
302 6.758 -3.085 0.074 -0.117 0.937 0.5642
3020 6.661 -3.226 -0.162 -0.453 0.234 0.2307
3021 6.960 -3.069 -0.287 -0.475 0.404 0.2860
3022 6.909 -3.094 -0.318 -0.524 0.191 0.2207
3023 6.571 -3.146 -0.223 -0.523 0.276 0.2453
3024 5.594 -3.738 0.219 -0.294 1.350 0.7603
303 6.928 -2.897 0.346 0.017 3.606 1.4030
304 6.128 -2.438 -0.015 -0.879 0.242 0.1290
305 6.653 -3.477 0.126 -0.121 1.645 0.7807
306 6.192 -2.386 -0.035 -1.037 0.223 0.0719
307 6.000 -2.787 0.093 -0.918 0.267 0.1250
308 5.964 -3.036 0.108 -1.098 0.389 0.1611
309 6.690 -3.407 0.081 -0.135 1.299 0.7048
31 6.041 -3.135 0.183 -0.900 3.335 1.0119
310 6.502 -3.321 -0.129 -0.431 0.350 0.2611
311 6.382 -2.230 0.096 -0.945 2.237 0.6234
312 6.083 -2.659 0.092 -0.466 0.160 0.1605
313 6.257 -3.302 -0.124 -0.503 0.296 0.2401
314 5.817 -2.869 0.055 -1.127 0.328 0.0822
315 5.948 -2.907 0.136 -0.625 0.168 0.1696
316 6.345 -2.412 0.002 -0.549 0.318 0.2501
317 5.951 -2.808 0.053 -0.846 0.226 0.1267
318 5.513 -3.834 0.247 -0.285 0.529 0.2909
319 6.233 -3.428 0.318 -0.181 3.421 1.4302
32 5.199 -4.260 0.296 -0.131 3.998 1.3331
320 6.064 -3.034 0.140 -0.960 1.325 0.4250
321 5.943 -2.833 0.081 -0.805 0.182 0.1418
322 6.114 -2.604 0.056 -0.883 0.193 0.0478
323 6.396 -2.220 -0.074 -1.006 3.335 0.9115
324 6.323 -3.474 -0.002 -0.297 0.325 0.3073
325 6.011 -2.723 0.051 -0.924 0.312 0.1518
326 5.526 -3.879 0.290 -0.276 3.851 1.2312
327 5.827 -3.122 0.147 -0.672 0.158 0.0880
328 5.729 -3.723 0.220 -0.281 0.209 0.2594
329 5.718 -3.597 0.190 -0.342 0.980 0.4746
33 5.875 -2.923 0.068 -0.745 0.059 0.1524
330 6.354 -3.294 -0.085 -0.426 0.687 0.3913
331 5.791 -3.421 0.208 -0.397 1.368 0.6290
332 5.583 -3.752 0.241 -0.257 3.564 1.6189
333 5.745 -3.298 0.143 -0.546 0.459 0.2577
334 5.412 -3.925 0.259 -0.324 3.889 1.2350
335 5.692 -3.702 0.183 -0.323 0.255 0.2927
336 6.468 -2.928 0.045 -0.472 1.217 0.5103
337 5.975 -3.191 0.150 -0.534 2.229 1.0522
338 5.639 -3.723 0.205 -0.280 0.637 0.1828
339 5.259 -4.184 0.280 -0.165 3.848 1.9941
34 6.856 -3.367 0.029 -0.148 3.595 1.2422
340 6.169 -3.207 0.202 -0.581 3.610 1.0730
341 6.077 -2.937 0.127 -1.004 3.652 1.0237
342 5.703 -3.636 0.235 -0.293 1.130 0.6554
343 5.857 -3.545 0.219 -0.406 3.492 1.1347
344 5.867 -2.973 0.095 -0.776 0.114 0.0966
345 6.101 -3.136 0.226 -0.381 1.416 0.6709
346 6.265 -2.881 0.139 -0.385 3.357 1.3651
347 5.527 -3.856 0.248 -0.282 2.091 1.0592
348 6.169 -2.530 0.026 -1.133 0.326 0.1130
349 6.030 -2.897 0.116 -1.153 0.970 0.3134
35 6.186 -2.453 -0.011 -0.844 3.392 0.9973
350 6.303 -2.375 -0.039 -1.141 0.679 0.2327
351 6.841 -2.546 0.314 -0.063 1.178 0.5741
352 6.724 -2.829 0.350 -0.421 2.671 1.0844
353 7.050 -3.346 -0.309 -0.480 2.565 0.8551
354 6.736 -3.465 0.071 -0.111 0.436 0.4640
355 6.442 -3.520 -0.048 -0.371 0.663 0.4490
356 6.188 -2.770 0.139 -1.038 0.353 0.1514
357 6.711 -3.438 -0.119 -0.380 0.277 0.2582
358 6.534 -2.764 -0.178 -0.877 0.946 0.3498
359 6.301 -2.609 0.087 -1.244 2.071 0.6084
36 5.866 -3.426 0.179 -0.626 3.827 1.1294
360 6.852 -3.415 0.095 -0.077 1.648 0.8127
361 6.556 -2.589 0.155 -0.771 1.220 0.4543
362 6.406 -2.657 0.109 -1.085 3.108 0.9277
363 6.418 -2.592 0.114 -1.123 3.494 0.9846
364 6.813 -3.480 0.032 -0.125 0.285 0.4339
365 6.449 -2.187 0.016 -1.055 1.945 0.5452
366 6.195 -2.873 -0.012 -0.979 0.310 0.1847
367 6.365 -3.298 -0.075 -0.430 0.541 0.3726
368 6.160 -3.158 0.083 -0.436 1.184 0.6388
369 6.500 -3.242 0.096 -0.190 0.836 0.5514
37 5.419 -3.998 0.282 -0.187 3.111 1.5703
370 5.970 -2.988 0.153 -0.886 0.334 0.1483
371 6.543 -2.873 -0.013 -0.578 1.577 0.6008
372 6.309 -3.527 -0.006 -0.337 0.234 0.2568
