# id in_final_catalog selection_bit
150424.78+442050.2 n boss_core
150429.55+431149.9 y dr7_core
150429.86+443042.1 n non_uniform
150432.80+440620.8 y boss_core
150435.19+435326.3 n non_uniform
150454.41+441850.8 y boss_core
150543.12+440520.1 y boss_core
150605.90+435903.1 n non_uniform
150611.41+441203.6 n boss_core
150617.79+443006.2 n boss_core
150624.86+440828.3 n boss_core
150637.12+421134.0 n non_uniform
150637.21+442708.8 y boss_core
150712.17+441459.0 n non_uniform
150713.02+431019.9 y dr7_core
150744.96+435732.8 n boss_core
150816.21+432432.9 n boss_core
150817.59+433352.7 n boss_core
150858.72+434006.0 y dr7_core
150934.13+423350.4 n non_uniform
150947.41+431625.4 n boss_core
150948.57+423344.5 y dr7_core
151003.61+423740.3 n boss_core
151017.82+422154.9 n non_uniform
151109.93+423434.5 y dr7_core
151135.65+422737.2 n boss_core
151136.17+425700.2 n non_uniform
151139.00+441659.1 n non_uniform
151142.76+443043.5 n non_uniform
151150.44+435001.3 y dr7_core
151254.02+433608.9 y boss_core
151325.61+420016.7 n non_uniform
151353.13+420106.5 y dr7_core
151359.80+423920.0 n boss_core
151430.61+442106.8 n non_uniform
151439.00+430211.7 n non_uniform
151442.41+431514.2 y dr7_core
151457.50+440300.3 n boss_core
151539.76+441120.4 y boss_core
151541.05+430851.2 y boss_core
151548.67+430420.5 n non_uniform
151556.66+444625.5 y boss_core
151557.11+435846.5 y boss_core
151559.72+433031.3 y boss_core
151623.48+434626.5 y boss_core
151638.62+424234.5 y boss_core
151652.10+430523.1 n boss_core
151659.44+431904.8 y dr7_core
151705.57+443033.0 n boss_core
151754.03+425516.1 y boss_core
151754.80+434339.3 y boss_core
151755.41+430419.6 y boss_core
151803.82+421251.7 n non_uniform
151806.74+440015.6 n dr7_core
151827.90+421206.2 y boss_core
151830.04+421834.0 y boss_core
151925.59+440755.7 y dr7_core
151926.68+433915.2 n dr7_core
151958.50+422218.5 y boss_core
152019.93+435328.2 y boss_core
152039.69+421111.1 n boss_core
152058.56+420605.5 y dr7_core
152101.42+434840.2 y boss_core
152107.05+443454.0 y boss_core
152131.43+444217.6 n non_uniform
152142.76+440108.7 y boss_core
152232.25+424228.2 y boss_core
152236.94+421240.5 y boss_core
152243.17+434325.0 y boss_core
152341.98+434005.8 y dr7_core
152343.21+424800.7 n boss_core
152421.20+443633.8 n non_uniform
152516.46+430846.7 y boss_core
152520.54+443901.3 y boss_core
152522.56+440328.3 n dr7_core
152547.15+421600.7 y boss_core
152558.72+421558.0 y boss_core
152637.08+441436.6 y boss_core
152735.09+435044.9 y boss_core
152812.04+431211.2 n non_uniform
152830.99+440857.9 y boss_core
152844.15+425722.5 n boss_core
152935.02+424904.7 n boss_core
152938.09+430455.6 n non_uniform
152956.88+420516.8 n boss_core
153001.95+420355.8 n non_uniform
153026.78+422737.0 y boss_core
153102.69+441141.6 y boss_core
153105.72+431056.1 n dr7_core
153110.33+430653.4 y boss_core
153145.14+431933.8 y boss_core
153151.73+434641.7 n non_uniform
153231.80+420342.7 y dr7_core
153234.20+420809.8 n boss_core
153240.87+433225.2 y dr7_core
153242.44+442815.9 y boss_core
153328.92+433912.8 y dr7_core
153354.15+432522.2 n non_uniform
153356.84+421556.0 y boss_core
153402.25+425249.3 y dr7_core
153407.95+421156.3 y boss_core
153514.39+414946.1 y boss_core
153547.13+432245.0 n non_uniform
153606.27+421027.9 n boss_core
153621.06+432246.1 y boss_core
153632.03+442513.9 y boss_core
153653.54+432700.0 y dr7_core
153708.57+433738.2 n boss_core
153719.83+444255.1 y boss_core
153743.05+440435.3 n dr7_core
153802.85+434605.6 y boss_core
153821.30+423601.7 y boss_core
153829.57+423007.9 n boss_core
153852.58+441350.4 y boss_core
153918.17+443914.5 n boss_core
153919.13+434051.5 y dr7_core
153947.62+431341.6 y dr7_core
154043.56+423344.0 n non_uniform
154109.84+415650.8 y dr7_core
154131.23+435506.5 n non_uniform
154135.03+430444.2 n non_uniform
154144.65+431138.3 n boss_core
154238.39+433426.7 y dr7_core
154351.25+435220.8 y boss_core
154355.74+421935.7 y boss_core
154405.97+440436.0 n dr7_core
154434.15+434427.4 y boss_core
154539.38+425822.6 n boss_core
154543.37+433903.9 y boss_core
154548.42+432054.7 n non_uniform
154553.71+443319.2 n boss_core
154603.79+421816.3 n non_uniform
154622.80+430315.8 n non_uniform
154622.80+445240.2 y boss_core
154629.54+434814.9 n boss_core
154634.85+421913.5 n dr7_core
154649.81+424034.3 y boss_core
154654.60+441453.5 y boss_core
154755.47+424120.0 y boss_core
154824.74+431954.2 y boss_core
154825.49+432319.1 y boss_core
154835.51+433309.2 n non_uniform
154844.28+420727.5 n non_uniform
154926.59+440421.7 y boss_core
154950.35+440332.2 n non_uniform
154955.29+420327.9 n dr7_core
155007.30+423859.5 n non_uniform
155013.03+432334.1 n non_uniform
155039.20+432613.2 y boss_core
155047.01+420043.9 n non_uniform
155048.64+433734.4 n boss_core
155102.55+425435.1 y boss_core
155105.68+443351.5 y dr7_core
155121.28+423800.0 y boss_core
155243.03+430604.8 n non_uniform
155339.61+431409.3 y boss_core
155416.12+421230.2 y boss_core
155425.42+440428.7 n boss_core
155501.89+432628.9 y boss_core
155513.85+415334.7 y boss_core
15559.375+422706.4 n non_uniform
155616.79+441249.9 y dr7_core
155621.72+414754.3 n non_uniform
155628.22+423457.2 y boss_core
155638.22+442853.3 n dr7_core
15565.566+440935.2 y boss_core
155704.96+423940.2 n non_uniform
155723.89+420826.1 y dr7_core
155725.35+422133.4 y boss_core
155731.28+434435.3 n non_uniform
155831.83+440911.5 n non_uniform
155844.26+441543.8 n boss_core
155853.15+425120.6 n boss_core
155853.64+425817.7 y dr7_core
155934.41+431115.5 n non_uniform
155942.18+421242.7 n boss_core
160010.53+433952.7 n non_uniform
160017.00+433232.4 n non_uniform
160028.30+433131.3 n boss_core
160038.73+440058.2 y dr7_core
160101.08+443237.6 n boss_core
160150.81+444622.5 n boss_core
160153.73+431817.5 n boss_core
160235.49+430814.0 n boss_core
160244.07+425630.0 y dr7_core
160310.99+432928.9 y dr7_core
160354.11+422218.6 n non_uniform
160406.95+431445.6 y boss_core
160447.58+430147.9 n boss_core
160510.06+442641.6 y boss_core
160607.27+440247.8 n boss_core
160607.83+423802.4 y boss_core
160609.84+422107.2 n boss_core
160626.36+435442.4 y boss_core
160640.73+432127.8 n boss_core
160641.65+442801.1 y boss_core
160654.38+435025.5 y boss_core
160655.26+424336.9 y dr7_core
160724.88+435335.1 y boss_core
160742.94+432816.4 y dr7_core
160802.32+424639.7 n boss_core
160826.60+425359.8 y boss_core
160901.32+442852.0 n boss_core
160946.40+425613.2 n boss_core
161120.39+432841.4 y boss_core
161224.53+440349.2 y boss_core
161249.90+442645.0 n non_uniform
161324.75+441019.4 n non_uniform
161408.54+432404.1 y boss_core
161459.08+432504.8 n boss_core
161533.41+425135.7 y boss_core
161537.73+422850.1 y boss_core
161541.53+423823.5 y boss_core
161544.13+424024.0 y boss_core
161550.59+442104.1 y dr7_core
161603.70+423601.1 n boss_core
161606.79+442150.9 y boss_core
161609.50+434146.7 y dr7_core
161614.80+434531.8 y boss_core
161630.65+432346.4 y boss_core
161639.78+434221.2 n dr7_core
161725.41+435843.4 y dr7_core
161758.81+442259.4 n non_uniform
161817.39+443449.1 y boss_core
161838.19+440054.2 y boss_core
161840.94+435101.7 y boss_core
161841.15+430440.6 y boss_core
161846.23+423921.1 n non_uniform
161928.79+425617.7 y boss_core
161930.62+423131.8 y boss_core
161946.29+435915.3 y dr7_core
162035.63+420742.6 n dr7_core
162039.12+430814.5 n dr7_core
162051.17+423449.2 n dr7_core
162058.08+420424.5 y dr7_core
162123.86+425229.4 n dr7_core
162206.75+434636.7 y boss_core
162211.20+441533.4 y boss_core
162218.09+425745.4 y boss_core
162224.79+431409.2 y boss_core
162235.74+420948.9 y boss_core
162251.34+442248.2 y boss_core
162306.01+421234.9 n boss_core
162309.61+431513.6 n non_uniform
162434.90+423224.7 y boss_core
162439.74+432448.7 y dr7_core
162458.42+423107.4 n dr7_core
162501.32+421535.3 y boss_core
162520.00+423810.9 n boss_core
162520.01+424435.5 y boss_core
162528.43+424515.1 n boss_core
162639.84+424815.7 y boss_core
162642.61+420413.2 y boss_core
162718.31+432620.9 n boss_core
162840.27+444239.1 y dr7_core
162842.12+422026.7 y boss_core
162845.69+442413.2 y dr7_core
162900.17+444251.4 y boss_core
162907.44+431748.0 y boss_core
163028.92+430038.7 y boss_core
163034.00+441200.5 n non_uniform
163108.14+440220.0 n boss_core
163132.34+422851.2 y boss_core
163202.20+433046.6 n non_uniform
163210.13+440705.9 y dr7_core
163219.95+442437.6 n dr7_core
163229.26+432746.7 y boss_core
163244.54+422126.6 n boss_core
163251.94+421325.9 n boss_core
163313.01+434447.4 n dr7_core
163313.84+433158.9 n non_uniform
163337.53+420652.8 n non_uniform
163339.11+443656.6 n boss_core
163342.24+425946.4 n boss_core
163345.19+441150.1 y boss_core
163357.14+425604.3 n non_uniform
163400.15+430817.5 y boss_core
163419.56+441154.1 y boss_core
163434.97+425813.3 y boss_core
163446.78+431901.2 y boss_core
163543.24+430349.4 y boss_core
163549.39+442942.7 y boss_core
163549.95+434222.7 n boss_core
163621.32+442410.3 n boss_core
163629.99+441959.5 n boss_core
163643.71+443920.1 n non_uniform
163731.69+425112.3 y boss_core
163749.17+430515.0 y boss_core
163800.67+433356.0 y boss_core
163804.97+443659.9 y boss_core
163828.13+441123.0 n dr7_core
163851.96+424128.3 y boss_core
163854.62+415419.5 y dr7_core
163940.28+433554.8 y boss_core
164005.29+421141.7 y boss_core
164018.93+421848.2 y boss_core
164158.72+424755.6 n boss_core
215805.96+015824.2 y boss_core
215818.53-002511.2 n non_uniform
215830.71+035755.0 y boss_core
215917.65+013549.1 y boss_core
215933.18+041218.9 y boss_core
215942.43-001335.5 n non_uniform
215944.32+000527.8 n non_uniform
220017.37-000133.9 n non_uniform
220023.42+000434.3 y boss_core
220043.38+005130.6 n non_uniform
220045.56+035916.7 y boss_core
220053.32+001419.8 y boss_core
220058.09-001412.7 n non_uniform
220103.71-004110.9 n non_uniform
220115.61+024434.9 y boss_core
220125.79+005259.0 y boss_core
220133.49+001624.9 n boss_core
220136.28+033901.5 y boss_core
220137.53+015757.4 y boss_core
220142.61-000740.5 y dr7_core
220151.31+051737.1 y boss_core
220152.03+003022.2 n non_uniform
220155.63-003347.2 y boss_core
220157.13-005742.2 y boss_core
220158.75+001509.4 n non_uniform
220225.38+000902.5 n non_uniform
220228.60+012250.3 n boss_core
220228.65+004901.9 n non_uniform
220229.95+012036.7 y boss_core
220230.56-003715.4 y boss_core
220236.10-011215.8 y boss_core
220237.72+030647.5 n boss_core
220241.41+002453.7 n non_uniform
220244.50-003033.7 y boss_core
220246.56+040225.0 y boss_core
220249.72+000951.4 n boss_core
220259.52+014343.9 y boss_core
220304.71+040554.6 y boss_core
220332.35+004401.2 y dr7_core
220348.93+011747.8 n boss_core
220359.44+020944.4 n boss_core
220413.74+003459.0 n non_uniform
220416.86+000504.5 y boss_core
220419.21+042745.2 y boss_core
220422.96+002249.5 n boss_core
220425.50+024810.3 y boss_core
220428.39+034417.4 y boss_core
220432.16+033723.2 n boss_core
220447.36+035142.8 y boss_core
220447.44+035347.1 y boss_core
220449.49+053031.7 y boss_core
220451.50-003006.9 y boss_core
220452.00+004004.7 y boss_core
220459.08+024653.8 n boss_core
220514.75+024820.9 y boss_core
220521.38+023801.5 y boss_core
220540.00+013541.7 n boss_core
220548.90+044406.5 n boss_core
220549.56+041126.4 y boss_core
220619.90+024531.4 y boss_core
220624.97+063107.7 n boss_core
220632.21+011054.2 n non_uniform
220636.10+004939.0 y boss_core
220644.91-000118.3 y boss_core
220651.81+000926.4 n boss_core
220704.32+005025.9 y dr7_core
220704.52+011032.1 n boss_core
220713.35-000805.5 n non_uniform
220718.43-001723.1 n non_uniform
220728.52-000733.2 n dr7_core
220749.50-002813.3 n non_uniform
220758.89-005331.1 n non_uniform
220759.39+001722.6 y dr7_core
220803.38+050406.4 n boss_core
220818.81+014815.9 y boss_core
220820.60+013030.2 n boss_core
220824.76+011105.7 n non_uniform
220829.61-005024.7 n non_uniform
220832.02-005238.1 n non_uniform
220832.81-005451.0 n boss_core
220839.34+032433.2 y boss_core
220841.26+043130.1 y boss_core
220851.96-010603.7 y dr7_core
220901.98+003014.3 n non_uniform
220908.24-005558.8 n non_uniform
220909.76-002721.1 n non_uniform
220946.57+012336.0 y boss_core
220946.73-003535.5 n non_uniform
220956.59+002749.4 y dr7_core
220957.98+022219.5 y boss_core
220959.56+044058.3 y boss_core
221003.11+055208.4 n boss_core
221011.74+022031.4 y boss_core
221018.56-003811.8 n boss_core
221020.05+022232.1 y boss_core
221043.51-002741.0 n non_uniform
221055.80-001702.4 y boss_core
221058.85+035130.4 y boss_core
221110.98-000953.3 n dr7_core
221112.32+013535.8 y boss_core
221115.06-000030.9 n non_uniform
221130.09+013929.7 n boss_core
221138.34+034638.2 y boss_core
221141.67+023730.8 n boss_core
221142.51+002728.4 n non_uniform
221142.93-003846.0 n non_uniform
221146.16-003513.5 n non_uniform
221155.73-001043.9 y dr7_core
221205.34-001451.5 n non_uniform
221209.81+042700.7 y boss_core
221212.19-002504.1 y boss_core
221213.76+013727.1 n boss_core
221217.03-003151.7 y boss_core
221217.79-000508.0 y boss_core
221232.89+024858.8 n boss_core
221242.07-004950.8 y boss_core
221245.77+010212.6 n non_uniform
221248.01-005847.9 y boss_core
221248.14+011536.9 n boss_core
221256.58+062447.6 n boss_core
221302.57+003015.9 n non_uniform
221306.73-001357.7 n non_uniform
221311.03+000724.5 n non_uniform
221317.02+003714.1 n non_uniform
221321.83+061147.6 n boss_core
221325.12-010547.2 n non_uniform
221329.27-001321.5 y boss_core
221332.56+030121.2 y boss_core
221335.30+061614.8 n boss_core
221340.04+002228.9 n non_uniform
221341.48-000645.5 n non_uniform
221348.77-005007.8 n non_uniform
221348.83+053806.0 y boss_core
221357.61-011427.3 y boss_core
221407.38+000727.1 n non_uniform
221409.96+005227.0 n dr7_core
221410.92+004524.3 n non_uniform
221412.45-001009.7 n non_uniform
221413.72+053344.0 y boss_core
221421.55+050516.7 n boss_core
221424.68-005221.6 n non_uniform
221438.92+031451.2 n boss_core
221448.29+002708.2 y boss_core
221451.26+000725.1 y dr7_core
221459.73-001234.3 y boss_core
221504.71+023659.6 y boss_core
221512.15-005152.4 n non_uniform
221517.66+041742.1 y boss_core
221521.16+053919.0 y boss_core
221522.26+061945.1 y boss_core
221531.02+012714.4 y boss_core
221538.63+000650.8 y boss_core
221543.52-010052.8 n dr7_core
221550.56+005122.9 n boss_core
221557.96+013502.7 n boss_core
221558.08+023408.8 y boss_core
221619.25-002430.4 n non_uniform
221620.26-001632.3 n non_uniform
221623.77-000728.7 y boss_core
221707.17-004721.9 n non_uniform
221710.62+000251.7 y boss_core
221715.18+002615.0 n non_uniform
221715.71+005630.2 n non_uniform
221719.98+011016.5 y boss_core
221737.24+015913.7 y boss_core
221737.55-004854.7 n non_uniform
221743.17+040932.7 y boss_core
221747.55+040438.9 y boss_core
221801.61+050605.5 y boss_core
221813.34+053112.1 y boss_core
221815.62+010842.2 n dr7_core
221820.66-011515.2 y boss_core
221825.12+022211.5 y boss_core
221826.14+000012.8 n non_uniform
221837.49-001731.7 y boss_core
221850.12+060027.3 y boss_core
221854.37+002656.7 n boss_core
221856.44-011208.4 n boss_core
221859.19+025211.6 n boss_core
221901.40+000610.6 y boss_core
221902.43+045938.9 y boss_core
221904.94+061940.2 y boss_core
221907.95+004023.3 n non_uniform
221912.12+003612.9 n dr7_core
221914.19-005932.9 y boss_core
221917.01-000757.5 n non_uniform
221921.32+051042.8 n boss_core
221931.53+052009.7 y boss_core
221932.17-004551.9 n non_uniform
221933.62+050940.8 n boss_core
221947.78-004149.0 n boss_core
221951.03+010310.2 n non_uniform
221952.07+000054.1 y boss_core
221956.72+004332.4 n non_uniform
221956.75+005913.3 n non_uniform
222000.58+010742.1 n non_uniform
222005.58+013227.1 n boss_core
222006.62-001147.2 n boss_core
222007.88+061742.8 n boss_core
222011.26+022514.8 y boss_core
222013.64-001153.8 n non_uniform
222017.25+045902.1 y boss_core
222024.32-001024.8 y boss_core
222029.54+004401.3 y dr7_core
222029.62+062504.3 y boss_core
222030.08-002216.2 n non_uniform
222032.00+051202.9 n boss_core
222036.65-001525.4 n non_uniform
222039.09-001454.5 y boss_core
222043.07+030317.9 n boss_core
222043.87+002354.2 n non_uniform
222047.74+000852.8 y boss_core
222048.16+021359.9 y boss_core
222053.83+021652.0 n boss_core
222104.04+044358.1 y boss_core
222107.20+055500.5 y boss_core
222120.76+050341.8 y boss_core
222127.99+032945.9 y boss_core
222131.33+025427.4 n boss_core
222133.75+010119.2 n non_uniform
222141.55+013435.6 y boss_core
222141.67-013435.3 y boss_core
222150.91+001345.4 y boss_core
222158.76+014928.3 n boss_core
222200.69+050322.9 y boss_core
222207.01-010928.4 y boss_core
222207.63+010126.9 n non_uniform
222212.99+030349.3 y boss_core
222219.05-003108.4 n non_uniform
222220.43+015723.3 y boss_core
222220.97+005709.4 n non_uniform
222221.81+034320.1 y boss_core
222230.16+010231.4 y dr7_core
222233.24+033108.6 n boss_core
222236.95-001200.1 n boss_core
222242.32+010938.8 n boss_core
222243.10-000207.7 n boss_core
222253.36+054639.0 y boss_core
222314.69+001730.8 y boss_core
222315.09-002406.2 y boss_core
222315.10-002610.5 y dr7_core
222322.73+055322.5 y boss_core
222324.63-000944.6 y boss_core
222327.52+033902.0 n boss_core
222327.88-001126.1 n boss_core
222330.66+002154.6 y boss_core
222332.60+002109.6 y dr7_core
222332.85+010933.5 n non_uniform
222335.55+004332.2 n non_uniform
222341.49-010046.8 y boss_core
222348.59+021139.5 y boss_core
222353.82+004205.7 y boss_core
222403.36-005724.2 y dr7_core
222405.96+001829.0 n non_uniform
222411.11+020850.2 n boss_core
222416.50-011556.4 n dr7_core
222426.25+004251.5 n dr7_core
222510.78-004256.6 n non_uniform
222515.32+010340.4 n non_uniform
222518.12+025052.7 y boss_core
222518.29+062413.2 y boss_core
222518.67+011243.5 n non_uniform
222532.86+005714.7 n non_uniform
222544.00-003925.4 y boss_core
222547.32-004239.6 n non_uniform
222606.16-003232.5 n non_uniform
222608.37-001659.4 n boss_core
222612.40+014301.6 y boss_core
222617.14+005420.0 n non_uniform
222618.88+002138.8 n non_uniform
222619.16+004902.6 y boss_core
222621.86+021913.9 y boss_core
222626.85+010541.1 y boss_core
222642.95+054542.0 y boss_core
222650.93-002716.7 n non_uniform
222657.79+012427.9 y boss_core
222709.72+011619.8 y boss_core
222719.01+011126.8 n non_uniform
222720.55-000159.2 n dr7_core
222721.14+011421.4 y boss_core
222723.32-002710.0 n non_uniform
222732.69+001756.9 n non_uniform
222732.92+010912.3 y dr7_core
222733.21+003448.9 y dr7_core
222733.43+003210.9 n non_uniform
222741.20-004003.9 n non_uniform
222744.84-010735.8 y boss_core
222749.22+000042.8 n dr7_core
222750.07+063100.2 y boss_core
222759.39+021659.3 n boss_core
222814.94+000917.1 n non_uniform
222819.12+004526.0 y boss_core
222835.15+034310.9 y boss_core
222841.63+002217.8 n non_uniform
222847.84+024939.7 n boss_core
222857.47+014723.8 n boss_core
222857.83-010734.8 n dr7_core
222857.84+012041.2 y boss_core
222859.32+044212.9 n boss_core
222859.82+024335.7 y boss_core
222901.09+031139.8 n non_uniform
222902.03+031024.7 y boss_core
222906.87+002635.1 n non_uniform
222909.82+002527.3 n dr7_core
222913.29+030713.1 y boss_core
222916.75+002919.5 n non_uniform
222917.63-001732.0 n non_uniform
222920.41-002939.1 y boss_core
222923.37+003244.2 n non_uniform
222926.59+000605.2 y boss_core
222932.63+041014.0 y boss_core
222934.20+054306.5 y boss_core
222935.45+021208.3 n boss_core
222941.56+005901.6 n boss_core
223001.12+051222.1 n boss_core
223009.61+030725.2 n boss_core
223013.39+053310.9 y boss_core
223019.55+023605.7 n boss_core
223022.31+030422.7 n boss_core
223022.94-000412.3 y boss_core
223027.83-005303.7 n non_uniform
223033.25+052244.7 n boss_core
223035.55+004757.1 y boss_core
223036.76+024851.0 y boss_core
223045.05-000538.2 n non_uniform
223047.12+021526.9 y boss_core
223057.86-001301.9 y boss_core
223120.41+042600.8 y boss_core
223122.92-000618.4 n non_uniform
223126.09+000435.7 n boss_core
223133.89+003312.7 n non_uniform
223144.37+000514.8 n non_uniform
223154.14+004747.5 n non_uniform
223156.11-004259.2 n non_uniform
223220.47-003018.1 n non_uniform
223221.14-000617.0 n boss_core
223223.43+001313.1 n non_uniform
223233.94+004132.3 n non_uniform
223234.39-010846.5 n non_uniform
223242.73+032834.0 y boss_core
223244.79+001509.3 n non_uniform
223252.01-000546.7 n non_uniform
223259.47+000502.5 y boss_core
223303.32-012336.0 y boss_core
223303.41+043609.7 y boss_core
223315.00-003914.4 n boss_core
223315.84+010709.0 n dr7_core
223326.61-003101.5 n boss_core
223336.92+000440.8 n non_uniform
223341.11+001616.9 y boss_core
223346.68+002923.1 y boss_core
223347.95+004336.6 y dr7_core
223347.98-004800.5 y boss_core
223356.68-001743.7 n non_uniform
223408.63-004158.6 y boss_core
223420.92-005126.6 n non_uniform
223423.84+033618.7 y boss_core
223424.10+005227.1 y dr7_core
223429.81+053335.7 n boss_core
223435.82+001302.8 y boss_core
223437.12-003201.9 y boss_core
223440.40+055946.5 y boss_core
223452.10-010132.0 n boss_core
223455.31-005125.0 y boss_core
223500.51-004940.7 n non_uniform
223510.28+050835.9 n non_uniform
223521.79+031153.2 y boss_core
223523.56+022446.2 n boss_core
223524.33-002715.9 y boss_core
223530.96+030222.3 y boss_core
223532.59+031951.2 y boss_core
223537.26+003551.4 y boss_core
223538.53+002109.8 n non_uniform
223540.10+040227.7 n boss_core
223551.62+001518.1 y boss_core
223603.47+015523.1 n boss_core
223607.28-004408.0 n non_uniform
223608.13+043345.9 n boss_core
223614.99+002040.7 y boss_core
223620.09-005137.2 n non_uniform
223624.24+012716.9 n boss_core
223626.92+000206.0 n boss_core
223630.92+004541.3 n non_uniform
223631.59-010112.6 n boss_core
223633.98+002913.2 n non_uniform
223634.38-004557.9 y boss_core
223639.77+041740.1 y boss_core
223643.02+051226.9 y boss_core
223648.15+011124.0 y dr7_core
223653.07+000831.9 n non_uniform
223657.58+023234.4 y boss_core
223700.74+001322.5 n non_uniform
223702.22+000446.7 n non_uniform
223703.03+024447.9 n boss_core
223705.14+011345.1 n dr7_core
223713.12-003757.3 y boss_core
223714.84+002559.9 y boss_core
223716.42+003248.4 n non_uniform
223725.12+005512.2 n non_uniform
223730.16-002640.0 n non_uniform
223734.15+011034.8 n non_uniform
223738.01+003648.6 y boss_core
223738.93+025542.5 y boss_core
223739.53+040523.2 n boss_core
223752.77+044454.1 y boss_core
223809.08+060047.6 y boss_core
223814.58+055125.2 y boss_core
223832.99+053822.3 n boss_core
223837.87+004905.6 n non_uniform
223841.13+011524.1 n boss_core
223847.39-002106.9 n boss_core
223847.84+001053.2 n non_uniform
223848.78+023010.3 y boss_core
223849.82-000557.9 n boss_core
223852.88+010248.2 n boss_core
223853.65+033230.0 y boss_core
223856.28-002523.9 y boss_core
223902.19-001843.7 y dr7_core
223920.95+034848.9 n boss_core
223925.92+000340.3 n non_uniform
223928.90+014142.9 y boss_core
223931.48+053217.5 n boss_core
223932.95+010729.5 n non_uniform
223934.84+011006.1 y boss_core
223935.79+011622.1 n non_uniform
223935.80+053750.4 y boss_core
223950.91+025222.0 n boss_core
223953.65-004112.2 n non_uniform
224002.55+012734.9 y boss_core
224007.20+031813.2 y boss_core
224007.89-011522.1 n non_uniform
224014.19+053032.6 y boss_core
224017.28-011442.8 n non_uniform
224019.88+001632.6 n non_uniform
224022.88+032450.8 y boss_core
224026.75-010057.9 n non_uniform
224045.66+010751.0 n non_uniform
224047.72-003923.7 y boss_core
224050.91-004323.4 n boss_core
224059.04+004129.6 y boss_core
224059.68-005728.7 n boss_core
224103.97-005015.5 n non_uniform
224105.62+051958.0 n non_uniform
224116.64+001112.6 y boss_core
224119.03+013654.7 n boss_core
224119.65+011516.1 y boss_core
224127.74-000128.4 n non_uniform
224139.03+003808.3 n non_uniform
224145.41-000122.6 n dr7_core
224155.05+045127.8 y boss_core
224155.46+042109.2 y boss_core
224158.55+000009.6 n boss_core
224207.06-003948.3 y dr7_core
224211.43-002450.8 n non_uniform
224225.08+041209.9 n boss_core
224227.21+031939.8 n boss_core
224228.08+013909.2 n boss_core
224230.58-000800.8 n non_uniform
224241.54-003334.7 y boss_core
224246.47+022247.0 y boss_core
224256.48+005155.2 n non_uniform
224258.41+004002.3 y boss_core
224259.09-002512.7 y boss_core
224302.12+014603.1 y boss_core
224302.33+044242.3 y boss_core
224324.37+004651.7 y boss_core
224334.10+053430.1 y boss_core
224339.34+051342.5 y boss_core
224355.54-002714.6 n non_uniform
224355.85+025958.9 n boss_core
224358.46+030701.6 y boss_core
224358.74-002802.5 y boss_core
224407.18+042746.2 n boss_core
224421.76+052055.6 y boss_core
224422.85+043003.1 y boss_core
224423.33+005524.9 y dr7_core
224425.76+000149.9 n boss_core
224431.82-005555.4 n boss_core
224441.52+022654.1 n non_uniform
224450.29+001055.3 y boss_core
224453.34+005600.7 y boss_core
224453.47+011247.2 n non_uniform
224459.62-005833.2 n boss_core
224459.70+031442.6 n boss_core
224500.34+050629.3 y boss_core
224500.75+010748.6 y dr7_core
224504.75+001848.2 n boss_core
224511.42-002047.1 y boss_core
224513.64+045838.4 y boss_core
224522.68+020343.9 n boss_core
224523.51-003621.7 n non_uniform
224532.52+005857.9 n non_uniform
224536.55+054004.2 n boss_core
224536.89-001255.6 n boss_core
224537.76-011424.4 y boss_core
224546.81+051548.2 n boss_core
224548.92+000719.8 n non_uniform
224550.96+005135.4 n non_uniform
224555.91-003934.5 y boss_core
224614.67+011606.3 n dr7_core
224625.07-010828.9 n non_uniform
224638.09+011355.2 n boss_core
224651.29+002542.3 n non_uniform
224654.95-010400.8 n non_uniform
224655.38+025047.1 y boss_core
224655.62+031410.6 n boss_core
224657.70-003242.5 n non_uniform
224700.59+050419.6 y boss_core
224702.74-011657.6 y boss_core
224703.00+000026.4 y dr7_core
224712.58-002449.3 y boss_core
224721.08-000812.0 n non_uniform
224726.23+004255.3 y boss_core
224732.32+000723.3 n non_uniform
224756.03+013520.5 y boss_core
224758.95+031541.0 n boss_core
224759.66+004333.3 y boss_core
224800.33+000356.2 n boss_core
224801.66-000004.7 n non_uniform
224802.03-000430.3 n boss_core
224812.24+042727.9 y boss_core
224812.83-012728.1 n boss_core
224814.03-005747.1 y boss_core
224815.84+000140.5 y boss_core
224819.97+005154.6 y boss_core
224826.98-005350.5 y dr7_core
224827.53+002104.2 n boss_core
224835.19-005939.2 y boss_core
224841.35+005326.7 n non_uniform
224852.36-003658.7 y boss_core
224852.46+045001.0 y boss_core
224855.31-011139.6 n dr7_core
224903.31-002933.4 y dr7_core
224908.77+042153.3 y boss_core
224910.56+031338.0 n boss_core
224913.63+025733.5 y boss_core
224914.67+045948.1 y boss_core
224919.34+024654.3 y boss_core
224922.01-002806.3 n boss_core
224923.89-002525.7 y dr7_core
224925.54-005301.1 n non_uniform
224933.05+010455.8 y dr7_core
224935.50-000352.7 n boss_core
224938.69+031118.8 n boss_core
224939.42+003723.7 n boss_core
225004.02+002055.6 y boss_core
225004.23+040743.5 y boss_core
225010.57+001953.3 y boss_core
225012.43-011241.2 n boss_core
225013.55+022903.0 y boss_core
225033.16+060009.8 y boss_core
225036.72+000759.4 n non_uniform
225044.65+004831.2 n non_uniform
225050.10-010406.7 n non_uniform
225058.69+005212.7 y boss_core
225100.33+001836.8 n boss_core
225100.44+032115.7 n boss_core
