#bestObjID ra dec z petroR90_i
1237654602634232002 143.24161 4.588589 0.20127803 5.825854
1237674460415525028 140.53266 2.7351093 0.0887239 8.30569
1237674459879899417 143.24674 3.7690708 0.061795466 8.536317
1237654605318652062 143.83519 3.7285637 0.1590652 6.867199
1237650762396926127 194.62578 -1.9765256 0.080331095 6.6336207
1237650372092297404 179.42444 -1.3960796 0.1876931 6.465551
1237651735209574593 156.00994 1.3341753 0.07191247 3.725864
1237650372092100814 179.04496 -1.2667966 0.12707072 6.6153994
1237650371025436702 195.12968 -2.1847196 0.0871837 11.002159
1237658203447820535 217.88683 43.968679 0.095973484 6.007025
1237661210434142404 217.32361 44.462144 0.07189959 4.8812013
1237650372095967329 187.78044 -1.3456946 0.16202275 5.620371
1237671763711951083 191.63105 -1.9781852 0.08255101 3.5277321
1237654604779880762 139.63107 3.0654802 0.14499272 6.6658573
1237651755074125950 157.23376 3.0913914 0.07688798 6.242484
1237654600489304246 149.19295 3.3856226 0.09174248 5.500185
1237654604779749542 139.33137 2.9761341 0.16145101 8.97189
1237654601021849792 139.32906 3.0908822 0.08818253 6.5475373
1237654604783878285 148.67603 3.5071354 0.07252278 7.473343
1237654605867778211 171.94223 5.2463875 0.116692245 7.797581
1237655125540733083 172.20435 5.0154419 0.16633141 4.712615
1237654604779487389 138.61041 2.9219599 0.16133933 8.533802
1237650371022225564 187.79936 -2.2178027 0.08386572 7.410883
1237654604783550761 147.9806 3.4834363 0.06007185 13.243824
1237654604783550715 147.91821 3.5204147 0.07231956 4.8219604
1237655124467908676 174.19562 4.1930023 0.062889405 9.088499
1237673710406009120 138.55977 2.6338269 0.073479034 3.601788
1237653665798947028 157.42719 2.8964529 0.08772937 3.066363
1237654606396784743 153.81651 4.9581312 0.18883616 6.648638
1237650762396139783 192.823 -1.9837852 0.18604508 6.0825515
1237650371024388222 192.73138 -2.2292465 0.08629122 9.021219
1237650371024388204 192.72139 -2.2102717 0.08645395 5.171909
1237654602102079513 154.08542 4.8220074 0.04580888 22.522552
1237651752390885459 159.81587 1.0454893 0.11200433 9.828786
1237651736285216917 160.30015 2.1131365 0.1825895 3.1830726
1237651735748149437 159.86849 1.6553372 0.10323675 5.714863
1237662302439866484 229.30801 43.440414 0.18500648 5.8042326
1237651801770295403 148.39516 0.59630101 0.09438431 6.924099
1237651752922579196 148.06238 1.2082125 0.09917402 4.9432673
1237648722830491852 155.28081 1.1223106 0.101250246 5.468126
1237650796757909697 148.50585 0.49759475 0.08495065 4.94885
1237651754001301546 159.34847 2.3126443 0.04020513 7.5197415
1237654669735756040 150.44875 -0.38537523 0.090403505 4.0085354
1237648721217781947 150.38232 -0.18610224 0.08745652 3.73941
1237658297919013110 148.5336 4.7864568 0.19182286 5.0954695
1237654669735755916 150.33348 -0.36924861 0.13781057 6.8166156
1237655124468433017 175.48455 4.2856869 0.12580456 6.38416
1237655125005369491 175.53718 4.6259881 0.15925607 9.310346
1237654606394622158 148.98709 4.7664615 0.12799774 5.495616
1237655125005107282 174.93367 4.5427867 0.10192962 9.324252
1237655125005107273 174.92567 4.575571 0.102553606 4.0114717
1237655125541978235 175.01383 5.0070917 0.13068146 4.0774493
1237651754533847262 149.49774 2.4695767 0.11943121 4.1636696
1237663784747466880 30.120609 0.592178 0.16312997 2.8782508
1237663782598606940 26.977452 -1.1930351 0.055409532 3.8329275
1237653665795604693 149.78239 2.7036719 0.07916285 12.727827
1237653665258930408 150.23003 2.395524 0.04448929 10.075828
1237654599952760993 150.06567 2.9293341 0.10296034 4.7680616
1237654606389182781 136.51124 4.0678995 0.123316914 6.053785
1237658297913639207 136.20825 3.8239281 0.12475899 4.054614
1237654601557082379 135.62245 3.3849858 0.027054768 13.947176
1237651800163352702 156.85655 -0.70898048 0.110455655 3.9783726
1237651753462333557 154.5665 1.9046736 0.072567254 3.494437
1237651753462333600 154.62892 1.9109604 0.10838375 7.34597
1237648722828853381 151.42262 1.0916937 0.06871629 7.041557
1237648722828722303 151.1766 1.1995329 0.08233592 4.695463
1237648721220862145 157.4807 -0.082453344 0.18311848 4.3175507
1237651735208853641 154.38504 1.2925935 0.07073055 5.31963
1237648722830098559 154.30895 1.1620946 0.09821724 4.5987206
1237658297913311618 135.44706 3.8003794 0.1300989 4.654139
1237662301366190219 228.95573 42.590612 0.13321625 5.6742597
1237648721219879116 155.24815 -0.1760855 0.05594477 9.276202
1237653665260437608 153.61938 2.5482486 0.117331594 6.125799
1237662500538745032 229.77626 43.529523 0.12536012 4.9725513
1237650761859530957 193.39291 -2.3002551 0.10884115 5.322226
1237653665797570717 154.16901 2.8569673 0.048186224 9.768962
1237651755072880776 154.44119 3.0054115 0.09507154 4.916212
1237663784206794894 21.49287 0.11639516 0.07818603 7.0341334
1237653664723894374 154.31376 2.1186932 0.10408749 4.064329
1237662501075550415 229.9577 43.74885 0.13319905 5.7043686
1237674462026793212 141.34801 4.5064061 0.082721725 5.3256426
1237654602096377991 141.01279 4.096961 0.099902526 4.439562
1237662500002332768 230.61161 42.494493 0.08087606 8.962726
1237654602096247083 140.8614 4.0468818 0.09685231 6.20666
1237662501075681514 230.24671 43.593101 0.13520308 7.22728
1237650761860513912 195.54917 -2.4512287 0.07847168 6.709422
1237674461489725642 141.02128 3.9771155 0.080131605 5.066729
1237648721220534469 156.64679 -0.032751562 0.11011322 3.756188
1237651800699764948 155.86411 -0.22381505 0.09556105 6.4476786
1237662302439473271 228.20103 43.819824 0.18881385 4.6596737
1237655178159915217 145.63394 -1.0506031 0.14329763 7.74486
1237650795146117247 145.75973 -0.81389214 0.06763429 6.2567563
1237651753999073432 154.3173 2.2729448 0.12174249 8.022489
1237662500538417313 228.91771 43.854994 0.1353746 6.307758
1237651754536206501 154.88561 2.7251491 0.103893235 3.3350775
1237662501075222729 229.13645 44.235749 0.11750366 5.772751
1237662501075288224 229.18673 44.127358 0.12437238 7.766343
1237662501075288213 229.15905 44.126539 0.123460755 4.805984
1237658422475424090 149.42722 5.0898711 0.12177264 4.8992085
1237654602099982569 149.37632 4.6102643 0.12586528 6.2140856
1237653665798357165 156.06483 2.8782293 0.059643757 8.099702
1237674461490053496 141.79117 4.3629848 0.08318966 9.751873
1237674460953247965 142.12948 3.9875206 0.10060327 9.213159
1237654604796461129 177.43065 4.4765224 0.12769827 5.8286796
1237666406845776096 31.983524 -0.90997696 0.11231856 5.365548
1237663784214135020 38.225875 0.20266088 0.11050925 6.701632
1237655123932151821 176.75178 3.770035 0.1547668 7.7119913
1237654670812184782 156.55641 0.46765657 0.09687928 4.5179176
1237654670275379362 156.68762 0.08452941 0.09603637 4.36987
1237662501075353714 229.30893 44.018055 0.12226025 11.921366
1237654604796395611 177.30292 4.3398795 0.06927818 11.929557
1237654605333135414 177.06888 4.9135123 0.07443602 3.4769447
1237666407921090645 35.458474 -0.11497402 0.18416964 4.6720376
1237662302440849734 231.91946 42.047636 0.14168683 4.65
1237678437015814304 38.465123 1.1371587 0.022295035 8.803387
1237678617430917393 29.959214 1.0953322 0.16430628 3.9867272
1237657070089011439 35.742333 -0.493907 0.30670333 3.4645214
1237655125005893716 176.78002 4.6416063 0.09760122 7.9281693
1237655125539946620 170.25992 4.9278441 0.07533097 7.8256674
1237655123929923661 171.64841 3.6255755 0.16482966 5.5029645
1237655123931889761 176.14704 3.7469367 0.07439721 7.6138315
1237657071697264754 30.334674 0.80586052 0.13769232 2.9394648
1237654605330972768 172.02953 4.70284 0.18906464 8.376789
1237654604795871389 176.10482 4.3410443 0.07793576 4.8980236
1237654604259000471 176.09609 3.996418 0.10523164 3.486132
1237648722294603919 157.39456 0.80530713 0.05115105 7.5708823
1237655124466663530 171.39155 4.2090526 0.19587284 4.539299
1237651801772720357 153.97043 0.5317531 0.09780669 5.6493664
1237654670274199798 154.00826 0.01560872 0.092756465 4.9242654
1237663783678050483 39.972615 -0.26738673 0.13579142 4.637118
1237655123934052562 181.21495 3.8740684 0.15282495 4.8830614
1237657071162556529 35.228192 0.29815 0.19358674 3.5611205
1237648722831016156 156.40161 1.1900565 0.1772816 5.0713277
1237663275796398240 36.879958 -1.1103299 0.08562942 7.136674
1237654606406090785 175.26957 5.5760605 0.095946245 14.514899
1237648720151511357 167.52611 -1.0212579 0.10949041 2.379201
1237674648849416320 167.40789 -1.0972263 0.06429515 6.2667685
1237666407382712529 32.10976 -0.54160714 0.17329703 6.643864
1237674649923485924 168.09242 -0.25538229 0.12384513 7.8506093
1237655124470988881 181.25689 4.2666924 0.16255443 6.153738
1237654604798099671 181.2842 4.4650579 0.111988015 5.180858
1237662499463889085 226.28537 44.102267 0.12475403 7.143634
1237651752389378319 156.4516 1.0068925 0.09766387 6.660324
1237678617434063012 37.094289 0.91535722 0.12916134 5.2190604
1237655125003272290 170.76121 4.495162 0.09988007 7.8180056
1237678437015290051 37.292908 1.2533507 0.20851038 8.012917
1237678437015421121 37.481318 1.0767486 0.24541037 11.323401
1237651752389640329 157.006 0.96686307 0.10647208 7.611483
1237666408458813654 37.410812 0.38715267 0.046692863 11.451351
1237648721757536478 157.02797 0.38775636 0.107581764 5.4645405
1237655125003075687 170.39656 4.446461 0.047012065 6.2001696
1237648721756356779 154.30881 0.36642832 0.09698364 6.244528
1237654670811201558 154.22425 0.48254172 0.116298 5.834257
1237651801236111471 154.60576 0.19835774 0.14719406 7.335269
1237654670274461978 154.62833 0.084729316 0.06209708 5.1750984
1237651801236111367 154.52778 0.09994892 0.048465032 8.629725
1237662500537893049 227.55653 44.412286 0.14988366 4.0223093
1237674649384583246 163.38158 -0.77835161 0.11394097 3.5808523
1237648721219748035 154.87239 -0.020718354 0.092938 3.8220382
1237648722293358746 154.54448 0.6718661 0.119629905 4.6019263
1237651752388853863 155.16362 0.98621884 0.0645521 11.160375
1237648721223549054 163.53621 -0.01973043 0.10813201 4.9804587
1237648721756881092 155.46497 0.41011418 0.021342961 10.731671
1237648722293620931 155.2819 0.68260419 0.05533539 16.699945
1237648720151445669 167.38226 -1.0156031 0.18666755 4.001894
1237674648849350755 167.17827 -1.1224112 0.100803815 8.924543
1237674650460160301 167.67798 0.05149405 0.114931464 3.2974546
1237674648847515825 163.07263 -1.1911672 0.12656164 5.361377
1237648720686416058 162.93785 -0.43798543 0.072657354 6.77533
1237648720688316497 167.38907 -0.60142965 0.0648197 13.195668
1237674648847515669 162.95639 -1.1661385 0.12649989 6.07666
1237663782591266978 10.317815 -1.112808 0.13002929 3.1339262
1237674649923027091 167.09062 -0.2160789 0.18278126 4.528864
1237650794609836218 147.2077 -1.1858975 0.12818867 6.925517
1237674648849154155 166.70703 -1.2563438 0.10168165 6.2369046
1237648720688120088 166.87547 -0.46288238 0.2696267 8.778059
1237674649922961482 166.83051 -0.4067419 0.11193252 1.3827682
1237671934428381309 249.31845 44.418231 0.031419717 18.144114
1237651752385642693 147.81589 0.84598526 0.14329621 6.949048
1237662301902864623 228.77315 43.150559 0.017886907 21.132347
1237666407378125008 21.654514 -0.58276268 0.16843773 5.858508
1237651752389902468 157.59696 0.9689866 0.08881485 4.6416345
1237654601554657352 130.00367 2.8777138 0.1640725 5.009595
1237654601017720971 129.90396 2.6007356 0.11469561 4.115322
1237648722294866068 158.01097 0.83717302 0.09934915 6.292438
1237651752926052567 155.96098 1.4967621 0.09787481 5.3687773
1237666339188703342 15.943763 -0.20024398 0.14389218 6.9030156
1237662500000759984 226.43165 44.404937 0.028340176 21.019236
1237654670812774584 157.89649 0.47537546 0.028668202 22.580505
1237654599955447922 156.16434 3.1768817 0.105370834 5.0596704
1237654599955513455 156.24954 3.2109202 0.10560177 3.9643452
1237651754536599737 155.74751 2.6361626 0.12968902 6.40959
1237650371017506926 177.0755 -2.2204898 0.094063304 4.816934
1237651801236373709 155.22774 0.15022301 0.07121372 2.8547728
1237666338115158311 16.492855 -0.88420137 0.06570229 8.387395
1237651752390230126 158.33535 0.99589871 0.12984784 4.007315
1237650761860776156 196.22711 -2.3170558 0.08640056 8.520768
1237671141483741346 179.19396 5.5446082 0.03927377 14.778527
1237671128591302990 179.04486 4.9953806 0.07953964 11.619519
1237671934429036853 250.63407 43.238195 0.14681867 3.1174097
1237650762386899031 171.60782 -1.8779887 0.039501425 14.11949
1237655125544665223 181.09625 5.1488833 0.077996925 5.94008
1237650762386833557 171.53671 -1.9551412 0.11968962 7.0057673
1237654602635542776 146.34527 4.7497206 0.14576808 6.1969566
1237655124471578717 182.63144 4.3508494 0.13426553 6.4002094
1237650371552018487 171.66945 -1.6937925 0.0464054 8.262872
1237650371551690898 170.92705 -1.6016429 0.063028425 6.0109076
1237650372088561732 170.94005 -1.274307 0.07697096 10.096939
1237671142557089805 177.88778 5.1014704 0.07598783 24.525686
1237671140409606294 179.30825 4.3405283 0.0746907 5.672775
1237671128054300693 179.2314 4.4133001 0.16926162 11.985204
1237671140946411733 178.96094 4.4423012 0.073088 7.804826
1237648721755963583 153.45188 0.33744756 0.117145285 6.779324
1237663783677657210 39.120769 -0.24486245 0.18617918 5.1726313
1237663783677460674 38.650877 -0.41436451 0.05015679 11.501619
1237658297911214166 130.64379 3.3251841 0.028727883 4.2614083
1237648720149217530 162.22833 -0.84548849 0.25896642 5.9530416
1237648722300043569 169.94943 0.7645276 0.18595606 5.4058347
1237666406848200834 37.489056 -0.90357238 0.085788466 3.8494291
1237674651531542723 162.30578 0.98401603 0.12425819 5.5928526
1237648721763303647 170.20541 0.39019296 0.024493879 10.265243
1237671141483675848 179.08278 5.4504353 0.075246654 3.6161754
1237648720146202836 155.28408 -0.85529385 0.12660508 7.37111
1237657070089928803 37.759667 -0.60916818 0.05945019 6.295087
1237674648851054634 171.03603 -1.1577624 0.02933633 12.431007
1237663782603128944 37.385121 -1.2021016 0.0853481 12.200598
1237671140410065049 179.97248 5.2249971 0.059330106 9.234459
1237671127517888656 180.14196 5.1745836 0.1305147 10.427437
1237648721223090396 162.55556 -0.20152795 0.072566725 8.645355
1237674649921061000 162.50156 -0.34001129 0.09561962 6.1030593
1237674650457800862 162.25482 0.035405343 0.12797107 5.55195
1237666406846038201 32.57194 -1.03685 0.17675929 5.4282684
1237650371561652450 193.70619 -1.6313097 0.08522543 5.626124
1237648720683270271 155.79575 -0.46967696 0.11273772 5.5564437
1237663784213938340 37.837636 0.19116081 0.097844295 4.031976
1237650370488828047 195.70608 -2.5144166 0.07880192 5.753505
1237657584949461079 38.445558 -1.0245362 0.048864774 2.6753154
1237657070090453094 39.031101 -0.61417342 0.13442528 5.5068293
1237650372100030645 197.07706 -1.2689948 0.08457827 5.5983505
1237654604260638888 179.93839 4.0088261 0.09281208 9.9202175
1237671139872604331 179.70899 3.8210193 0.08829192 4.71398
1237680099167699009 33.198192 1.208994 0.100972034 8.782529
1237671127517167726 179.38859 3.6811116 0.05778571 5.2109995
1237671127517364359 179.5396 4.1260388 0.13139151 5.3221755
1237678617432621203 33.779743 0.93132482 0.12194236 4.7008753
1237650762387554467 173.16175 -2.0068997 0.061239388 7.20795
1237666407920238709 33.530829 -0.034799561 0.13897932 5.6832705
1237655474503942250 247.48172 43.249064 0.124272205 10.017767
1237655349969223838 247.90818 43.106812 0.14306246 3.8832543
1237671142020218973 178.30709 4.9251659 0.07559085 4.2709885
1237654028715491423 165.84816 1.4265602 0.14164521 5.510092
1237654029252493418 166.22171 1.7843346 0.07431517 7.5836344
1237651752930181235 165.39251 1.5860919 0.04986034 12.508682
1237654029789233209 165.92684 2.271424 0.07543145 7.4573874
1237678617430589486 29.07327 1.07648 0.07910704 7.1245294
1237651753466921014 165.13548 2.1160691 0.039416414 30.05719
1237678617430589617 29.11805 1.0606 0.18257566 7.077869
1237678437014896978 36.330685 1.1942957 0.18943644 4.7314644
1237651752388264053 153.8019 0.96143209 0.0717433 17.506329
1237655123930251381 172.44513 3.709201 0.07333984 7.251217
1237654029251903492 164.79754 1.8092074 0.0399428 15.288811
1237651735745659092 154.13575 1.5339572 0.048974905 7.5447726
1237654030327939325 170.14486 2.8145165 0.04869229 11.733406
1237651754006020379 170.2228 2.5595156 0.18878946 3.6015863
1237678617433538730 35.946116 1.0301534 0.13639459 4.1309752
1237650762935238912 197.80665 -1.5399844 0.11295026 5.422618
1237654605330776165 171.65558 4.7135463 0.073753156 4.746672
1237654605333790948 178.47645 4.8135439 0.1543188 5.6578155
1237648722829639816 153.30023 1.2470738 0.10539004 7.7942877
1237655499198824572 197.91779 -2.072835 0.082048036 5.1770406
1237655499735629993 197.88633 -1.8039759 0.063633166 8.286622
1237671129128173738 178.63843 5.071664 0.078841984 4.927091
1237655499736023354 198.64357 -1.7276169 0.21956052 5.9413342
1237651752924610759 152.71519 1.3799607 0.09950808 3.463336
1237651753461481681 152.60682 1.7968281 0.10033629 3.3612177
1237651735211540583 160.38725 1.3647204 0.10959682 6.2684464
1237651752927953079 160.29073 1.4604815 0.10816239 6.8285046
1237666408458158202 35.9631 0.24429689 0.08784293 6.2729573
1237654669740539977 161.23536 -0.3472093 0.19285731 3.9659681
1237648722829246707 152.39877 1.1958746 0.1859256 6.9636545
1237648721754914947 150.94928 0.33108206 0.096139744 3.151631
1237651752927821939 159.91304 1.5513127 0.11305219 5.290817
1237654670809825513 151.1935 0.46385131 0.04623601 4.97001
1237654031402008650 170.7774 3.4854074 0.16188873 4.9291167
1237648721755177075 151.6353 0.3365056 0.08924252 7.019917
1237651754004578452 166.82187 2.4092141 0.1050157 5.444409
1237651754541449427 166.83218 2.9723671 0.075049885 18.04661
1237651754541449561 166.91686 2.9875627 0.07574029 6.4567094
1237654030326563014 166.99834 2.7207496 0.057809215 12.561572
1237654880725500043 188.56518 5.3786574 0.08648938 3.96851
1237654030326628523 167.09159 2.6568645 0.13346045 5.337352
1237657071158821014 26.760318 0.38386161 0.17181373 5.0198603
1237653665261879390 156.96182 2.6094625 0.028474279 8.132799
1237651754537123952 156.99542 2.7681401 0.09786449 5.6063795
1237651754000384097 157.2064 2.3123994 0.06391993 4.0595794
1237655495440924807 199.35124 -1.7995116 0.11937757 9.94475
1237655500273352999 199.76619 -1.3411771 0.14817886 3.9623046
1237651754004971580 167.7789 2.4800046 0.03525849 9.038443
1237651754541777047 167.67649 3.0093845 0.107676156 5.907847
1237648721218633973 152.3817 -0.040924155 0.09588677 9.872951
1237654604782436470 145.37461 3.2551516 0.105017066 9.131644
1237654605319241936 145.19287 3.6583856 0.087176114 10.153705
1237648720689954909 171.10893 -0.42707792 0.04872853 3.7969306
1237674648851775522 172.7413 -1.1475517 0.047959067 8.689116
1237674648851185774 171.34064 -1.1551077 0.11300776 2.9288042
1237654601561014488 144.55549 3.9961985 0.10669339 5.425624
1237654602641834155 160.76718 5.5757166 0.21651201 5.6189156
1237654605862731797 160.31507 4.887176 0.06828356 14.782995
1237654604257689710 173.07955 3.863972 0.09081024 6.0523148
1237654602104897626 160.63356 5.0449838 0.027172232 29.44021
1237654604257689758 173.12142 3.958077 0.09088522 3.7530434
1237648720692838646 177.638 -0.56145896 0.1355632 4.9487553
1237654601568223353 161.00922 4.6630121 0.026585639 14.471444
1237674648853610662 176.99812 -1.1099969 0.095027566 7.0112963
1237655125004255339 173.08178 4.5015691 0.108878955 4.845826
1237671126978068613 177.28333 -0.95126893 0.26490632 4.102158
1237671127515136238 177.16846 -0.28619944 0.04734021 12.263657
1237663783138295829 33.409831 -0.71729978 0.02006634 29.835243
1237654601567699120 159.85679 4.7149298 0.10814124 5.0938807
1237674651535212736 170.71333 0.977823 0.15216893 4.0369143
1237654602105225368 161.29142 5.0881442 0.06909855 7.64915
1237654605863059694 161.138 4.9709416 0.18695927 4.9924903
1237671142020284451 178.38498 5.0492138 0.12694424 5.0104914
1237655125011464238 189.50268 4.6224748 0.11875158 4.736599
1237654879114952808 188.62568 4.0451388 0.084429674 3.9724076
1237674650461470863 170.64969 0.14855056 0.10037874 7.5477605
1237648721763696795 171.14001 0.26601584 0.067633174 6.375853
1237648720147382482 158.03507 -0.9373411 0.086181045 4.4557943
1237654601028993121 155.60173 3.9973173 0.022865003 25.33027
1237674650461732880 171.2177 0.19857421 0.13083403 4.9078655
1237655125011136719 188.84105 4.7266411 0.1302197 6.384881
1237654601028731059 155.07875 4.0201624 0.13483267 5.6192064
1237671140944969944 177.27992 1.4975617 0.10782246 6.718541
1237654601028337843 154.22421 3.9155017 0.10472083 4.9287176
1237671128589795355 177.3421 1.8979304 0.10807008 6.667164
1237671141481840904 176.93204 1.8262165 0.028586274 28.615412
1237671140407443474 177.06639 -0.057898585 0.09642926 7.993726
1237658297921765652 154.82591 5.2651805 0.13040446 5.478322
1237671142018580575 176.45877 1.7155159 0.0594389 3.9669487
1237674648854528075 178.97439 -1.1667983 0.121364154 4.7954516
1237655499737464969 202.01637 -1.7014645 0.085007474 9.681558
1237655494904643785 200.72027 -2.3418587 0.09046471 8.514822
1237655126085009585 189.11936 5.4552708 0.09485591 5.8866878
1237655495978844364 201.79032 -1.5217787 0.06697631 13.684728
1237671142018908293 176.80545 2.3557279 0.1265393 3.594233
1237671142018449583 176.33048 1.4119841 0.097707935 5.558555
1237651823781347487 211.953 5.3624866 0.08225836 7.2325983
